,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
61002,Thailand,Electricity,Gross production,2019,,1906813440000.0
61003,Thailand,Electricity,Gross production,2018,,1822884460000.0
61004,Thailand,Electricity,Gross production,2017,,1819396780000.0
61005,Thailand,Electricity,Gross production,2016,,1882650000000.0
61006,Thailand,Electricity,Gross production,2015,,1772270000000.0
61007,Thailand,Electricity,Gross production,2014,,1722080000000.0
61008,Thailand,Electricity,Gross production,2013,,1701130000000.0
61009,Thailand,Electricity,Gross production,2012,,1654230000000.0
61010,Thailand,Electricity,Gross production,2011,,1556800000000.0
61011,Thailand,Electricity,Gross production,2010,,1595180000000.0
61012,Thailand,Electricity,Gross production,2009,,1483900000000.0
61013,Thailand,Electricity,Gross production,2008,,1474272000000.0
61014,Thailand,Electricity,Gross production,2007,,1433782000000.0
61015,Thailand,Electricity,Gross production,2006,,1387416000000.0
61016,Thailand,Electricity,Gross production,2005,,1321973000000.0
61017,Thailand,Electricity,Gross production,2004,,1257269000000.0
61018,Thailand,Electricity,Gross production,2003,,1169829000000.0
61019,Thailand,Electricity,Gross production,2002,,1090129000000.0
61020,Thailand,Electricity,Gross production,2001,,1024198000000.0
61021,Thailand,Electricity,Gross production,2000,,959769000000.0
61022,Thailand,Electricity,Gross production,1999,,900388000000.0
61023,Thailand,Electricity,Gross production,1998,,900517000000.0
61024,Thailand,Electricity,Gross production,1997,,932260000000.0
61025,Thailand,Electricity,Gross production,1996,,898430000000.0
61026,Thailand,Electricity,Gross production,1995,,800840000000.0
61027,Thailand,Electricity,Gross production,1994,,711770000000.0
61028,Thailand,Electricity,Gross production,1993,,634050000000.0
61029,Thailand,Electricity,Gross production,1992,,570980000000.0
61030,Thailand,Electricity,Gross production,1991,,501860000000.0
61031,Thailand,Electricity,Gross production,1990,,441750000000.0
61032,Thailand,From combustible fuels,Main activity,2019,,1110594200000.0
61033,Thailand,From combustible fuels,Main activity,2018,,1082370400000.0
61034,Thailand,From combustible fuels,Main activity,2017,,1197932800000.0
61035,Thailand,From combustible fuels,Main activity,2016,,1320740000000.0
61036,Thailand,From combustible fuels,Main activity,2015,,1369470000000.0
61037,Thailand,From combustible fuels,Main activity,2014,,1339010000000.0
61038,Thailand,From combustible fuels,Main activity,2013,,1335700000000.0
61039,Thailand,From combustible fuels,Main activity,2012,,1390340000000.0
61040,Thailand,From combustible fuels,Main activity,2011,,1297730000000.0
61041,Thailand,From combustible fuels,Main activity,2010,,1388170000000.0
61042,Thailand,From combustible fuels,Main activity,2009,,1262980000000.0
61043,Thailand,From combustible fuels,Main activity,2008,,1256630000000.0
61044,Thailand,From combustible fuels,Main activity,2007,,1207020000000.0
61045,Thailand,From combustible fuels,Main activity,2006,,1168830000000.0
61046,Thailand,From combustible fuels,Main activity,2005,,1126950000000.0
61047,Thailand,From combustible fuels,Main activity,2004,,1061710000000.0
61048,Thailand,From combustible fuels,Main activity,2003,,962600000000.0
61049,Thailand,From combustible fuels,Main activity,2002,,889740000000.0
61050,Thailand,From combustible fuels,Main activity,2001,,841380000000.0
61051,Thailand,From combustible fuels,Main activity,2000,,798010000000.0
61052,Thailand,From combustible fuels,Main activity,1999,,789040000000.0
61053,Thailand,From combustible fuels,Main activity,1998,,816790000000.0
61054,Thailand,From combustible fuels,Main activity,1997,,838660000000.0
61055,Thailand,From combustible fuels,Main activity,1996,,798590000000.0
61056,Thailand,From combustible fuels,Main activity,1995,,730820000000.0
61057,Thailand,From combustible fuels,Main activity,1994,,666620000000.0
61058,Thailand,From combustible fuels,Main activity,1993,,597040000000.0
61059,Thailand,From combustible fuels,Main activity,1992,,528580000000.0
61060,Thailand,From combustible fuels,Main activity,1991,,455980000000.0
61061,Thailand,From combustible fuels,Main activity,1990,,391980000000.0
61062,Thailand,From combustible fuels,From combustible fuels,2019,,1110594200000.0
61063,Thailand,From combustible fuels,From combustible fuels,2018,,1082370400000.0
61064,Thailand,From combustible fuels,From combustible fuels,2017,,1197932800000.0
61065,Thailand,From combustible fuels,From combustible fuels,2016,,1320740000000.0
61066,Thailand,From combustible fuels,From combustible fuels,2015,,1369470000000.0
61067,Thailand,From combustible fuels,From combustible fuels,2014,,1339010000000.0
61068,Thailand,From combustible fuels,From combustible fuels,2013,,1335700000000.0
61069,Thailand,From combustible fuels,From combustible fuels,2012,,1390340000000.0
61070,Thailand,From combustible fuels,From combustible fuels,2011,,1297730000000.0
61071,Thailand,From combustible fuels,From combustible fuels,2010,,1388170000000.0
61072,Thailand,From combustible fuels,From combustible fuels,2009,,1262980000000.0
61073,Thailand,From combustible fuels,From combustible fuels,2008,,1256630000000.0
61074,Thailand,From combustible fuels,From combustible fuels,2007,,1207020000000.0
61075,Thailand,From combustible fuels,From combustible fuels,2006,,1168830000000.0
61076,Thailand,From combustible fuels,From combustible fuels,2005,,1126950000000.0
61077,Thailand,Geothermal,Main activity,2019,,13000000.0
61078,Thailand,Geothermal,Main activity,2018,,14000000.0
61079,Thailand,Geothermal,Main activity,2017,,15000000.0
61080,Thailand,Geothermal,Main activity,2016,,10000000.0
61081,Thailand,Geothermal,Main activity,2015,,10000000.0
61082,Thailand,Geothermal,Main activity,2014,,10000000.0
61083,Thailand,Geothermal,Main activity,2013,,10000000.0
61084,Thailand,Geothermal,Main activity,2012,,10000000.0
61085,Thailand,Geothermal,Main activity,2011,,10000000.0
61086,Thailand,Geothermal,Main activity,2010,,20000000.0
61087,Thailand,Geothermal,Main activity,2009,,20000000.0
61088,Thailand,Geothermal,Main activity,2008,,20000000.0
61089,Thailand,Geothermal,Main activity,2007,,20000000.0
61090,Thailand,Geothermal,Main activity,2006,,17000000.0
61091,Thailand,Geothermal,Main activity,2005,,15000000.0
61092,Thailand,Geothermal,Main activity,2004,,16000000.0
61093,Thailand,Geothermal,Main activity,2003,,16000000.0
61094,Thailand,Geothermal,Main activity,2002,,16000000.0
61095,Thailand,Geothermal,Main activity,2001,,15000000.0
61096,Thailand,Geothermal,Main activity,2000,,16000000.0
61097,Thailand,Geothermal,Main activity,1999,,15000000.0
