,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
17271,Nicaragua,Electricity,Gross production,2019,,45742800000.0
17272,Nicaragua,Electricity,Gross production,2018,,46360000000.0
17273,Nicaragua,Electricity,Gross production,2017,,45250000000.0
17274,Nicaragua,Electricity,Gross production,2016,,45910000000.0
17275,Nicaragua,Electricity,Gross production,2015,,45800000000.0
17276,Nicaragua,Electricity,Gross production,2014,,44540000000.0
17277,Nicaragua,Electricity,Gross production,2013,,41650000000.0
17278,Nicaragua,Electricity,Gross production,2012,,40310000000.0
17279,Nicaragua,Electricity,Gross production,2011,,38240000000.0
17280,Nicaragua,Electricity,Gross production,2010,,36590000000.0
17281,Nicaragua,Electricity,Gross production,2009,,34530000000.0
17282,Nicaragua,Electricity,Gross production,2008,,33610000000.0
17283,Nicaragua,Electricity,Gross production,2007,,32080000000.0
17284,Nicaragua,Electricity,Gross production,2006,,31340000000.0
17285,Nicaragua,Electricity,Gross production,2005,,28660000000.0
17286,Nicaragua,Electricity,Gross production,2004,,28220000000.0
17287,Nicaragua,Electricity,Gross production,2003,,27080000000.0
17288,Nicaragua,Electricity,Gross production,2002,,25530000000.0
17289,Nicaragua,Electricity,Gross production,2001,,24730000000.0
17290,Nicaragua,Electricity,Gross production,2000,,22880000000.0
17291,Nicaragua,Electricity,Gross production,1999,,21480000000.0
17292,Nicaragua,Electricity,Gross production,1998,,21530000000.0
17293,Nicaragua,Electricity,Gross production,1997,1.0,18870000000.0
17294,Nicaragua,Electricity,Gross production,1996,1.0,19040000000.0
17295,Nicaragua,Electricity,Gross production,1995,1.0,17860000000.0
17296,Nicaragua,Electricity,Gross production,1994,1.0,16830000000.0
17297,Nicaragua,Electricity,Gross production,1993,1.0,16820000000.0
17298,Nicaragua,Electricity,Gross production,1992,,15780000000.0
17299,Nicaragua,Electricity,Gross production,1991,,14730000000.0
17300,Nicaragua,Electricity,Gross production,1990,,13990000000.0
17301,Nicaragua,From combustible fuels,Main activity,2019,,19265350000.0
17302,Nicaragua,From combustible fuels,Main activity,2018,,18640000000.0
17303,Nicaragua,From combustible fuels,Main activity,2017,,19460000000.0
17304,Nicaragua,From combustible fuels,Main activity,2016,,21400000000.0
17305,Nicaragua,From combustible fuels,Main activity,2015,,22320000000.0
17306,Nicaragua,From combustible fuels,Main activity,2014,,20060000000.0
17307,Nicaragua,From combustible fuels,Main activity,2013,,19330000000.0
17308,Nicaragua,From combustible fuels,Main activity,2012,,22580000000.0
17309,Nicaragua,From combustible fuels,Main activity,2011,,24770000000.0
