,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
40155,Sao Tome and Principe,Electricity,Gross production,2020,1.0,914000000.0
40156,Sao Tome and Principe,Electricity,Gross production,2019,1.0,913000000.0
40157,Sao Tome and Principe,Electricity,Gross production,2018,1.0,913000000.0
40158,Sao Tome and Principe,Electricity,Gross production,2017,1.0,908000000.0
40159,Sao Tome and Principe,Electricity,Gross production,2016,,862000000.0
40160,Sao Tome and Principe,Electricity,Gross production,2015,1.0,812500000.0
40161,Sao Tome and Principe,Electricity,Gross production,2014,1.0,775200000.0
40162,Sao Tome and Principe,Electricity,Gross production,2013,,708800000.0
40163,Sao Tome and Principe,Electricity,Gross production,2012,,769000000.0
40164,Sao Tome and Principe,Electricity,Gross production,2011,,672000000.0
40165,Sao Tome and Principe,Electricity,Gross production,2010,,572000000.0
40166,Sao Tome and Principe,Electricity,Gross production,2009,1.0,520000000.0
40167,Sao Tome and Principe,Electricity,Gross production,2008,1.0,475000000.0
40168,Sao Tome and Principe,Electricity,Gross production,2007,1.0,450000000.0
40169,Sao Tome and Principe,Electricity,Gross production,2006,1.0,430000000.0
40170,Sao Tome and Principe,Electricity,Gross production,2005,,414000000.0
40171,Sao Tome and Principe,Electricity,Gross production,2004,,373000000.0
40172,Sao Tome and Principe,Electricity,Gross production,2003,,345000000.0
40173,Sao Tome and Principe,Electricity,Gross production,2002,,315000000.0
40174,Sao Tome and Principe,Electricity,Gross production,2001,,264000000.0
40175,Sao Tome and Principe,Electricity,Gross production,2000,,261000000.0
40176,Sao Tome and Principe,Electricity,Gross production,1999,,280000000.0
40177,Sao Tome and Principe,Electricity,Gross production,1998,1.0,220000000.0
40178,Sao Tome and Principe,Electricity,Gross production,1997,1.0,200000000.0
40179,Sao Tome and Principe,Electricity,Gross production,1996,1.0,190000000.0
40180,Sao Tome and Principe,Electricity,Gross production,1995,1.0,180000000.0
40181,Sao Tome and Principe,Electricity,Gross production,1994,1.0,170000000.0
40182,Sao Tome and Principe,Electricity,Gross production,1993,1.0,160000000.0
40183,Sao Tome and Principe,Electricity,Gross production,1992,1.0,150000000.0
40184,Sao Tome and Principe,Electricity,Gross production,1991,1.0,150000000.0
40185,Sao Tome and Principe,Electricity,Gross production,1990,1.0,150000000.0
40186,Sao Tome and Principe,From combustible fuels,Main activity,2020,1.0,851000000.0
40187,Sao Tome and Principe,From combustible fuels,Main activity,2019,1.0,850000000.0
40188,Sao Tome and Principe,From combustible fuels,Main activity,2018,1.0,850000000.0
40189,Sao Tome and Principe,From combustible fuels,Main activity,2017,1.0,834000000.0
40190,Sao Tome and Principe,From combustible fuels,Main activity,2016,,794000000.0
40191,Sao Tome and Principe,From combustible fuels,Main activity,2015,1.0,745000000.0
40192,Sao Tome and Principe,From combustible fuels,Main activity,2014,1.0,697000000.0
40193,Sao Tome and Principe,From combustible fuels,Main activity,2013,,649000000.0
40194,Sao Tome and Principe,From combustible fuels,Main activity,2012,,705000000.0
40195,Sao Tome and Principe,From combustible fuels,Main activity,2011,,612000000.0
40196,Sao Tome and Principe,From combustible fuels,Main activity,2010,,524000000.0
40197,Sao Tome and Principe,From combustible fuels,Main activity,2009,1.0,450000000.0
40198,Sao Tome and Principe,From combustible fuels,Main activity,2008,1.0,395000000.0
40199,Sao Tome and Principe,From combustible fuels,Main activity,2007,1.0,350000000.0
40200,Sao Tome and Principe,From combustible fuels,Main activity,2006,1.0,350000000.0
40201,Sao Tome and Principe,From combustible fuels,Main activity,2005,,372000000.0
40202,Sao Tome and Principe,From combustible fuels,Main activity,2004,,311000000.0
40203,Sao Tome and Principe,From combustible fuels,Main activity,2003,,266000000.0
40204,Sao Tome and Principe,From combustible fuels,Main activity,2002,,254000000.0
40205,Sao Tome and Principe,From combustible fuels,Main activity,2001,,216000000.0
40206,Sao Tome and Principe,From combustible fuels,Main activity,2000,,193000000.0
40207,Sao Tome and Principe,From combustible fuels,Main activity,1999,,200000000.0
40208,Sao Tome and Principe,From combustible fuels,Main activity,1998,1.0,160000000.0
40209,Sao Tome and Principe,From combustible fuels,Main activity,1997,1.0,140000000.0
40210,Sao Tome and Principe,From combustible fuels,Main activity,1996,1.0,130000000.0
40211,Sao Tome and Principe,From combustible fuels,Main activity,1995,1.0,120000000.0
40212,Sao Tome and Principe,From combustible fuels,Main activity,1994,1.0,110000000.0
40213,Sao Tome and Principe,From combustible fuels,Main activity,1993,1.0,90000000.0
40214,Sao Tome and Principe,From combustible fuels,Main activity,1992,1.0,80000000.0
40215,Sao Tome and Principe,From combustible fuels,Main activity,1991,1.0,70000000.0
40216,Sao Tome and Principe,From combustible fuels,Main activity,1990,1.0,70000000.0
40217,Sao Tome and Principe,From combustible fuels,From combustible fuels,2020,1.0,851000000.0
40218,Sao Tome and Principe,From combustible fuels,From combustible fuels,2019,1.0,850000000.0
40219,Sao Tome and Principe,From combustible fuels,From combustible fuels,2018,1.0,850000000.0
40220,Sao Tome and Principe,From combustible fuels,From combustible fuels,2017,1.0,834000000.0
40221,Sao Tome and Principe,From combustible fuels,From combustible fuels,2016,,794000000.0
40222,Sao Tome and Principe,From combustible fuels,From combustible fuels,2015,1.0,745000000.0
40223,Sao Tome and Principe,From combustible fuels,From combustible fuels,2014,1.0,697000000.0
40224,Sao Tome and Principe,From combustible fuels,From combustible fuels,2013,,649000000.0
40225,Sao Tome and Principe,From combustible fuels,From combustible fuels,2012,,705000000.0
40226,Sao Tome and Principe,From combustible fuels,From combustible fuels,2011,,612000000.0
40227,Sao Tome and Principe,From combustible fuels,From combustible fuels,2010,,524000000.0
40228,Sao Tome and Principe,From combustible fuels,From combustible fuels,2009,,450000000.0
40229,Sao Tome and Principe,From combustible fuels,From combustible fuels,2008,,395000000.0
40230,Sao Tome and Principe,From combustible fuels,From combustible fuels,2007,,350000000.0
40231,Sao Tome and Principe,Hydro,Main activity,2020,1.0,59000000.0
40232,Sao Tome and Principe,Hydro,Main activity,2019,,59000000.0
40233,Sao Tome and Principe,Hydro,Main activity,2018,,59000000.0
40234,Sao Tome and Principe,Hydro,Main activity,2017,1.0,70000000.0
40235,Sao Tome and Principe,Hydro,Main activity,2016,1.0,66000000.0
40236,Sao Tome and Principe,Hydro,Main activity,2015,,66000000.0
40237,Sao Tome and Principe,Hydro,Main activity,2014,,77000000.0
40238,Sao Tome and Principe,Hydro,Main activity,2013,,59000000.0
40239,Sao Tome and Principe,Hydro,Main activity,2012,,64000000.0
40240,Sao Tome and Principe,Hydro,Main activity,2011,,60000000.0
40241,Sao Tome and Principe,Hydro,Main activity,2010,,48000000.0
40242,Sao Tome and Principe,Hydro,Main activity,2009,1.0,70000000.0
40243,Sao Tome and Principe,Hydro,Main activity,2008,1.0,80000000.0
40244,Sao Tome and Principe,Hydro,Main activity,2007,,100000000.0
40245,Sao Tome and Principe,Hydro,Main activity,2006,1.0,80000000.0
40246,Sao Tome and Principe,Hydro,Main activity,2005,,42000000.0
