,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
82040,Jamaica,Electricity,Gross production,2019,,44340240000.0
82041,Jamaica,Electricity,Gross production,2018,,44020000000.0
82042,Jamaica,Electricity,Gross production,2017,,43600000000.0
82043,Jamaica,Electricity,Gross production,2016,,43420000000.0
82044,Jamaica,Electricity,Gross production,2015,,42060000000.0
82045,Jamaica,Electricity,Gross production,2014,,41230000000.0
82046,Jamaica,Electricity,Gross production,2013,,41630000000.0
82047,Jamaica,Electricity,Gross production,2012,,41590000000.0
82048,Jamaica,Electricity,Gross production,2011,,41730000000.0
82049,Jamaica,Electricity,Gross production,2010,,41530000000.0
82050,Jamaica,Electricity,Gross production,2009,,42077000000.0
82051,Jamaica,Electricity,Gross production,2008,,44994000000.0
82052,Jamaica,Electricity,Gross production,2007,,59960000000.0
82053,Jamaica,Electricity,Gross production,2006,,74730000000.0
82054,Jamaica,Electricity,Gross production,2005,,74220000000.0
82055,Jamaica,Electricity,Gross production,2004,,72490000000.0
82056,Jamaica,Electricity,Gross production,2003,,71460000000.0
82057,Jamaica,Electricity,Gross production,2002,,69340000000.0
82058,Jamaica,Electricity,Gross production,2001,,66560000000.0
82059,Jamaica,Electricity,Gross production,2000,,66310000000.0
82060,Jamaica,Electricity,Gross production,1999,,66090000000.0
82061,Jamaica,Electricity,Gross production,1998,,64800000000.0
82062,Jamaica,Electricity,Gross production,1997,,62550000000.0
82063,Jamaica,Electricity,Gross production,1996,,60380000000.0
82064,Jamaica,Electricity,Gross production,1995,,58290000000.0
82065,Jamaica,Electricity,Gross production,1994,,47750000000.0
82066,Jamaica,Electricity,Gross production,1993,,37910000000.0
82067,Jamaica,Electricity,Gross production,1992,,21990000000.0
82068,Jamaica,Electricity,Gross production,1991,,21230000000.0
82069,Jamaica,Electricity,Gross production,1990,,24580000000.0
82070,Jamaica,From combustible fuels,Main activity,2019,,22935260000.0
82071,Jamaica,From combustible fuels,Main activity,2018,,23820000000.0
82072,Jamaica,From combustible fuels,Main activity,2017,,23790000000.0
82073,Jamaica,From combustible fuels,Main activity,2016,,24380000000.0
82074,Jamaica,From combustible fuels,Main activity,2015,,24000000000.0
82075,Jamaica,From combustible fuels,Main activity,2014,,23270000000.0
82076,Jamaica,From combustible fuels,Main activity,2013,,22410000000.0
82077,Jamaica,From combustible fuels,Main activity,2012,,24660000000.0
82078,Jamaica,From combustible fuels,Main activity,2011,,26100000000.0
82079,Jamaica,From combustible fuels,Main activity,2010,,26580000000.0
82080,Jamaica,From combustible fuels,Main activity,2009,,27219000000.0
82081,Jamaica,From combustible fuels,Main activity,2008,,29863000000.0
82082,Jamaica,From combustible fuels,Main activity,2007,,39140000000.0
82083,Jamaica,From combustible fuels,Main activity,2006,,37410000000.0
82084,Jamaica,From combustible fuels,Main activity,2005,,37930000000.0
82085,Jamaica,From combustible fuels,Main activity,2004,,35490000000.0
82086,Jamaica,From combustible fuels,Main activity,2003,,35500000000.0
82087,Jamaica,From combustible fuels,Main activity,2002,,33400000000.0
82088,Jamaica,From combustible fuels,Main activity,2001,,32550000000.0
82089,Jamaica,From combustible fuels,Main activity,2000,,32120000000.0
82090,Jamaica,From combustible fuels,Main activity,1999,,31980000000.0
82091,Jamaica,From combustible fuels,Main activity,1998,,31400000000.0
