,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
77851,Viet Nam,Electricity,Gross production,2019,1.0,2277150000000.0
77852,Viet Nam,Electricity,Gross production,2018,,2131990000000.0
77853,Viet Nam,Electricity,Gross production,2017,,1984990000000.0
77854,Viet Nam,Electricity,Gross production,2016,,1816530000000.0
77855,Viet Nam,Electricity,Gross production,2015,,1634940000000.0
77856,Viet Nam,Electricity,Gross production,2014,,1402190000000.0
77857,Viet Nam,Electricity,Gross production,2013,,1267980000000.0
77858,Viet Nam,Electricity,Gross production,2012,,1179740000000.0
77859,Viet Nam,Electricity,Gross production,2011,,1043360000000.0
77860,Viet Nam,Electricity,Gross production,2010,,954080000000.0
77861,Viet Nam,Electricity,Gross production,2009,,831750000000.0
77862,Viet Nam,Electricity,Gross production,2008,,733960000000.0
77863,Viet Nam,Electricity,Gross production,2007,,670080000000.0
77864,Viet Nam,Electricity,Gross production,2006,,604930000000.0
77865,Viet Nam,Electricity,Gross production,2005,,536560000000.0
77866,Viet Nam,Electricity,Gross production,2004,,462090000000.0
77867,Viet Nam,Electricity,Gross production,2003,,409250000000.0
77868,Viet Nam,Electricity,Gross production,2002,,357960000000.0
77869,Viet Nam,Electricity,Gross production,2001,,306080000000.0
77870,Viet Nam,Electricity,Gross production,2000,,265610000000.0
77871,Viet Nam,Electricity,Gross production,1999,,235590000000.0
77872,Viet Nam,Electricity,Gross production,1998,,216880000000.0
77873,Viet Nam,Electricity,Gross production,1997,,191520000000.0
77874,Viet Nam,Electricity,Gross production,1996,,169440000000.0
77875,Viet Nam,Electricity,Gross production,1995,,146480000000.0
77876,Viet Nam,Electricity,Gross production,1994,,119470000000.0
77877,Viet Nam,Electricity,Gross production,1993,,105590000000.0
77878,Viet Nam,Electricity,Gross production,1992,,95700000000.0
77879,Viet Nam,Electricity,Gross production,1991,,92200000000.0
77880,Viet Nam,Electricity,Gross production,1990,,86830000000.0
77881,Viet Nam,From combustible fuels,Main activity,2019,1.0,1380000000000.0
77882,Viet Nam,From combustible fuels,Main activity,2018,,1243760000000.0
77883,Viet Nam,From combustible fuels,Main activity,2017,,1051540000000.0
77884,Viet Nam,From combustible fuels,Main activity,2016,,1114120000000.0
77885,Viet Nam,From combustible fuels,Main activity,2015,,1021070000000.0
77886,Viet Nam,From combustible fuels,Main activity,2014,,759510000000.0
77887,Viet Nam,From combustible fuels,Main activity,2013,,664510000000.0
77888,Viet Nam,From combustible fuels,Main activity,2012,,628200000000.0
77889,Viet Nam,From combustible fuels,Main activity,2011,,607650000000.0
77890,Viet Nam,From combustible fuels,Main activity,2010,,641900000000.0
77891,Viet Nam,From combustible fuels,Main activity,2009,,507190000000.0
77892,Viet Nam,From combustible fuels,Main activity,2008,,448660000000.0
77893,Viet Nam,From combustible fuels,Main activity,2007,,399760000000.0
77894,Viet Nam,From combustible fuels,Main activity,2006,,370040000000.0
77895,Viet Nam,From combustible fuels,Main activity,2005,,336220000000.0
77896,Viet Nam,From combustible fuels,Main activity,2004,,225440000000.0
77897,Viet Nam,From combustible fuels,Main activity,2003,,203750000000.0
77898,Viet Nam,From combustible fuels,Main activity,2002,,154860000000.0
77899,Viet Nam,From combustible fuels,Main activity,2001,,102710000000.0
77900,Viet Nam,From combustible fuels,Main activity,2000,,103750000000.0
77901,Viet Nam,From combustible fuels,Main activity,1999,,84340000000.0
77902,Viet Nam,From combustible fuels,Main activity,1998,,97850000000.0
77903,Viet Nam,From combustible fuels,Main activity,1997,,74660000000.0
77904,Viet Nam,From combustible fuels,Main activity,1996,,49320000000.0
77905,Viet Nam,From combustible fuels,Main activity,1995,,40660000000.0
77906,Viet Nam,From combustible fuels,Main activity,1994,,30450000000.0
77907,Viet Nam,From combustible fuels,Main activity,1993,,26970000000.0
77908,Viet Nam,From combustible fuels,Main activity,1992,,24770000000.0
77909,Viet Nam,From combustible fuels,Main activity,1991,,28930000000.0
77910,Viet Nam,From combustible fuels,Main activity,1990,,33120000000.0
77911,Viet Nam,From combustible fuels,From combustible fuels,2019,1.0,1380000000000.0
77912,Viet Nam,From combustible fuels,From combustible fuels,2018,,1243760000000.0
77913,Viet Nam,From combustible fuels,From combustible fuels,2017,,1051540000000.0
77914,Viet Nam,From combustible fuels,From combustible fuels,2016,,1114120000000.0
77915,Viet Nam,From combustible fuels,From combustible fuels,2015,,1021070000000.0
77916,Viet Nam,From combustible fuels,From combustible fuels,2014,,759510000000.0
77917,Viet Nam,From combustible fuels,From combustible fuels,2013,,664510000000.0
77918,Viet Nam,From combustible fuels,From combustible fuels,2012,,628200000000.0
77919,Viet Nam,From combustible fuels,From combustible fuels,2011,,607650000000.0
77920,Viet Nam,From combustible fuels,From combustible fuels,2010,,641900000000.0
77921,Viet Nam,From combustible fuels,From combustible fuels,2009,,507190000000.0
77922,Viet Nam,From combustible fuels,From combustible fuels,2008,,448660000000.0
77923,Viet Nam,From combustible fuels,From combustible fuels,2007,,399760000000.0
77924,Viet Nam,From combustible fuels,From combustible fuels,2006,,370040000000.0
77925,Viet Nam,From combustible fuels,From combustible fuels,2005,,336220000000.0
77926,Viet Nam,From combustible fuels,From combustible fuels,2004,,225440000000.0
77927,Viet Nam,From combustible fuels,From combustible fuels,2003,,203750000000.0
77928,Viet Nam,From combustible fuels,From combustible fuels,2002,,154860000000.0
77929,Viet Nam,From combustible fuels,From combustible fuels,2001,,102710000000.0
77930,Viet Nam,From combustible fuels,From combustible fuels,2000,,103750000000.0
77931,Viet Nam,From combustible fuels,From combustible fuels,1999,,84340000000.0
77932,Viet Nam,From combustible fuels,From combustible fuels,1998,,97850000000.0
77933,Viet Nam,From combustible fuels,From combustible fuels,1997,,74660000000.0
77934,Viet Nam,From combustible fuels,From combustible fuels,1996,,49320000000.0
