,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
23191,Bulgaria,Electricity,Gross production,2019,,443017730000.0
23192,Bulgaria,Electricity,Gross production,2018,,468376700000.0
23193,Bulgaria,Electricity,Gross production,2017,,456127860000.0
23194,Bulgaria,Electricity,Gross production,2016,,452770000000.0
23195,Bulgaria,Electricity,Gross production,2015,,492280000000.0
23196,Bulgaria,Electricity,Gross production,2014,,474850000000.0
23197,Bulgaria,Electricity,Gross production,2013,,437840000000.0
23198,Bulgaria,Electricity,Gross production,2012,,473290000000.0
23199,Bulgaria,Electricity,Gross production,2011,,507970000000.0
23200,Bulgaria,Electricity,Gross production,2010,,466530000000.0
23201,Bulgaria,Electricity,Gross production,2009,,429640000000.0
23202,Bulgaria,Electricity,Gross production,2008,,450370000000.0
23203,Bulgaria,Electricity,Gross production,2007,,432970000000.0
23204,Bulgaria,Electricity,Gross production,2006,,458430000000.0
23205,Bulgaria,Electricity,Gross production,2005,,443650000000.0
23206,Bulgaria,Electricity,Gross production,2004,,416210000000.0
23207,Bulgaria,Electricity,Gross production,2003,,426000000000.0
23208,Bulgaria,Electricity,Gross production,2002,,426790000000.0
23209,Bulgaria,Electricity,Gross production,2001,,439690000000.0
23210,Bulgaria,Electricity,Gross production,2000,,409250000000.0
23211,Bulgaria,Electricity,Gross production,1999,,382500000000.0
23212,Bulgaria,Electricity,Gross production,1998,,417110000000.0
23213,Bulgaria,Electricity,Gross production,1997,,428030000000.0
23214,Bulgaria,Electricity,Gross production,1996,1.0,427160000000.0
23215,Bulgaria,Electricity,Gross production,1995,,417890000000.0
23216,Bulgaria,Electricity,Gross production,1994,,381330000000.0
23217,Bulgaria,Electricity,Gross production,1993,,379970000000.0
23218,Bulgaria,Electricity,Gross production,1992,,356100000000.0
23219,Bulgaria,Electricity,Gross production,1991,,408620000000.0
23220,Bulgaria,Electricity,Gross production,1990,,421410000000.0
23221,Bulgaria,From combustible fuels,Main activity,2019,,208829810000.0
23222,Bulgaria,From combustible fuels,Main activity,2018,,219209720000.00003
23223,Bulgaria,From combustible fuels,Main activity,2017,,229797030000.0
23224,Bulgaria,From combustible fuels,Main activity,2016,,216310000000.0
23225,Bulgaria,From combustible fuels,Main activity,2015,,244750000000.0
23226,Bulgaria,From combustible fuels,Main activity,2014,,236190000000.0
23227,Bulgaria,From combustible fuels,Main activity,2013,,218150000000.0
23228,Bulgaria,From combustible fuels,Main activity,2012,,252630000000.0
23229,Bulgaria,From combustible fuels,Main activity,2011,,296830000000.0
23230,Bulgaria,From combustible fuels,Main activity,2010,,247730000000.0
23231,Bulgaria,From combustible fuels,Main activity,2009,,232110000000.0
23232,Bulgaria,From combustible fuels,Main activity,2008,,250020000000.0
23233,Bulgaria,From combustible fuels,Main activity,2007,,235390000000.0
23234,Bulgaria,From combustible fuels,Main activity,2006,,199830000000.0
23235,Bulgaria,From combustible fuels,Main activity,2005,,193240000000.0
23236,Bulgaria,From combustible fuels,Main activity,2004,,197160000000.0
23237,Bulgaria,From combustible fuels,Main activity,2003,,199110000000.0
23238,Bulgaria,From combustible fuels,Main activity,2002,,181220000000.0
23239,Bulgaria,From combustible fuels,Main activity,2001,,205300000000.0
23240,Bulgaria,From combustible fuels,Main activity,2000,,179490000000.0
23241,Bulgaria,From combustible fuels,Main activity,1999,,173200000000.0
23242,Bulgaria,From combustible fuels,Main activity,1998,1.0,192580000000.0
23243,Bulgaria,From combustible fuels,Main activity,1997,,198530000000.0
23244,Bulgaria,From combustible fuels,Main activity,1996,1.0,188950000000.0
23245,Bulgaria,From combustible fuels,Main activity,1995,,193900000000.0
23246,Bulgaria,From combustible fuels,Main activity,1994,,184330000000.0
23247,Bulgaria,From combustible fuels,Main activity,1993,,189600000000.0
23248,Bulgaria,From combustible fuels,Main activity,1992,,193410000000.0
23249,Bulgaria,From combustible fuels,Main activity,1991,,222420000000.0
23250,Bulgaria,From combustible fuels,Main activity,1990,,218270000000.0
23251,Bulgaria,From combustible fuels,From combustible fuels,2019,,45924720000.0
23252,Bulgaria,From combustible fuels,From combustible fuels,2018,,32062760000.0
23253,Bulgaria,From combustible fuels,From combustible fuels,2017,,32178460000.0
23254,Bulgaria,From combustible fuels,From combustible fuels,2016,,35040000000.0
23255,Bulgaria,From combustible fuels,From combustible fuels,2015,,35940000000.0
23256,Bulgaria,From combustible fuels,From combustible fuels,2014,,48770000000.0
23257,Bulgaria,From combustible fuels,From combustible fuels,2013,,49200000000.0
23258,Bulgaria,From combustible fuels,From combustible fuels,2012,,47290000000.0
23259,Bulgaria,From combustible fuels,From combustible fuels,2011,,45480000000.0
23260,Bulgaria,From combustible fuels,From combustible fuels,2010,,48530000000.0
23261,Bulgaria,From combustible fuels,From combustible fuels,2009,,54040000000.0
23262,Bulgaria,From combustible fuels,From combustible fuels,2008,,51990000000.0
23263,Bulgaria,From combustible fuels,From combustible fuels,2007,,45630000000.0
23264,Bulgaria,From combustible fuels,From combustible fuels,2006,,41570000000.0
23265,Bulgaria,From combustible fuels,From combustible fuels,2005,,43530000000.0
23266,Bulgaria,From combustible fuels,From combustible fuels,2019,,162905090000.0
23267,Bulgaria,From combustible fuels,From combustible fuels,2018,,187146960000.0
23268,Bulgaria,From combustible fuels,From combustible fuels,2017,,197618570000.0
23269,Bulgaria,From combustible fuels,From combustible fuels,2016,,181270000000.0
23270,Bulgaria,From combustible fuels,From combustible fuels,2015,,208810000000.0
23271,Bulgaria,From combustible fuels,From combustible fuels,2014,,187420000000.0
23272,Bulgaria,From combustible fuels,From combustible fuels,2013,,168950000000.0
23273,Bulgaria,From combustible fuels,From combustible fuels,2012,,205340000000.0
23274,Bulgaria,From combustible fuels,From combustible fuels,2011,,251350000000.0
23275,Bulgaria,From combustible fuels,From combustible fuels,2010,,199200000000.0
23276,Bulgaria,From combustible fuels,From combustible fuels,2009,,178070000000.0
23277,Bulgaria,From combustible fuels,From combustible fuels,2008,,198030000000.0
23278,Bulgaria,From combustible fuels,From combustible fuels,2007,,189760000000.0
23279,Bulgaria,From combustible fuels,From combustible fuels,2006,,158260000000.0
23280,Bulgaria,From combustible fuels,From combustible fuels,2005,,149710000000.0
23281,Bulgaria,Hydro,Main activity,2019,,33827450000.0
23282,Bulgaria,Hydro,Main activity,2018,,54227320000.0
23283,Bulgaria,Hydro,Main activity,2017,,34929450000.0
23284,Bulgaria,Hydro,Main activity,2016,,45680000000.0
23285,Bulgaria,Hydro,Main activity,2015,,61470000000.0
23286,Bulgaria,Hydro,Main activity,2014,,51630000000.0
23287,Bulgaria,Hydro,Main activity,2013,,47950000000.0
23288,Bulgaria,Hydro,Main activity,2012,,39760000000.0
23289,Bulgaria,Hydro,Main activity,2011,,36910000000.0
23290,Bulgaria,Hydro,Main activity,2010,,56930000000.0
23291,Bulgaria,Hydro,Main activity,2009,,40530000000.0
23292,Bulgaria,Hydro,Main activity,2008,,32770000000.0
23293,Bulgaria,Hydro,Main activity,2007,,32340000000.0
23294,Bulgaria,Hydro,Main activity,2006,,45790000000.0
23295,Bulgaria,Hydro,Main activity,2005,,47300000000.0
23296,Bulgaria,Hydro,Main activity,2004,,33630000000.0
23297,Bulgaria,Hydro,Main activity,2003,,33010000000.0
23298,Bulgaria,Hydro,Main activity,2002,,27040000000.0
23299,Bulgaria,Hydro,Main activity,2001,,21710000000.0
23300,Bulgaria,Hydro,Main activity,2000,,29510000000.0
23301,Bulgaria,Hydro,Main activity,1999,,29820000000.0
23302,Bulgaria,Hydro,Main activity,1998,,33250000000.0
23303,Bulgaria,Hydro,Main activity,1997,,29360000000.0
23304,Bulgaria,Hydro,Main activity,1996,,29190000000.0
23305,Bulgaria,Hydro,Main activity,1995,,23140000000.0
23306,Bulgaria,Hydro,Main activity,1994,,14680000000.0
23307,Bulgaria,Hydro,Main activity,1993,,19420000000.0
23308,Bulgaria,Hydro,Main activity,1992,,20630000000.0
23309,Bulgaria,Hydro,Main activity,1991,,24410000000.0
23310,Bulgaria,Hydro,Main activity,1990,,18780000000.0
23311,Bulgaria,Nuclear,Main activity,2019,,165552880000.0
23312,Bulgaria,Nuclear,Main activity,2018,,161252810000.0
23313,Bulgaria,Nuclear,Main activity,2017,,155454990000.0
23314,Bulgaria,Nuclear,Main activity,2016,,157760000000.0
23315,Bulgaria,Nuclear,Main activity,2015,,153830000000.0
23316,Bulgaria,Nuclear,Main activity,2014,,158670000000.0
23317,Bulgaria,Nuclear,Main activity,2013,,141710000000.0
23318,Bulgaria,Nuclear,Main activity,2012,,157850000000.0
23319,Bulgaria,Nuclear,Main activity,2011,,163140000000.0
23320,Bulgaria,Nuclear,Main activity,2010,,152490000000.0
23321,Bulgaria,Nuclear,Main activity,2009,,152560000000.0
23322,Bulgaria,Nuclear,Main activity,2008,,157650000000.0
23323,Bulgaria,Nuclear,Main activity,2007,,146430000000.0
23324,Bulgaria,Nuclear,Main activity,2006,,194930000000.0
23325,Bulgaria,Nuclear,Main activity,2005,,186530000000.0
23326,Bulgaria,Nuclear,Main activity,2004,,168150000000.0
23327,Bulgaria,Nuclear,Main activity,2003,,172800000000.0
23328,Bulgaria,Nuclear,Main activity,2002,,202220000000.0
23329,Bulgaria,Nuclear,Main activity,2001,,195530000000.0
23330,Bulgaria,Nuclear,Main activity,2000,,181780000000.0
23331,Bulgaria,Nuclear,Main activity,1999,,158140000000.0
23332,Bulgaria,Nuclear,Main activity,1998,,168990000000.0
23333,Bulgaria,Nuclear,Main activity,1997,,177510000000.0
23334,Bulgaria,Nuclear,Main activity,1996,,180820000000.0
23335,Bulgaria,Nuclear,Main activity,1995,,172610000000.0
23336,Bulgaria,Nuclear,Main activity,1994,,153350000000.0
23337,Bulgaria,Nuclear,Main activity,1993,,139730000000.0
23338,Bulgaria,Nuclear,Main activity,1992,,115520000000.0
23339,Bulgaria,Nuclear,Main activity,1991,,131840000000.0
23340,Bulgaria,Nuclear,Main activity,1990,,146650000000.0
23341,Bulgaria,Nuclear,Nuclear,2019,,165552880000.0
23342,Bulgaria,Nuclear,Nuclear,2018,,161252810000.0
23343,Bulgaria,Nuclear,Nuclear,2017,,155454990000.0
23344,Bulgaria,Nuclear,Nuclear,2016,,157760000000.0
23345,Bulgaria,Nuclear,Nuclear,2015,,153830000000.0
23346,Bulgaria,Nuclear,Nuclear,2014,,158670000000.0
23347,Bulgaria,Nuclear,Nuclear,2013,,141710000000.0
23348,Bulgaria,Nuclear,Nuclear,2012,,157850000000.0
23349,Bulgaria,Nuclear,Nuclear,2011,,163140000000.0
23350,Bulgaria,Nuclear,Nuclear,2010,,152490000000.0
23351,Bulgaria,Nuclear,Nuclear,2009,,152560000000.0
23352,Bulgaria,Nuclear,Nuclear,2008,,157650000000.0
23353,Bulgaria,Nuclear,Nuclear,2007,,146430000000.0
23354,Bulgaria,Nuclear,Nuclear,2006,,194930000000.0
23355,Bulgaria,Nuclear,Nuclear,2005,,186530000000.0
23356,Bulgaria,Of which: Pumped hydro,Main activity,2019,,4532460000.0
23357,Bulgaria,Of which: Pumped hydro,Main activity,2018,,2761540000.0
23358,Bulgaria,Of which: Pumped hydro,Main activity,2017,,6648420000.0
23359,Bulgaria,Of which: Pumped hydro,Main activity,2016,,6880000000.0
23360,Bulgaria,Of which: Pumped hydro,Main activity,2015,,4920000000.0
23361,Bulgaria,Of which: Pumped hydro,Main activity,2014,,5610000000.0
23362,Bulgaria,Of which: Pumped hydro,Main activity,2013,,7590000000.0
23363,Bulgaria,Of which: Pumped hydro,Main activity,2012,,7980000000.0
23364,Bulgaria,Of which: Pumped hydro,Main activity,2011,,8190000000.0
23365,Bulgaria,Of which: Pumped hydro,Main activity,2010,,6610000000.0
23366,Bulgaria,Of which: Pumped hydro,Main activity,2009,,6210000000.0
23367,Bulgaria,Of which: Pumped hydro,Main activity,2008,,4840000000.0
23368,Bulgaria,Of which: Pumped hydro,Main activity,2007,,4040000000.0
23369,Bulgaria,Of which: Pumped hydro,Main activity,2006,,3410000000.0
23370,Bulgaria,Of which: Pumped hydro,Main activity,2005,,4320000000.0
23371,Bulgaria,Solar,Main activity,2019,,14424680000.0
23372,Bulgaria,Solar,Main activity,2018,,13427750000.0
23373,Bulgaria,Solar,Main activity,2017,,14029650000.0
23374,Bulgaria,Solar,Main activity,2016,,13860000000.0
23375,Bulgaria,Solar,Main activity,2015,,13830000000.0
23376,Bulgaria,Solar,Main activity,2014,,12520000000.0
23377,Bulgaria,Solar,Main activity,2013,,13610000000.0
23378,Bulgaria,Solar,Main activity,2012,,8140000000.0
23379,Bulgaria,Solar,Main activity,2011,,1010000000.0
23380,Bulgaria,Solar,Main activity,2010,,150000000.0
23381,Bulgaria,Solar,Main activity,2009,,30000000.0
23382,Bulgaria,Solar photovoltaic,Main activity,2019,,14424680000.0
23383,Bulgaria,Solar photovoltaic,Main activity,2018,,13427750000.0
23384,Bulgaria,Solar photovoltaic,Main activity,2017,,14029650000.0
23385,Bulgaria,Solar photovoltaic,Main activity,2016,,13860000000.0
23386,Bulgaria,Solar photovoltaic,Main activity,2015,,13830000000.0
23387,Bulgaria,Solar photovoltaic,Main activity,2014,,12520000000.0
23388,Bulgaria,Solar photovoltaic,Main activity,2013,,13610000000.0
23389,Bulgaria,Solar photovoltaic,Main activity,2012,,8140000000.0
23390,Bulgaria,Solar photovoltaic,Main activity,2011,,1010000000.0
23391,Bulgaria,Solar photovoltaic,Main activity,2010,,150000000.0
23392,Bulgaria,Solar photovoltaic,Main activity,2009,,30000000.0
23393,Bulgaria,Wind,Main activity,2019,,13169880000.0
23394,Bulgaria,Wind,Main activity,2018,,13181230000.0
23395,Bulgaria,Wind,Main activity,2017,,15040640000.0
23396,Bulgaria,Wind,Main activity,2016,,14250000000.0
23397,Bulgaria,Wind,Main activity,2015,,14520000000.0
23398,Bulgaria,Wind,Main activity,2014,,13310000000.0
23399,Bulgaria,Wind,Main activity,2013,,13740000000.0
23400,Bulgaria,Wind,Main activity,2012,,12210000000.0
23401,Bulgaria,Wind,Main activity,2011,,8610000000.0
23402,Bulgaria,Wind,Main activity,2010,,6810000000.0
23403,Bulgaria,Wind,Main activity,2009,,2370000000.0
23404,Bulgaria,Wind,Main activity,2008,,1220000000.0
23405,Bulgaria,Wind,Main activity,2007,,470000000.0
23406,Bulgaria,Wind,Main activity,2006,,200000000.0
23407,Bulgaria,Wind,Main activity,2005,,50000000.0
23408,Bulgaria,Wind,Main activity,2004,,10000000.0
23409,Bulgaria,From combustible fuels,Autoproducer,2019,,6903060000.0
23410,Bulgaria,From combustible fuels,Autoproducer,2018,,6855170000.000001
23411,Bulgaria,From combustible fuels,Autoproducer,2017,,6536070000.0
23412,Bulgaria,From combustible fuels,Autoproducer,2016,,4570000000.0
23413,Bulgaria,From combustible fuels,Autoproducer,2015,,3650000000.0
23414,Bulgaria,From combustible fuels,Autoproducer,2014,,2390000000.0
23415,Bulgaria,From combustible fuels,Autoproducer,2013,,2520000000.0
23416,Bulgaria,From combustible fuels,Autoproducer,2012,,2550000000.0
23417,Bulgaria,From combustible fuels,Autoproducer,2011,,1240000000.0
23418,Bulgaria,From combustible fuels,Autoproducer,2010,,2280000000.0
23419,Bulgaria,From combustible fuels,Autoproducer,2009,,1890000000.0
23420,Bulgaria,From combustible fuels,Autoproducer,2008,,8710000000.0
23421,Bulgaria,From combustible fuels,Autoproducer,2007,,18340000000.0
23422,Bulgaria,From combustible fuels,Autoproducer,2006,,17680000000.0
23423,Bulgaria,From combustible fuels,Autoproducer,2005,,16530000000.0
23424,Bulgaria,From combustible fuels,Autoproducer,2004,,17260000000.0
23425,Bulgaria,From combustible fuels,Autoproducer,2003,,21080000000.0
23426,Bulgaria,From combustible fuels,Autoproducer,2002,,16310000000.0
23427,Bulgaria,From combustible fuels,Autoproducer,2001,,17140000000.0
23428,Bulgaria,From combustible fuels,Autoproducer,2000,,18460000000.0
23429,Bulgaria,From combustible fuels,Autoproducer,1999,,21320000000.0
23430,Bulgaria,From combustible fuels,Autoproducer,1998,,22260000000.0
23431,Bulgaria,From combustible fuels,Autoproducer,1997,,22630000000.0
23432,Bulgaria,From combustible fuels,Autoproducer,1996,1.0,28200000000.0
23433,Bulgaria,From combustible fuels,Autoproducer,1995,,28240000000.0
23434,Bulgaria,From combustible fuels,Autoproducer,1994,,28970000000.0
23435,Bulgaria,From combustible fuels,Autoproducer,1993,,31220000000.0
23436,Bulgaria,From combustible fuels,Autoproducer,1992,,26540000000.0
23437,Bulgaria,From combustible fuels,Autoproducer,1991,,29950000000.0
23438,Bulgaria,From combustible fuels,Autoproducer,1990,,37710000000.0
23439,Bulgaria,From combustible fuels,From combustible fuels,2019,,5685870000.0
23440,Bulgaria,From combustible fuels,From combustible fuels,2018,,5801520000.0
23441,Bulgaria,From combustible fuels,From combustible fuels,2017,,5302610000.0
23442,Bulgaria,From combustible fuels,From combustible fuels,2016,,3990000000.0
23443,Bulgaria,From combustible fuels,From combustible fuels,2015,,3600000000.0
23444,Bulgaria,From combustible fuels,From combustible fuels,2014,,2330000000.0
23445,Bulgaria,From combustible fuels,From combustible fuels,2013,,2510000000.0
23446,Bulgaria,From combustible fuels,From combustible fuels,2012,,2550000000.0
23447,Bulgaria,From combustible fuels,From combustible fuels,2011,,1240000000.0
23448,Bulgaria,From combustible fuels,From combustible fuels,2010,,2280000000.0
23449,Bulgaria,From combustible fuels,From combustible fuels,2009,,1890000000.0
23450,Bulgaria,From combustible fuels,From combustible fuels,2008,,8470000000.0
23451,Bulgaria,From combustible fuels,From combustible fuels,2007,,17900000000.0
23452,Bulgaria,From combustible fuels,From combustible fuels,2006,,15800000000.0
23453,Bulgaria,From combustible fuels,From combustible fuels,2005,,14810000000.0
23454,Bulgaria,From combustible fuels,From combustible fuels,2019,,1217190000.0
23455,Bulgaria,From combustible fuels,From combustible fuels,2018,,1053650000.0
23456,Bulgaria,From combustible fuels,From combustible fuels,2017,,1233460000.0
23457,Bulgaria,From combustible fuels,From combustible fuels,2016,,580000000.0
23458,Bulgaria,From combustible fuels,From combustible fuels,2015,,50000000.0
23459,Bulgaria,From combustible fuels,From combustible fuels,2014,,60000000.0
23460,Bulgaria,From combustible fuels,From combustible fuels,2013,,10000000.0
23461,Bulgaria,From combustible fuels,From combustible fuels,2012,,0.0
23462,Bulgaria,From combustible fuels,From combustible fuels,2011,,0.0
23463,Bulgaria,From combustible fuels,From combustible fuels,2010,,0.0
23464,Bulgaria,From combustible fuels,From combustible fuels,2009,,0.0
23465,Bulgaria,From combustible fuels,From combustible fuels,2008,,240000000.0
23466,Bulgaria,From combustible fuels,From combustible fuels,2007,,440000000.0
23467,Bulgaria,From combustible fuels,From combustible fuels,2006,,1880000000.0
23468,Bulgaria,From combustible fuels,From combustible fuels,2005,,1720000000.0
23469,Bulgaria,From chemical heat,Autoproducer,2019,,309970000.0
23470,Bulgaria,From chemical heat,Autoproducer,2018,,222700000.0
23471,Bulgaria,From chemical heat,Autoproducer,2017,,340030000.0
23472,Bulgaria,From chemical heat,Autoproducer,2016,,340000000.0
23473,Bulgaria,From chemical heat,Autoproducer,2015,,230000000.0
23474,Bulgaria,From chemical heat,Autoproducer,2014,,140000000.0
23475,Bulgaria,From chemical heat,Autoproducer,2013,,160000000.0
23476,Bulgaria,From chemical heat,Autoproducer,2012,,150000000.0
23477,Bulgaria,From chemical heat,Autoproducer,2011,,230000000.0
23478,Bulgaria,From chemical heat,Autoproducer,2010,,140000000.0
23479,Bulgaria,From chemical heat,Autoproducer,2009,,150000000.0
23480,Bulgaria,From chemical heat,From chemical heat,2014,,0.0
23481,Bulgaria,From chemical heat,From chemical heat,2013,,160000000.0
23482,Bulgaria,From chemical heat,From chemical heat,2012,,150000000.0
23483,Bulgaria,From chemical heat,From chemical heat,2011,,230000000.0
23484,Bulgaria,From chemical heat,From chemical heat,2010,,140000000.0
23485,Bulgaria,From chemical heat,From chemical heat,2009,,150000000.0
23486,Bulgaria,From chemical heat,From chemical heat,2019,,309970000.0
23487,Bulgaria,From chemical heat,From chemical heat,2018,,222700000.0
23488,Bulgaria,From chemical heat,From chemical heat,2017,,340030000.0
23489,Bulgaria,From chemical heat,From chemical heat,2016,,340000000.0
23490,Bulgaria,From chemical heat,From chemical heat,2015,,230000000.0
23491,Bulgaria,From chemical heat,From chemical heat,2014,,140000000.0
23492,Bulgaria,Hydro,Autoproducer,2001,,10000000.0
23493,Bulgaria,Hydro,Autoproducer,2000,,10000000.0
23494,Bulgaria,Hydro,Autoproducer,1999,,20000000.0
23495,Bulgaria,Hydro,Autoproducer,1998,,30000000.0
23496,Bulgaria,Electricity,net production,2019,,403461350000.0
23497,Bulgaria,Electricity,net production,2018,,427144150000.0
23498,Bulgaria,Electricity,net production,2017,,413513030000.0
23499,Bulgaria,Electricity,net production,2016,,412210000000.0
23500,Bulgaria,Electricity,net production,2015,,447270000000.0
23501,Bulgaria,Electricity,net production,2014,,432310000000.0
23502,Bulgaria,Electricity,net production,2013,,398180000000.0
23503,Bulgaria,Electricity,net production,2012,,428590000000.0
23504,Bulgaria,Electricity,net production,2011,,458440000000.0
23505,Bulgaria,Electricity,net production,2010,,422180000000.0
23506,Bulgaria,Electricity,net production,2009,,387430000000.0
23507,Bulgaria,Electricity,net production,2008,,406950000000.0
23508,Bulgaria,Electricity,net production,2007,,390670000000.0
23509,Bulgaria,Electricity,net production,2006,,416010000000.0
23510,Bulgaria,Electricity,net production,2005,,402810000000.0
23511,Bulgaria,Electricity,net production,2004,,375440000000.0
23512,Bulgaria,Electricity,net production,2003,,384740000000.0
23513,Bulgaria,Electricity,net production,2002,,385980000000.0
23514,Bulgaria,Electricity,net production,2001,,396180000000.0
23515,Bulgaria,Electricity,net production,2000,,368850000000.0
23516,Bulgaria,Electricity,net production,1999,,343240000000.0
23517,Bulgaria,Electricity,net production,1998,,373240000000.0
