,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
19605,Bosnia and Herzegovina,Electricity,Gross production,2019,,174930000000.0
19606,Bosnia and Herzegovina,Electricity,Gross production,2018,,191600000000.0
19607,Bosnia and Herzegovina,Electricity,Gross production,2017,,164390000000.0
19608,Bosnia and Herzegovina,Electricity,Gross production,2016,,177670000000.0
19609,Bosnia and Herzegovina,Electricity,Gross production,2015,,156290000000.0
19610,Bosnia and Herzegovina,Electricity,Gross production,2014,,161600000000.0
19611,Bosnia and Herzegovina,Electricity,Gross production,2013,,174510000000.0
19612,Bosnia and Herzegovina,Electricity,Gross production,2012,,140820000000.0
19613,Bosnia and Herzegovina,Electricity,Gross production,2011,,152800000000.0
19614,Bosnia and Herzegovina,Electricity,Gross production,2010,,171240000000.0
19615,Bosnia and Herzegovina,Electricity,Gross production,2009,,156680000000.0
19616,Bosnia and Herzegovina,Electricity,Gross production,2008,,148230000000.0
19617,Bosnia and Herzegovina,Electricity,Gross production,2007,,117840000000.0
19618,Bosnia and Herzegovina,Electricity,Gross production,2006,,133090000000.0
19619,Bosnia and Herzegovina,Electricity,Gross production,2005,,126020000000.0
19620,Bosnia and Herzegovina,Electricity,Gross production,2004,,127280000000.0
19621,Bosnia and Herzegovina,Electricity,Gross production,2003,,112660000000.0
19622,Bosnia and Herzegovina,Electricity,Gross production,2002,,107850000000.0
19623,Bosnia and Herzegovina,Electricity,Gross production,2001,,106380000000.0
19624,Bosnia and Herzegovina,Electricity,Gross production,2000,,104290000000.0
19625,Bosnia and Herzegovina,Electricity,Gross production,1999,,101540000000.0
19626,Bosnia and Herzegovina,Electricity,Gross production,1998,,90770000000.0
19627,Bosnia and Herzegovina,Electricity,Gross production,1997,,87650000000.0
19628,Bosnia and Herzegovina,Electricity,Gross production,1996,,73400000000.0
19629,Bosnia and Herzegovina,Electricity,Gross production,1995,,44010000000.0
19630,Bosnia and Herzegovina,Electricity,Gross production,1994,,42440000000.0
19631,Bosnia and Herzegovina,Electricity,Gross production,1993,,33270000000.0
19632,Bosnia and Herzegovina,Electricity,Gross production,1992,,65250000000.0
19633,Bosnia and Herzegovina,From combustible fuels,Main activity,2019,,106250000000.0
19634,Bosnia and Herzegovina,From combustible fuels,Main activity,2018,,120790000000.0
19635,Bosnia and Herzegovina,From combustible fuels,Main activity,2017,,119900000000.0
19636,Bosnia and Herzegovina,From combustible fuels,Main activity,2016,,117080000000.0
19637,Bosnia and Herzegovina,From combustible fuels,Main activity,2015,,96530000000.0
19638,Bosnia and Herzegovina,From combustible fuels,Main activity,2014,,98680000000.0
19639,Bosnia and Herzegovina,From combustible fuels,Main activity,2013,,98460000000.0
19640,Bosnia and Herzegovina,From combustible fuels,Main activity,2012,,95240000000.0
19641,Bosnia and Herzegovina,From combustible fuels,Main activity,2011,,105680000000.0
19642,Bosnia and Herzegovina,From combustible fuels,Main activity,2010,,86960000000.0
19643,Bosnia and Herzegovina,From combustible fuels,Main activity,2009,,91090000000.0
19644,Bosnia and Herzegovina,From combustible fuels,Main activity,2008,,97530000000.0
19645,Bosnia and Herzegovina,From combustible fuels,Main activity,2007,,76270000000.0
19646,Bosnia and Herzegovina,From combustible fuels,Main activity,2006,,72930000000.0
19647,Bosnia and Herzegovina,From combustible fuels,Main activity,2005,,64630000000.0
19648,Bosnia and Herzegovina,From combustible fuels,Main activity,2004,,66170000000.0
19649,Bosnia and Herzegovina,From combustible fuels,Main activity,2003,,66280000000.0
19650,Bosnia and Herzegovina,From combustible fuels,Main activity,2002,,53810000000.0
19651,Bosnia and Herzegovina,From combustible fuels,Main activity,2001,,53650000000.0
19652,Bosnia and Herzegovina,From combustible fuels,Main activity,2000,,52870000000.0
19653,Bosnia and Herzegovina,From combustible fuels,Main activity,1999,,45800000000.0
19654,Bosnia and Herzegovina,From combustible fuels,Main activity,1998,,44780000000.0
19655,Bosnia and Herzegovina,From combustible fuels,Main activity,1997,,40740000000.0
19656,Bosnia and Herzegovina,From combustible fuels,Main activity,1996,,21480000000.0
19657,Bosnia and Herzegovina,From combustible fuels,Main activity,1995,,7220000000.0
19658,Bosnia and Herzegovina,From combustible fuels,Main activity,1994,,7490000000.0
19659,Bosnia and Herzegovina,From combustible fuels,Main activity,1993,,9600000000.0
19660,Bosnia and Herzegovina,From combustible fuels,Main activity,1992,,31170000000.0
19661,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2019,,2100000000.0
19662,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2018,,2180000000.0
19663,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2017,,2290000000.0
19664,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2016,,2120000000.0
19665,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2015,,2200000000.0
19666,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2014,,1880000000.0
19667,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2013,1.0,2150000000.0
19668,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2012,1.0,2080000000.0
19669,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2011,,2160000000.0
19670,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2010,,1950000000.0
19671,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2009,,1770000000.0
19672,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2008,,1530000000.0
19673,Bosnia and Herzegovina,From combustible fuels,From combustible fuels,2019,,104150000000.0
