,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
19477,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2019,1.0,1449000000.0
19478,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2018,1.0,1365000000.0
19479,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2017,,1367000000.0
19480,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2016,,1320000000.0
19481,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2015,,1267000000.0
19482,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2014,1.0,1200000000.0
19483,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2013,1.0,1163000000.0
19484,"Bonaire, St Eustatius, Saba",Electricity,Gross production,2012,1.0,1137000000.0
19485,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2019,1.0,1037000000.0
19486,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2018,1.0,914000000.0
19487,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2017,,1013000000.0
19488,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2016,,945000000.0
19489,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2015,,866000000.0
19490,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2014,1.0,788000000.0
19491,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2013,1.0,796000000.0
19492,"Bonaire, St Eustatius, Saba",From combustible fuels,Main activity,2012,1.0,812000000.0
19493,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2019,1.0,1037000000.0
19494,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2018,1.0,914000000.0
19495,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2017,,1013000000.0
19496,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2016,,945000000.0
19497,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2015,,866000000.0
19498,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2014,1.0,788000000.0
19499,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2013,1.0,796000000.0
19500,"Bonaire, St Eustatius, Saba",From combustible fuels,From combustible fuels,2012,1.0,812000000.0
19501,"Bonaire, St Eustatius, Saba",Solar,Main activity,2019,,87000000.0
19502,"Bonaire, St Eustatius, Saba",Solar,Main activity,2018,,80000000.0
19503,"Bonaire, St Eustatius, Saba",Solar,Main activity,2017,,39000000.0
19504,"Bonaire, St Eustatius, Saba",Solar,Main activity,2016,,24000000.0
19505,"Bonaire, St Eustatius, Saba",Solar photovoltaic,Main activity,2019,,87000000.0
19506,"Bonaire, St Eustatius, Saba",Solar photovoltaic,Main activity,2018,,80000000.0
19507,"Bonaire, St Eustatius, Saba",Solar photovoltaic,Main activity,2017,,39000000.0
19508,"Bonaire, St Eustatius, Saba",Solar photovoltaic,Main activity,2016,,24000000.0
19509,"Bonaire, St Eustatius, Saba",Wind,Main activity,2019,1.0,325000000.0
19510,"Bonaire, St Eustatius, Saba",Wind,Main activity,2018,1.0,371000000.0
19511,"Bonaire, St Eustatius, Saba",Wind,Main activity,2017,,315000000.0
19512,"Bonaire, St Eustatius, Saba",Wind,Main activity,2016,,351000000.0
19513,"Bonaire, St Eustatius, Saba",Wind,Main activity,2015,,401000000.0
19514,"Bonaire, St Eustatius, Saba",Wind,Main activity,2014,1.0,412000000.0
19515,"Bonaire, St Eustatius, Saba",Wind,Main activity,2013,1.0,367000000.0
19516,"Bonaire, St Eustatius, Saba",Wind,Main activity,2012,1.0,325000000.0
19517,"Bonaire, St Eustatius, Saba",Electricity,net production,2019,1.0,1320000000.0
19518,"Bonaire, St Eustatius, Saba",Electricity,net production,2018,1.0,1250000000.0
19519,"Bonaire, St Eustatius, Saba",Electricity,net production,2017,1.0,1246000000.0
