,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
20469,Botswana,Electricity,Gross production,2020,,22757590000.0
20470,Botswana,Electricity,Gross production,2019,,25080960000.0
20471,Botswana,Electricity,Gross production,2018,,31048410000.0
20472,Botswana,Electricity,Gross production,2017,,30220000000.0
20473,Botswana,Electricity,Gross production,2016,,26880000000.0
20474,Botswana,Electricity,Gross production,2015,1.0,29670000000.0
20475,Botswana,Electricity,Gross production,2014,,23153000000.0
20476,Botswana,Electricity,Gross production,2013,,9253000000.0
20477,Botswana,Electricity,Gross production,2012,,3513000000.0
20478,Botswana,Electricity,Gross production,2011,,4780000000.0
20479,Botswana,Electricity,Gross production,2010,,5321000000.0
20480,Botswana,Electricity,Gross production,2009,,6207000000.0
20481,Botswana,Electricity,Gross production,2008,,6970000000.0
20482,Botswana,Electricity,Gross production,2007,,8280000000.0
20483,Botswana,Electricity,Gross production,2006,,9830000000.0
20484,Botswana,Electricity,Gross production,2005,,10520000000.0
20485,Botswana,Electricity,Gross production,2004,,9740000000.0
20486,Botswana,Electricity,Gross production,2003,,10420000000.0
20487,Botswana,Electricity,Gross production,2002,,11460000000.0
20488,Botswana,Electricity,Gross production,2001,,11290000000.0
20489,Botswana,Electricity,Gross production,2000,,11400000000.0
20490,Botswana,Electricity,Gross production,1999,,11290000000.0
20491,Botswana,Electricity,Gross production,1998,,11280000000.0
20492,Botswana,Electricity,Gross production,1997,,7670000000.0
20493,Botswana,Electricity,Gross production,1996,,7570000000.0
20494,Botswana,Electricity,Gross production,1995,,10410000000.0
20495,Botswana,Electricity,Gross production,1994,,10880000000.0
20496,Botswana,Electricity,Gross production,1993,,11240000000.0
20497,Botswana,Electricity,Gross production,1992,,11240000000.0
20498,Botswana,Electricity,Gross production,1991,,9350000000.0
20499,Botswana,Electricity,Gross production,1990,,9060000000.0
20500,Botswana,From combustible fuels,Main activity,2020,,22757590000.0
20501,Botswana,From combustible fuels,Main activity,2019,,25035630000.0
20502,Botswana,From combustible fuels,Main activity,2018,,30998410000.0
20503,Botswana,From combustible fuels,Main activity,2017,,30200000000.0
20504,Botswana,From combustible fuels,Main activity,2016,,26860000000.0
20505,Botswana,From combustible fuels,Main activity,2015,1.0,29657000000.0
20506,Botswana,From combustible fuels,Main activity,2014,,23140000000.0
20507,Botswana,From combustible fuels,Main activity,2013,,9240000000.0
20508,Botswana,From combustible fuels,Main activity,2012,,3500000000.0
20509,Botswana,From combustible fuels,Main activity,2011,,4780000000.0
20510,Botswana,From combustible fuels,Main activity,2010,,5321000000.0
20511,Botswana,From combustible fuels,Main activity,2009,,6207000000.0
20512,Botswana,From combustible fuels,Main activity,2008,,6970000000.0
20513,Botswana,From combustible fuels,Main activity,2007,,8280000000.0
20514,Botswana,From combustible fuels,Main activity,2006,,9830000000.0
20515,Botswana,From combustible fuels,Main activity,2005,,9480000000.0
20516,Botswana,From combustible fuels,Main activity,2004,,8740000000.0
20517,Botswana,From combustible fuels,Main activity,2003,,9650000000.0
20518,Botswana,From combustible fuels,Main activity,2002,,10730000000.0
20519,Botswana,From combustible fuels,Main activity,2001,,10590000000.0
20520,Botswana,From combustible fuels,Main activity,2000,,10540000000.0
20521,Botswana,From combustible fuels,Main activity,1999,,10430000000.0
20522,Botswana,From combustible fuels,Main activity,1998,,10420000000.0
20523,Botswana,From combustible fuels,Main activity,1997,,6810000000.0
20524,Botswana,From combustible fuels,Main activity,1996,,6750000000.0
20525,Botswana,From combustible fuels,Main activity,1995,,9440000000.0
20526,Botswana,From combustible fuels,Main activity,1994,,9880000000.0
20527,Botswana,From combustible fuels,Main activity,1993,,10460000000.0
20528,Botswana,From combustible fuels,Main activity,1992,,10520000000.0
20529,Botswana,From combustible fuels,Main activity,1991,,9000000000.0
20530,Botswana,From combustible fuels,Main activity,1990,,9060000000.0
20531,Botswana,From combustible fuels,From combustible fuels,2020,,22757590000.0
20532,Botswana,From combustible fuels,From combustible fuels,2019,,25035630000.0
20533,Botswana,From combustible fuels,From combustible fuels,2018,,30998410000.0
20534,Botswana,From combustible fuels,From combustible fuels,2017,,30200000000.0
20535,Botswana,From combustible fuels,From combustible fuels,2016,,26860000000.0
20536,Botswana,From combustible fuels,From combustible fuels,2015,1.0,29657000000.0
20537,Botswana,From combustible fuels,From combustible fuels,2014,,23140000000.0
20538,Botswana,From combustible fuels,From combustible fuels,2013,,9240000000.0
20539,Botswana,From combustible fuels,From combustible fuels,2012,,3500000000.0
20540,Botswana,From combustible fuels,From combustible fuels,2011,,4780000000.0
20541,Botswana,From combustible fuels,From combustible fuels,2010,,5321000000.0
20542,Botswana,From combustible fuels,From combustible fuels,2009,,6207000000.0
20543,Botswana,From combustible fuels,From combustible fuels,2008,,6970000000.0
20544,Botswana,From combustible fuels,From combustible fuels,2007,,8280000000.0
20545,Botswana,From combustible fuels,From combustible fuels,2006,,9830000000.0
20546,Botswana,From combustible fuels,From combustible fuels,2005,1.0,9480000000.0
20547,Botswana,From combustible fuels,From combustible fuels,2004,1.0,8740000000.0
20548,Botswana,From combustible fuels,From combustible fuels,2003,1.0,9650000000.0
20549,Botswana,From combustible fuels,From combustible fuels,2002,1.0,10730000000.0
20550,Botswana,From combustible fuels,From combustible fuels,2001,1.0,10590000000.0
20551,Botswana,From combustible fuels,From combustible fuels,2000,1.0,10540000000.0
20552,Botswana,From combustible fuels,From combustible fuels,1999,1.0,10430000000.0
20553,Botswana,From combustible fuels,From combustible fuels,1998,1.0,10420000000.0
20554,Botswana,From combustible fuels,From combustible fuels,1997,1.0,6810000000.0
20555,Botswana,From combustible fuels,From combustible fuels,1996,1.0,6750000000.0
20556,Botswana,From combustible fuels,From combustible fuels,1995,1.0,9440000000.0
20557,Botswana,From combustible fuels,From combustible fuels,1994,1.0,9880000000.0
20558,Botswana,From combustible fuels,From combustible fuels,1993,1.0,10460000000.0
20559,Botswana,From combustible fuels,From combustible fuels,1992,1.0,10520000000.0
20560,Botswana,From combustible fuels,From combustible fuels,1991,1.0,9000000000.0
20561,Botswana,From combustible fuels,From combustible fuels,1990,1.0,9060000000.0
20562,Botswana,Solar,Main activity,2019,,45330000.0
20563,Botswana,Solar,Main activity,2018,,50000000.0
20564,Botswana,Solar,Main activity,2017,,20000000.0
