,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
58364,French Polynesia,Electricity,Gross production,2020,,1998230000.0
58365,French Polynesia,Electricity,Gross production,2019,,6925090000.0
58366,French Polynesia,Electricity,Gross production,2018,,6764829999.999999
58367,French Polynesia,Electricity,Gross production,2017,,6808780000.0
58368,French Polynesia,Electricity,Gross production,2016,,6908120000.0
58369,French Polynesia,Electricity,Gross production,2015,,6762550000.0
58370,French Polynesia,Electricity,Gross production,2014,,6751881110.000001
58371,French Polynesia,Electricity,Gross production,2013,,6811197780.0
58372,French Polynesia,Electricity,Gross production,2012,,6867318890.0
58373,French Polynesia,Electricity,Gross production,2011,,6950852220.0
58374,French Polynesia,Electricity,Gross production,2010,,7368215560.0
58375,French Polynesia,Electricity,Gross production,2009,1.0,5884500000.0
58376,French Polynesia,Electricity,Gross production,2008,1.0,5757950000.0
58377,French Polynesia,Electricity,Gross production,2007,1.0,5495970000.0
58378,French Polynesia,Electricity,Gross production,2006,1.0,5256000000.0
58379,French Polynesia,Electricity,Gross production,2005,1.0,5048130000.0
58380,French Polynesia,Electricity,Gross production,2004,1.0,5144030000.0
58381,French Polynesia,Electricity,Gross production,2003,1.0,4815510000.0
58382,French Polynesia,Electricity,Gross production,2002,,4656000000.0
58383,French Polynesia,Electricity,Gross production,2001,,4528000000.0
58384,French Polynesia,Electricity,Gross production,2000,,4350000000.0
58385,French Polynesia,Electricity,Gross production,1999,1.0,3650000000.0
58386,French Polynesia,Electricity,Gross production,1998,,3785760000.0
58387,French Polynesia,Electricity,Gross production,1997,,3440000000.0
58388,French Polynesia,Electricity,Gross production,1996,,3350000000.0
58389,French Polynesia,Electricity,Gross production,1995,,3490000000.0
58390,French Polynesia,Electricity,Gross production,1994,,3350000000.0
58391,French Polynesia,Electricity,Gross production,1993,,3230000000.0
58392,French Polynesia,Electricity,Gross production,1992,,3170000000.0
58393,French Polynesia,Electricity,Gross production,1991,1.0,3020000000.0
58394,French Polynesia,Electricity,Gross production,1990,1.0,2910000000.0
58395,French Polynesia,From combustible fuels,Main activity,2019,,4935170000.0
58396,French Polynesia,From combustible fuels,Main activity,2018,,4754780000.0
58397,French Polynesia,From combustible fuels,Main activity,2017,,4700930000.0
58398,French Polynesia,From combustible fuels,Main activity,2016,,4746740000.0
58399,French Polynesia,From combustible fuels,Main activity,2015,,4783960000.0
58400,French Polynesia,From combustible fuels,Main activity,2014,,4831111110.0
58401,French Polynesia,From combustible fuels,Main activity,2013,,5110277780.0
58402,French Polynesia,From combustible fuels,Main activity,2012,,5126388889.999999
58403,French Polynesia,From combustible fuels,Main activity,2011,,5099722220.0
58404,French Polynesia,From combustible fuels,Main activity,2010,,5205555560.0
58405,French Polynesia,From combustible fuels,Main activity,2009,1.0,3743500000.0
58406,French Polynesia,From combustible fuels,Main activity,2008,1.0,3613700000.0
58407,French Polynesia,From combustible fuels,Main activity,2007,1.0,3268500000.0
58408,French Polynesia,From combustible fuels,Main activity,2006,1.0,3254900000.0
58409,French Polynesia,From combustible fuels,Main activity,2005,1.0,3249000000.0
58410,French Polynesia,From combustible fuels,Main activity,2004,1.0,3342400000.0
58411,French Polynesia,From combustible fuels,Main activity,2003,1.0,3250000000.0
58412,French Polynesia,From combustible fuels,Main activity,2002,,3336000000.0
58413,French Polynesia,From combustible fuels,Main activity,2001,,3168000000.0
58414,French Polynesia,From combustible fuels,Main activity,2000,,2900000000.0
58415,French Polynesia,From combustible fuels,Main activity,1999,1.0,2389410000.0
58416,French Polynesia,From combustible fuels,Main activity,1998,,2010000000.0
58417,French Polynesia,From combustible fuels,Main activity,1997,,2230000000.0
58418,French Polynesia,From combustible fuels,Main activity,1996,,2170000000.0
58419,French Polynesia,From combustible fuels,Main activity,1995,,2230000000.0
58420,French Polynesia,From combustible fuels,Main activity,1994,,2380000000.0
58421,French Polynesia,From combustible fuels,Main activity,1993,,2280000000.0
58422,French Polynesia,From combustible fuels,Main activity,1992,,2260000000.0
58423,French Polynesia,From combustible fuels,Main activity,1991,1.0,2477880000.0
58424,French Polynesia,From combustible fuels,Main activity,1990,1.0,2368660000.0
58425,French Polynesia,From combustible fuels,From combustible fuels,2019,,4935170000.0
58426,French Polynesia,From combustible fuels,From combustible fuels,2018,,4754780000.0
58427,French Polynesia,From combustible fuels,From combustible fuels,2017,,4700930000.0
58428,French Polynesia,From combustible fuels,From combustible fuels,2016,,4746740000.0
58429,French Polynesia,From combustible fuels,From combustible fuels,2015,,4783960000.0
58430,French Polynesia,From combustible fuels,From combustible fuels,2014,,4831111110.0
58431,French Polynesia,From combustible fuels,From combustible fuels,2013,,5110277780.0
58432,French Polynesia,From combustible fuels,From combustible fuels,2012,,5126388889.999999
58433,French Polynesia,From combustible fuels,From combustible fuels,2011,,5099722220.0
58434,French Polynesia,From combustible fuels,From combustible fuels,2010,,5205555560.0
58435,French Polynesia,From combustible fuels,From combustible fuels,2009,1.0,3743500000.0
58436,French Polynesia,From combustible fuels,From combustible fuels,2008,1.0,3613700000.0
58437,French Polynesia,From combustible fuels,From combustible fuels,2007,1.0,3268500000.0
58438,French Polynesia,From combustible fuels,From combustible fuels,2006,1.0,3254900000.0
58439,French Polynesia,From combustible fuels,From combustible fuels,2005,1.0,3249000000.0
58440,French Polynesia,From combustible fuels,From combustible fuels,2004,1.0,3342400000.0
58441,French Polynesia,From combustible fuels,From combustible fuels,2003,1.0,3250000000.0
58442,French Polynesia,From combustible fuels,From combustible fuels,2002,,3336000000.0
58443,French Polynesia,From combustible fuels,From combustible fuels,2001,,3168000000.0
58444,French Polynesia,From combustible fuels,From combustible fuels,2000,,2900000000.0
58445,French Polynesia,From combustible fuels,From combustible fuels,1999,1.0,2389410000.0
58446,French Polynesia,From combustible fuels,From combustible fuels,1998,,2010000000.0
58447,French Polynesia,From combustible fuels,From combustible fuels,1997,,2230000000.0
58448,French Polynesia,From combustible fuels,From combustible fuels,1996,,2170000000.0
58449,French Polynesia,From combustible fuels,From combustible fuels,1995,,2230000000.0
58450,French Polynesia,From combustible fuels,From combustible fuels,1994,,2380000000.0
58451,French Polynesia,From combustible fuels,From combustible fuels,1993,,2280000000.0
58452,French Polynesia,From combustible fuels,From combustible fuels,1992,,2260000000.0
58453,French Polynesia,From combustible fuels,From combustible fuels,1991,1.0,2477880000.0
58454,French Polynesia,From combustible fuels,From combustible fuels,1990,1.0,2368660000.0
58455,French Polynesia,Hydro,Main activity,2020,,1587230000.0000002
58456,French Polynesia,Hydro,Main activity,2019,,1593620000.0
58457,French Polynesia,Hydro,Main activity,2018,,1635449999.9999998
58458,French Polynesia,Hydro,Main activity,2017,,1751570000.0
58459,French Polynesia,Hydro,Main activity,2016,,1832000000.0
58460,French Polynesia,Hydro,Main activity,2015,,1659010000.0
58461,French Polynesia,Hydro,Main activity,2014,,1650000000.0
58462,French Polynesia,Hydro,Main activity,2013,,1520000000.0
58463,French Polynesia,Hydro,Main activity,2012,,1600000000.0
58464,French Polynesia,Hydro,Main activity,2011,,1750000000.0
58465,French Polynesia,Hydro,Main activity,2010,,2110000000.0
58466,French Polynesia,Hydro,Main activity,2009,,2102590000.0
58467,French Polynesia,Hydro,Main activity,2008,,2108030000.0
58468,French Polynesia,Hydro,Main activity,2007,,2227470000.0
58469,French Polynesia,Hydro,Main activity,2006,,2001100000.0
58470,French Polynesia,Hydro,Main activity,2005,,1799130000.0
58471,French Polynesia,Hydro,Main activity,2004,,1801630000.0
58472,French Polynesia,Hydro,Main activity,2003,,1565509999.9999998
58473,French Polynesia,Hydro,Main activity,2002,,1320000000.0
58474,French Polynesia,Hydro,Main activity,2001,,1360000000.0
58475,French Polynesia,Hydro,Main activity,2000,,1450000000.0
58476,French Polynesia,Hydro,Main activity,1999,,1260590000.0
58477,French Polynesia,Hydro,Main activity,1998,,1775760000.0
58478,French Polynesia,Hydro,Main activity,1997,,1210000000.0
58479,French Polynesia,Hydro,Main activity,1996,,1180000000.0
58480,French Polynesia,Hydro,Main activity,1995,,1260000000.0
58481,French Polynesia,Hydro,Main activity,1994,,970000000.0
58482,French Polynesia,Hydro,Main activity,1993,,950000000.0
58483,French Polynesia,Hydro,Main activity,1992,,910000000.0
58484,French Polynesia,Hydro,Main activity,1991,,542120000.0
58485,French Polynesia,Hydro,Main activity,1990,,541340000.0
58486,French Polynesia,Solar,Main activity,2020,,411000000.0
58487,French Polynesia,Solar,Main activity,2019,,395100000.0
58488,French Polynesia,Solar,Main activity,2018,,373800000.0
58489,French Polynesia,Solar,Main activity,2017,,355500000.0
58490,French Polynesia,Solar,Main activity,2016,,328600000.0
58491,French Polynesia,Solar,Main activity,2015,,318800000.0
58492,French Polynesia,Solar,Main activity,2014,,270000000.0
58493,French Polynesia,Solar,Main activity,2013,,180000000.0
58494,French Polynesia,Solar,Main activity,2012,,140000000.0
58495,French Polynesia,Solar,Main activity,2011,,100000000.0
58496,French Polynesia,Solar,Main activity,2010,,50000000.0
58497,French Polynesia,Solar,Main activity,2009,,34040000.0
58498,French Polynesia,Solar,Main activity,2008,,31300000.0
58499,French Polynesia,Solar photovoltaic,Main activity,2020,,411000000.0
58500,French Polynesia,Solar photovoltaic,Main activity,2019,,395100000.0
58501,French Polynesia,Solar photovoltaic,Main activity,2018,,373800000.0
58502,French Polynesia,Solar photovoltaic,Main activity,2017,,355500000.0
58503,French Polynesia,Solar photovoltaic,Main activity,2016,,328600000.0
58504,French Polynesia,Solar photovoltaic,Main activity,2015,,318800000.0
58505,French Polynesia,Solar photovoltaic,Main activity,2014,,270000000.0
58506,French Polynesia,Solar photovoltaic,Main activity,2013,,180000000.0
58507,French Polynesia,Solar photovoltaic,Main activity,2012,,140000000.0
58508,French Polynesia,Solar photovoltaic,Main activity,2011,,100000000.0
58509,French Polynesia,Solar photovoltaic,Main activity,2010,,50000000.0
58510,French Polynesia,Solar photovoltaic,Main activity,2009,1.0,34040000.0
58511,French Polynesia,Solar photovoltaic,Main activity,2008,1.0,31300000.0
58512,French Polynesia,Wind,Main activity,2019,,1200000.0
58513,French Polynesia,Wind,Main activity,2018,,800000.0
58514,French Polynesia,Wind,Main activity,2017,,780000.0
58515,French Polynesia,Wind,Main activity,2016,,780000.0
58516,French Polynesia,Wind,Main activity,2015,,780000.0
58517,French Polynesia,Wind,Main activity,2014,,770000.0
58518,French Polynesia,Wind,Main activity,2013,,920000.0
58519,French Polynesia,Wind,Main activity,2012,,930000.0
58520,French Polynesia,Wind,Main activity,2011,,1130000.0
58521,French Polynesia,Wind,Main activity,2010,,2660000.0
58522,French Polynesia,Wind,Main activity,2009,,4370000.0
58523,French Polynesia,Wind,Main activity,2008,,4920000.0
58524,French Polynesia,Electricity,net production,2019,,6923890000.0
58525,French Polynesia,Electricity,net production,2018,,6764030000.0
58526,French Polynesia,Electricity,net production,2017,,6808000000.0
58527,French Polynesia,Electricity,net production,2016,,6907340000.0
58528,French Polynesia,Electricity,net production,2015,,6761770000.0
58529,French Polynesia,Electricity,net production,2014,,6650000000.0
58530,French Polynesia,Electricity,net production,2013,,6620000000.0
58531,French Polynesia,Electricity,net production,2012,,6770000000.0
58532,French Polynesia,Electricity,net production,2011,,6730000000.0
58533,French Polynesia,Electricity,net production,2010,,7070000000.0
58534,French Polynesia,Electricity,net production,2009,1.0,5884500000.0
58535,French Polynesia,Electricity,net production,2008,1.0,5757950000.0
58536,French Polynesia,Electricity,net production,2007,1.0,5495970000.0
58537,French Polynesia,Electricity,net production,2006,,5256000000.0
58538,French Polynesia,Electricity,net production,2005,,5048130000.0
58539,French Polynesia,Electricity,net production,2004,,5144030000.0
58540,French Polynesia,Electricity,net production,2003,,4815510000.0
58541,French Polynesia,Electricity,net production,2002,,4656000000.0
58542,French Polynesia,Electricity,net production,2001,,4528000000.0
58543,French Polynesia,Electricity,net production,2000,,4170000000.0
58544,French Polynesia,Electricity,net production,1999,,3470000000.0
58545,French Polynesia,Electricity,net production,1998,,3615760000.0
58546,French Polynesia,Electricity,net production,1997,,3280000000.0
58547,French Polynesia,Electricity,net production,1996,,3190000000.0
58548,French Polynesia,Electricity,net production,1995,,3340000000.0
58549,French Polynesia,Electricity,net production,1994,,3230000000.0
58550,French Polynesia,Electricity,net production,1993,,3130000000.0
58551,French Polynesia,Electricity,net production,1992,,3070000000.0
58552,French Polynesia,Electricity,net production,1991,,2920000000.0
58553,French Polynesia,Electricity,net production,1990,,2810000000.0
58554,French Polynesia,Electricity,"Own use by electricity, heat and CHP plants",2020,,1998230000.0
58555,French Polynesia,Electricity,"Own use by electricity, heat and CHP plants",2019,,1199999.99999983
58556,French Polynesia,Electricity,"Own use by electricity, heat and CHP plants",2018,,800000.000000409
