,source,target,value,year,estimation
0,exports,Electricity - exports,62430000000.0,2020,0
1,exports,Electricity - exports,63110000000.0,2019,0
2,exports,Electricity - exports,58630000000.0,2018,0
3,exports,Electricity - exports,56490000000.0,2017,0
4,exports,Electricity - exports,55530000000.0,2016,0
5,exports,Electricity - exports,51970000000.0,2015,0
6,exports,Electricity - exports,48440000000.0,2014,0
7,exports,Electricity - exports,46750000000.0,2013,0
8,exports,Electricity - exports,44340000000.0,2012,0
9,exports,Electricity - exports,42220000000.0,2011,0
10,exports,Electricity - exports,39660000000.0,2010,0
11,exports,Electricity - exports,37830000000.0,2009,0
12,exports,Electricity - exports,36660000000.0,2008,0
13,exports,Electricity - exports,20810000000.0,2007,0
14,exports,Electricity - exports,18440000000.0,2006,0
15,exports,Electricity - exports,16670000000.0,2005,0
16,exports,Electricity - exports,14590000000.0,2004,0
17,exports,Electricity - exports,14700000000.0,2003,0
18,exports,Electricity - exports,13870000000.0,2002,0
19,exports,Electricity - exports,13990000000.0,2001,0
20,exports,Electricity - exports,14570000000.0,2000,0
21,exports,Electricity - exports,12720000000.0,1999,0
22,exports,Electricity - exports,10550000000.0,1998,0
23,exports,Electricity - exports,11700000000.0,1997,0
24,exports,Electricity - exports,9790000000.0,1996,0
25,exports,Electricity - exports,9140000000.0,1995,0
26,exports,Electricity - exports,7350000000.0,1994,0
27,exports,Electricity - exports,6300000000.0,1993,0
28,exports,Electricity - exports,6150000000.0,1992,0
29,exports,Electricity - exports,7440000000.0,1991,0
30,exports,Electricity - exports,4560000000.0,1990,0
31,exports,Natural gas (including LNG) - exports,669444980.0,2017,0
32,exports,Feedstocks - exports,0.0,2017,0
33,exports,Feedstocks - exports,370140000.0,2016,0
34,exports,Feedstocks - exports,1122360000.0,2015,0
35,exports,Oil products - exports,12686700000.0,1990,0.0
36,exports,Oil products - exports,16425500000.0,1991,0.0
37,exports,Oil products - exports,18020800018.0,1992,0.0
38,exports,Oil products - exports,31697688894.0,1993,0.0
39,exports,Oil products - exports,33541777798.0,1994,0.0
40,exports,Oil products - exports,21398311130.0,1995,0.0
41,exports,Oil products - exports,20318411116.0,1996,0.0
42,exports,Oil products - exports,28985588900.0,1997,0.0
43,exports,Oil products - exports,31934544450.0,1998,0.0
44,exports,Oil products - exports,27814333372.0,1999,0.0
45,exports,Oil products - exports,36429544506.0,2000,0.0
46,exports,Oil products - exports,27548488962.0,2001,0.0
47,exports,Oil products - exports,31795877804.0,2002,0.0
48,exports,Oil products - exports,34923600020.0,2003,0.0
49,exports,Oil products - exports,39961322272.0,2004,0.0
50,exports,Oil products - exports,45075888944.0,2005,0.0
51,exports,Oil products - exports,36261655602.0,2006,0.0
52,exports,Oil products - exports,39051344452.0,2007,0.0
53,exports,Oil products - exports,43083666674.0,2008,0.0
54,exports,Oil products - exports,36328900008.0,2009,0.0
