,source,target,value,year,estimation
0,exports,Electricity - exports,13106944444.4444,2019,0
1,exports,Electricity - exports,7327500000.0,2018,0
2,exports,Electricity - exports,18250000000.0,2017,0
3,exports,Electricity - exports,22150000000.0,2016,0
4,exports,Electricity - exports,17110000000.0,2015,0
5,exports,Electricity - exports,16500000000.0,2014,0
6,exports,Electricity - exports,27060000000.0,2013,0
7,exports,Electricity - exports,12240000000.0,2012,0
8,exports,Electricity - exports,13030000000.0,2011,0
9,exports,Electricity - exports,10330000000.0,2010,0
10,exports,Electricity - exports,1400000000.0,2009,0
11,exports,Electricity - exports,150000000.0,2008,0
12,exports,Electricity - exports,90000000.0,2007,0
13,exports,Conventional crude oil - exports,54486900000.0,2020,0
14,exports,Conventional crude oil - exports,46519200000.0,2019,0
15,exports,Conventional crude oil - exports,46343700000.0,2018,0
16,exports,Conventional crude oil - exports,79630200000.0,2017,0
17,exports,Conventional crude oil - exports,80121600000.0,2016,0
18,exports,Conventional crude oil - exports,110986200000.0,2015,0
19,exports,Conventional crude oil - exports,108880200000.0,2014,0
20,exports,Conventional crude oil - exports,98256600000.0,2013,0
21,exports,Conventional crude oil - exports,110658600000.0,2012,0
22,exports,Conventional crude oil - exports,96408000000.0,2011,0
23,exports,Conventional crude oil - exports,94442400000.0,2010,0
24,exports,Conventional crude oil - exports,156464100000.0,2009,0
25,exports,Conventional crude oil - exports,160901910000.0,2008,0
26,exports,Conventional crude oil - exports,176225400000.0,2007,0
27,exports,Conventional crude oil - exports,192371400000.0,2006,0
28,exports,Conventional crude oil - exports,210213900000.0,2005,0
29,exports,Conventional crude oil - exports,228161700000.0,2004,0
30,exports,Conventional crude oil - exports,203732100000.0,2003,0
31,exports,Conventional crude oil - exports,197449200000.0,2002,0
32,exports,Conventional crude oil - exports,195764400000.0,2001,0
33,exports,Conventional crude oil - exports,180454950000.0,2000,0
34,exports,Conventional crude oil - exports,174119400000.0,1999,0
35,exports,Conventional crude oil - exports,142096500000.0,1998,0
36,exports,Conventional crude oil - exports,112764600000.0,1997,0
37,exports,Conventional crude oil - exports,101848500000.0,1996,0
38,exports,Conventional crude oil - exports,89528400000.0,1995,0
39,exports,Conventional crude oil - exports,80741700000.0,1994,0
40,exports,Conventional crude oil - exports,73850400000.0,1993,0
41,exports,Conventional crude oil - exports,63718200000.0,1992,0
42,exports,Conventional crude oil - exports,45828900000.0,1991,0
43,exports,Conventional crude oil - exports,31063500000.0,1990,0
44,exports,Hard coal - exports,6315400000.0,2020,0
45,exports,Hard coal - exports,7932420000.0,2019,0
46,exports,Hard coal - exports,16572720000.0,2018,0
47,exports,Hard coal - exports,15469260000.0,2017,0
48,exports,Hard coal - exports,8626420000.0,2016,0
49,exports,Hard coal - exports,12131120000.0,2015,0
50,exports,Hard coal - exports,50419100000.0,2014,1.0
51,exports,Hard coal - exports,88887520000.0,2013,0
52,exports,Hard coal - exports,105619860000.0,2012,0
53,exports,Hard coal - exports,119111220000.0,2011,0
54,exports,Hard coal - exports,137939440000.0,2010,0
55,exports,Hard coal - exports,173444480000.0,2009,0
56,exports,Hard coal - exports,134341743999.99998,2008,0
57,exports,Hard coal - exports,222579680000.0,2007,0
58,exports,Hard coal - exports,203397520000.0,2006,0
59,exports,Hard coal - exports,124836720000.0,2005,0
60,exports,Hard coal - exports,80753840000.0,2004,0
61,exports,Hard coal - exports,50397586000.0,2003,0
62,exports,Hard coal - exports,41966180000.0,2002,0
63,exports,Hard coal - exports,29783704000.000004,2001,0
64,exports,Hard coal - exports,22561940000.0,2000,0
65,exports,Hard coal - exports,22617460000.0,1999,0
66,exports,Hard coal - exports,21944280000.0,1998,0
67,exports,Hard coal - exports,23970760000.0,1997,0
68,exports,Hard coal - exports,25310180000.0,1996,0
69,exports,Hard coal - exports,19577740000.0,1995,0
70,exports,Hard coal - exports,14351920000.0,1994,0
71,exports,Hard coal - exports,12047840000.0,1993,0
72,exports,Hard coal - exports,9063640000.0,1992,0
73,exports,Hard coal - exports,6558300000.0,1991,0
74,exports,Hard coal - exports,5475660000.0,1990,0
75,exports,Natural gas (including LNG) - exports,2791113344.0,2008,0
76,exports,Natural gas (including LNG) - exports,6280282802.0,2007,0
77,exports,Natural gas (including LNG) - exports,12560287826.0,2006,0
78,exports,Natural gas (including LNG) - exports,16747235620.0,2005,0
79,exports,Natural gas (including LNG) - exports,18491681460.0,2004,0
80,exports,Coal products - exports,1002330000.0,2010,0.0
81,exports,Coal products - exports,1064490000.0,2011,0.0
82,exports,Coal products - exports,947940000.0,2012,0.0
83,exports,Coal products - exports,287490000.0,2013,0.0
84,exports,Coal products - exports,264180000.0,2014,0.0
85,exports,Coal products - exports,163170000.0,2015,0.0
86,exports,Coal products - exports,839160000.0,2016,0.0
87,exports,Coal products - exports,1344210000.0,2017,0.0
88,exports,Coal products - exports,7770000.0,2018,0.0
89,exports,Coal products - exports,0.0,2019,0.0
90,exports,Oil products - exports,2700800000.0,1995,0.0
91,exports,Oil products - exports,2879800000.0,1996,0.0
92,exports,Oil products - exports,2706100000.0,1997,0.0
93,exports,Oil products - exports,1898300000.0,1998,0.0
94,exports,Oil products - exports,2024500000.0,1999,0.0
95,exports,Oil products - exports,5642400000.0,2000,0.0
96,exports,Oil products - exports,3408100000.0,2001,0.0
97,exports,Oil products - exports,2818000000.0,2002,0.0
98,exports,Oil products - exports,3571900000.0,2003,0.0
99,exports,Oil products - exports,1342000000.0,2004,0.0
100,exports,Oil products - exports,4528600000.0,2005,0.0
101,exports,Oil products - exports,5469800000.0,2006,0.0
102,exports,Oil products - exports,7077900000.0,2007,0.0
103,exports,Oil products - exports,11978200000.0,2009,0.0
104,exports,Oil products - exports,6319700000.0,2010,0.0
105,exports,Oil products - exports,12338700000.0,2011,0.0
106,exports,Oil products - exports,10116000000.0,2012,0.0
107,exports,Oil products - exports,9686900000.0,2013,0.0
108,exports,Oil products - exports,8073200000.0,2014,0.0
109,exports,Oil products - exports,13462200000.0,2015,0.0
110,exports,Oil products - exports,16577200000.0,2016,0.0
