,source,target,value,year,estimation
0,losses,Electricity - losses,936000000.0,2020,0
1,losses,Electricity - losses,884000000.0,2019,0
2,losses,Electricity - losses,849000000.0,2018,0
3,losses,Electricity - losses,839000000.0,2017,0
4,losses,Electricity - losses,809000000.0,2016,0
5,losses,Electricity - losses,793000000.0,2015,0
6,losses,Electricity - losses,844000000.0,2014,1.0
7,losses,Electricity - losses,1006000000.0,2013,0
8,losses,Electricity - losses,2140000000.0,2012,0
9,losses,Electricity - losses,1200000000.0,2011,1.0
10,losses,Electricity - losses,1317000000.0,2010,1.0
11,losses,Electricity - losses,1382000000.0,2009,1.0
12,losses,Electricity - losses,1383000000.0,2008,1.0
13,losses,Electricity - losses,1393000000.0,2007,0
14,losses,Electricity - losses,1454000000.0,2006,1.0
15,losses,Electricity - losses,1577000000.0,2005,1.0
16,losses,Electricity - losses,1862000000.0,2004,1.0
17,losses,Electricity - losses,1572000000.0,2003,1.0
18,losses,Electricity - losses,1000000000.0,2002,1.0
19,losses,Electricity - losses,1135000000.0,2001,1.0
20,losses,Electricity - losses,1089000000.0,2000,1.0
21,losses,Electricity - losses,1026000000.0,1999,1.0
22,losses,Electricity - losses,1800000000.0,1998,1.0
23,losses,Electricity - losses,925000000.0,1997,1.0
24,losses,Electricity - losses,1096000000.0,1996,1.0
25,losses,Electricity - losses,812000000.0,1995,1.0
26,losses,Electricity - losses,900000000.0,1994,1.0
27,losses,Electricity - losses,1000000000.0,1993,1.0
28,losses,Electricity - losses,700000000.0,1992,1.0
29,losses,Electricity - losses,760000000.0,1991,1.0
30,losses,Electricity - losses,700000000.0,1990,1.0
31,Total amount of energy,losses,936000000.0,2020,0
32,Total amount of energy,losses,884000000.0,2019,0
33,Total amount of energy,losses,849000000.0,2018,0
34,Total amount of energy,losses,839000000.0,2017,0
35,Total amount of energy,losses,809000000.0,2016,0
36,Total amount of energy,losses,793000000.0,2015,0
37,Total amount of energy,losses,844000000.0,2014,1.0
38,Total amount of energy,losses,1006000000.0,2013,0
39,Total amount of energy,losses,2140000000.0,2012,0
40,Total amount of energy,losses,1200000000.0,2011,1.0
41,Total amount of energy,losses,1317000000.0,2010,1.0
42,Total amount of energy,losses,1382000000.0,2009,1.0
43,Total amount of energy,losses,1383000000.0,2008,1.0
44,Total amount of energy,losses,1393000000.0,2007,0
45,Total amount of energy,losses,1454000000.0,2006,1.0
46,Total amount of energy,losses,1577000000.0,2005,1.0
47,Total amount of energy,losses,1862000000.0,2004,1.0
48,Total amount of energy,losses,1572000000.0,2003,1.0
49,Total amount of energy,losses,1000000000.0,2002,1.0
50,Total amount of energy,losses,1135000000.0,2001,1.0
51,Total amount of energy,losses,1089000000.0,2000,1.0
52,Total amount of energy,losses,1026000000.0,1999,1.0
53,Total amount of energy,losses,1800000000.0,1998,1.0
54,Total amount of energy,losses,925000000.0,1997,1.0
55,Total amount of energy,losses,1096000000.0,1996,1.0
56,Total amount of energy,losses,812000000.0,1995,1.0
57,Total amount of energy,losses,900000000.0,1994,1.0
58,Total amount of energy,losses,1000000000.0,1993,1.0
59,Total amount of energy,losses,700000000.0,1992,1.0
60,Total amount of energy,losses,760000000.0,1991,1.0
61,Total amount of energy,losses,700000000.0,1990,1.0
