,source,target,value,year,estimation
0,exports,Solid biofuels - exports,92200.0,2002,0.0
1,exports,Solid biofuels - exports,92200.0,2003,0.0
2,exports,Solid biofuels - exports,92200.0,2004,0.0
3,exports,Solid biofuels - exports,92200.0,2005,0.0
4,exports,Solid biofuels - exports,92200.0,2006,0.0
5,exports,Solid biofuels - exports,92200.0,2007,0.0
6,exports,Solid biofuels - exports,92200.0,2008,0.0
7,exports,Solid biofuels - exports,92200.0,2009,0.0
8,exports,Solid biofuels - exports,92200.0,2010,0.0
9,exports,Solid biofuels - exports,92200.0,2011,0.0
10,exports,Solid biofuels - exports,92200.0,2012,0.0
11,exports,Solid biofuels - exports,406150.0,2013,0.0
12,exports,Solid biofuels - exports,543000.0,2014,0.0
13,exports,Solid biofuels - exports,398100.0,2015,0.0
14,exports,Solid biofuels - exports,398100.0,2016,0.0
15,exports,Solid biofuels - exports,338100.0,2017,0.0
16,exports,Solid biofuels - exports,338100.0,2018,0.0
17,exports,Solid biofuels - exports,8050.0,2019,0.0
18,Oil products - imports,imports,230520000.0,1990,3.0
19,Oil products - imports,imports,230520000.0,1991,5.0
20,Oil products - imports,imports,230520000.0,1992,4.0
21,Oil products - imports,imports,242420000.0,1993,5.0
22,Oil products - imports,imports,260920000.0,1994,5.0
23,Oil products - imports,imports,315808000.0,1995,0.0
24,Oil products - imports,imports,291998000.0,1996,0.0
25,Oil products - imports,imports,316616000.0,1997,0.0
26,Oil products - imports,imports,305816000.0,1998,0.0
27,Oil products - imports,imports,315820000.0,1999,0.0
28,Oil products - imports,imports,403060000.0,2000,0.0
29,Oil products - imports,imports,450460000.0,2001,0.0
30,Oil products - imports,imports,413270000.0,2002,0.0
31,Oil products - imports,imports,473980000.0,2003,2.0
32,Oil products - imports,imports,560680000.0,2004,2.0
33,Oil products - imports,imports,563070000.0,2005,5.0
34,Oil products - imports,imports,566270000.0,2006,5.0
35,Oil products - imports,imports,722490000.0,2007,5.0
36,Oil products - imports,imports,643560000.0,2008,5.0
37,Oil products - imports,imports,634740000.0,2009,5.0
38,Oil products - imports,imports,679870000.0,2010,1.0
39,Oil products - imports,imports,609525000.0,2011,1.0
40,Oil products - imports,imports,644911000.0,2012,1.0
41,Oil products - imports,imports,653156600.0,2013,6.0
42,Oil products - imports,imports,685621000.0,2014,6.0
43,Oil products - imports,imports,688659400.0,2015,6.0
44,Oil products - imports,imports,695504000.0,2016,6.0
45,Oil products - imports,imports,664129000.0,2017,6.0
46,Oil products - imports,imports,662828200.0,2018,6.0
47,Oil products - imports,imports,697300500.0,2019,6.0
48,Solid biofuels - imports,imports,3017300.0,1995,0.0
49,Solid biofuels - imports,imports,3017300.0,1996,0.0
50,Solid biofuels - imports,imports,2415000.0,2000,0.0
51,Solid biofuels - imports,imports,2415000.0,2001,0.0
52,Solid biofuels - imports,imports,2415000.0,2002,0.0
53,Solid biofuels - imports,imports,2415000.0,2003,0.0
54,Solid biofuels - imports,imports,2415000.0,2004,0.0
55,Solid biofuels - imports,imports,2415000.0,2005,0.0
56,Solid biofuels - imports,imports,8050.0,2006,0.0
57,Solid biofuels - imports,imports,8050.0,2007,0.0
58,Solid biofuels - imports,imports,8050.0,2008,0.0
59,Solid biofuels - imports,imports,8050.0,2009,0.0
60,Solid biofuels - imports,imports,8050.0,2010,0.0
61,Solid biofuels - imports,imports,8050.0,2011,0.0
62,Solid biofuels - imports,imports,8050.0,2012,0.0
63,Solid biofuels - imports,imports,8050.0,2013,0.0
64,Solid biofuels - imports,imports,8050.0,2014,0.0
65,Solid biofuels - imports,imports,103050.0,2015,0.0
66,Solid biofuels - imports,imports,103050.0,2016,0.0
67,Solid biofuels - imports,imports,169050.0,2017,0.0
68,Solid biofuels - imports,imports,169050.0,2018,0.0
69,Solid biofuels - imports,imports,169050.0,2019,0.0
