,source,target,value,year,estimation
0,exports,Electricity - exports,3950000000.0,2020,0
1,exports,Electricity - exports,1990000000.0,2019,0
2,exports,Electricity - exports,10000000.0,2018,0
3,exports,Electricity - exports,1560000000.0,2017,0
4,exports,Electricity - exports,5180000000.0,2016,0
5,exports,Electricity - exports,2190000000.0,2015,0
6,exports,Electricity - exports,30000000.0,2014,0
7,exports,Electricity - exports,0.0,2013,0
8,exports,Electricity - exports,4670000000.0,2012,0
9,exports,Electricity - exports,25440000000.0,2011,0
10,exports,Electricity - exports,12570000000.0,2010,0
11,exports,Electricity - exports,10800000000.0,2009,0
12,exports,Electricity - exports,6890000000.0,2008,0
13,exports,Electricity - exports,20340000000.0,2007,0
14,exports,Electricity - exports,2830000000.0,2006,0
15,exports,Electricity - exports,1600000000.0,2005,0
16,exports,Electricity - exports,70000000.0,2004,0
17,exports,Electricity - exports,60000000.0,2003,0
18,exports,Electricity - exports,70000000.0,2002,0
19,exports,Electricity - exports,60000000.0,2001,0
20,exports,Electricity - exports,70000000.0,2000,0
21,exports,Electricity - exports,70000000.0,1999,0
22,exports,Electricity - exports,80000000.0,1998,0
23,exports,Electricity - exports,80000000.0,1997,0
24,exports,Electricity - exports,80000000.0,1996,0
25,exports,Electricity - exports,0.0,1995,0
26,exports,Electricity - exports,0.0,1994,0
27,exports,Electricity - exports,110000000.0,1993,0
28,exports,Electricity - exports,80000000.0,1992,0
29,exports,Electricity - exports,80000000.0,1991,0
30,exports,Electricity - exports,70000000.0,1990,0
31,exports,Conventional crude oil - exports,820977300000.0,2020,0
32,exports,Conventional crude oil - exports,735532200000.0,2019,0
33,exports,Conventional crude oil - exports,645418800000.0,2018,0
34,exports,Conventional crude oil - exports,624042900000.0,2017,0
35,exports,Conventional crude oil - exports,508002300000.0,2016,0
36,exports,Conventional crude oil - exports,442189800000.0,2015,0
37,exports,Conventional crude oil - exports,311442300000.0,2014,0
38,exports,Conventional crude oil - exports,235661400000.0,2013,0
