,source,target,value,year,estimation
0,exports,Conventional crude oil - exports,212296500000.0,2011,0
1,exports,Conventional crude oil - exports,211945500000.0,2010,0
2,exports,Conventional crude oil - exports,216859500000.0,2009,0
3,exports,Conventional crude oil - exports,215174700000.0,2008,0
4,exports,Conventional crude oil - exports,218813400000.0,2007,0
5,exports,Conventional crude oil - exports,147104100000.0,2006,0
6,exports,Conventional crude oil - exports,132830100000.0,2005,0
7,exports,Conventional crude oil - exports,131238900000.0,2004,0
8,exports,Conventional crude oil - exports,115233300000.0,2003,0
9,exports,Conventional crude oil - exports,104668200000.0,2002,0
10,exports,Conventional crude oil - exports,90054900000.0,2001,0
11,exports,Conventional crude oil - exports,77477400000.0,2000,0
12,exports,Conventional crude oil - exports,19562400000.0,1999,0
13,exports,Conventional crude oil - exports,0.0,1998,0
14,exports,Conventional crude oil - exports,0.0,1997,0
15,exports,Conventional crude oil - exports,0.0,1993,0
16,exports,Conventional crude oil - exports,0.0,1992,0
17,exports,Conventional crude oil - exports,0.0,1991,0
18,exports,Conventional crude oil - exports,0.0,1990,0
19,exports,Oil products - exports,727000000.0,1990,3.0
20,exports,Oil products - exports,751400000.0,1991,3.0
21,exports,Oil products - exports,751400000.0,1992,3.0
22,exports,Oil products - exports,186400000.0,1993,3.0
23,exports,Oil products - exports,961200000.0,1994,3.0
24,exports,Oil products - exports,763600000.0,1995,3.0
25,exports,Oil products - exports,109800000.0,1996,2.0
26,exports,Oil products - exports,0.0,1997,0.0
27,exports,Oil products - exports,0.0,1998,0.0
28,exports,Oil products - exports,0.0,1999,0.0
29,exports,Oil products - exports,6145400000.0,2000,0.0
30,exports,Oil products - exports,7163122226.0,2001,0.0
31,exports,Oil products - exports,6271922226.0,2002,0.0
32,exports,Oil products - exports,7138722226.0,2003,0.0
33,exports,Oil products - exports,6843177784.0,2004,0.0
34,exports,Oil products - exports,5463311116.0,2005,0.0
35,exports,Oil products - exports,8072813338.0,2006,0.0
36,exports,Oil products - exports,8811675556.0,2007,0.0
37,exports,Oil products - exports,6426960000.0,2008,0.0
38,exports,Oil products - exports,4944300000.0,2009,0.0
39,exports,Oil products - exports,4745600000.0,2010,0.0
40,exports,Oil products - exports,5072300000.0,2011,0.0
41,Conventional crude oil - imports,imports,3018600000.0,1998,0
42,Conventional crude oil - imports,imports,7429500000.0,1997,0
43,Conventional crude oil - imports,imports,8330400000.0,1996,0
44,Conventional crude oil - imports,imports,8915400000.0,1995,0
45,Conventional crude oil - imports,imports,7488000000.0,1994,0
46,Conventional crude oil - imports,imports,3919500000.0,1993,0
47,Conventional crude oil - imports,imports,8798400000.0,1992,0
48,Conventional crude oil - imports,imports,11875500000.0,1991,0
49,Conventional crude oil - imports,imports,9816300000.0,1990,0
50,Oil products - imports,imports,2335400000.0,1990,8.0
51,Oil products - imports,imports,1973600000.0,1991,7.0
52,Oil products - imports,imports,2712800000.0,1992,7.0
53,Oil products - imports,imports,2629600000.0,1993,6.0
54,Oil products - imports,imports,2762800000.0,1994,7.0
55,Oil products - imports,imports,2650655556.0,1995,7.0
56,Oil products - imports,imports,3048955556.0,1996,7.0
57,Oil products - imports,imports,3269588894.0,1997,1.0
58,Oil products - imports,imports,4640088894.0,1998,0.0
59,Oil products - imports,imports,3542900000.0,1999,0.0
60,Oil products - imports,imports,4366200000.0,2000,0.0
61,Oil products - imports,imports,2657000000.0,2001,0.0
62,Oil products - imports,imports,3318900000.0,2002,0.0
63,Oil products - imports,imports,3765000000.0,2003,0.0
64,Oil products - imports,imports,2891200000.0,2004,0.0
65,Oil products - imports,imports,2970800000.0,2005,0.0
66,Oil products - imports,imports,2625700000.0,2006,0.0
67,Oil products - imports,imports,3239200000.0,2007,0.0
68,Oil products - imports,imports,4603100006.0,2008,0.0
69,Oil products - imports,imports,3697900000.0,2009,0.0
70,Oil products - imports,imports,4019700000.0,2010,0.0
71,Oil products - imports,imports,5680100000.0,2011,0.0
72,Conventional crude oil - production,production,264794400000.0,2011,0
73,Conventional crude oil - production,production,270316800000.0,2010,0
74,Conventional crude oil - production,production,277734600000.0,2009,0
75,Conventional crude oil - production,production,270246600000.0,2008,0
76,Conventional crude oil - production,production,278460000000.0,2007,0
77,Conventional crude oil - production,production,201860100000.0,2006,0
78,Conventional crude oil - production,production,178705800000.0,2005,0
