,source,target,value,year,estimation
0,exports,Electricity - exports,140533000000.0,2020,0
1,exports,Electricity - exports,145890000000.0,2019,0
2,exports,Electricity - exports,43084000000.0,2018,0
3,exports,Electricity - exports,81678000000.0,2017,0
4,exports,Electricity - exports,84650000000.0,2016,0
5,exports,Electricity - exports,27150000000.0,2015,0
6,exports,Electricity - exports,41880000000.0,2014,0
7,exports,Electricity - exports,76030000000.0,2013,0
8,exports,Electricity - exports,69120000000.0,2012,0
9,exports,Electricity - exports,106520000000.0,2011,0
10,exports,Electricity - exports,118440000000.0,2010,0
11,exports,Electricity - exports,113210000000.0,2009,0
12,exports,Electricity - exports,65610000000.0,2008,0
13,exports,Electricity - exports,90370000000.0,2007,0
14,exports,Electricity - exports,86960000000.0,2006,0
15,exports,Electricity - exports,80240000000.0,2005,0
16,exports,Electricity - exports,67900000000.0,2004,0
17,exports,Electricity - exports,82540000000.0,2003,0
18,exports,Electricity - exports,90700000000.0,2002,0
19,exports,Electricity - exports,67120000000.0,2001,0
20,exports,Electricity - exports,73190000000.0,2000,0
21,exports,Electricity - exports,82070000000.0,1999,0
22,exports,Electricity - exports,64350000000.0,1998,0
23,exports,Electricity - exports,67050000000.0,1997,0
24,exports,Electricity - exports,54460000000.0,1996,0
25,exports,Electricity - exports,53260000000.0,1995,0
26,exports,Electricity - exports,50700000000.0,1994,0
27,exports,Electricity - exports,53590000000.0,1993,0
28,exports,Electricity - exports,57210000000.0,1992,0
29,exports,Electricity - exports,68450000000.0,1991,0
30,exports,Electricity - exports,85090000000.0,1990,0
31,exports,Additives and Oxygenates - exports,0.0,2015,0
32,exports,Additives and Oxygenates - exports,0.0,2014,0
33,exports,Additives and Oxygenates - exports,0.0,2013,0
34,exports,Additives and Oxygenates - exports,291550000.0,2012,0
35,exports,Additives and Oxygenates - exports,208250000.0,2011,0
36,exports,Additives and Oxygenates - exports,183260000.0,2010,0
37,exports,Additives and Oxygenates - exports,374850000.0,2009,0
38,exports,Brown coal - exports,776000.0,2020,0
39,exports,Brown coal - exports,5044000.0,2019,0
40,exports,Brown coal - exports,3880000.0,2018,0
41,exports,Brown coal - exports,25608000.0,2017,0
42,exports,Brown coal - exports,3880000.0,2016,0
43,exports,Brown coal - exports,3880000.0,2015,0
44,exports,Brown coal - exports,62080000.0,2006,0
45,exports,Brown coal - exports,97000000.0,2005,0
46,exports,Brown coal - exports,182360000.0,2004,0
47,exports,Brown coal - exports,135800000.0,2003,0
48,exports,Brown coal - exports,135800000.0,2002,0
49,exports,Brown coal - exports,147440000.0,2001,0
50,exports,Brown coal - exports,236680000.0,2000,0
51,exports,Brown coal - exports,0.0,1999,0
52,exports,Brown coal - exports,15520000.0,1998,0
53,exports,Brown coal - exports,11640000.0,1997,0
54,exports,Brown coal - exports,384120000.0,1996,0
55,exports,Brown coal - exports,7760000.0,1995,0
56,exports,Brown coal - exports,31040000.0,1994,0
57,exports,Brown coal - exports,62080000.0,1993,0
58,exports,Brown coal - exports,54320000.0,1992,0
59,exports,Brown coal - exports,356960000.0,1991,0
60,exports,Brown coal - exports,217280000.0,1990,0
61,exports,Hard coal - exports,2029256000.0,2020,0
62,exports,Hard coal - exports,587818000.0,2019,0
63,exports,Hard coal - exports,315770000.0,2018,0
64,exports,Hard coal - exports,564916000.0,2017,0
65,exports,Hard coal - exports,451100000.0,2016,0
66,exports,Hard coal - exports,548260000.0,2015,0
67,exports,Hard coal - exports,3865580000.0,2014,0
68,exports,Hard coal - exports,4143180000.0,2013,0
69,exports,Hard coal - exports,4351380000.0,2012,0
70,exports,Hard coal - exports,4628980000.0,2011,0
71,exports,Hard coal - exports,4191760000.0,2010,0
72,exports,Hard coal - exports,6148840000.0,2009,0
73,exports,Hard coal - exports,8418220000.0,2008,0
74,exports,Hard coal - exports,10201800000.0,2007,0
75,exports,Hard coal - exports,7370280000.0,2006,0
76,exports,Hard coal - exports,8355760000.0,2005,0
77,exports,Hard coal - exports,8792980000.0,2004,0
78,exports,Hard coal - exports,6426440000.0,2003,0
79,exports,Hard coal - exports,13692620000.0,2002,0
80,exports,Hard coal - exports,12825120000.0,2001,0
81,exports,Hard coal - exports,9466160000.0,2000,0
82,exports,Hard coal - exports,8022640000.0,1999,0
83,exports,Hard coal - exports,8959540000.0,1998,0
84,exports,Hard coal - exports,10069940000.0,1997,0
85,exports,Hard coal - exports,7481320000.0,1996,0
86,exports,Hard coal - exports,5663040000.0,1995,0
87,exports,Hard coal - exports,6683220000.0,1994,0
88,exports,Hard coal - exports,4476300000.0,1993,0
89,exports,Hard coal - exports,4545700000.0,1992,0
90,exports,Hard coal - exports,6662400000.0,1991,0
91,exports,Hard coal - exports,4635920000.0,1990,0
92,exports,Natural gas (including LNG) - exports,37417502156.2,2020,0
93,exports,Natural gas (including LNG) - exports,48334372000.8,2019,0
94,exports,Natural gas (including LNG) - exports,14720622887.599998,2018,0
95,exports,Natural gas (including LNG) - exports,3431947190.0,2017,0
96,exports,Natural gas (including LNG) - exports,7487505990.0,2016,0
97,exports,Natural gas (including LNG) - exports,18633626018.0,2015,0
98,exports,Natural gas (including LNG) - exports,9500007600.0,2014,0
99,exports,Natural gas (including LNG) - exports,10205563720.0,2013,0
