,source,target,value,year,estimation
0,exports,Electricity - exports,18014000000.0,2020,0
1,exports,Electricity - exports,14304000000.0,2019,0
2,exports,Electricity - exports,7400000000.0,2018,0
3,exports,Electricity - exports,2680000000.0,2017,0
4,exports,Electricity - exports,1870000000.0,2016,0
5,exports,Electricity - exports,5870000000.0,2015,0
6,exports,Electricity - exports,5220000000.0,2014,0
7,exports,Electricity - exports,5300000000.0,2013,0
8,exports,Electricity - exports,6670000000.0,2012,0
9,exports,Electricity - exports,6910000000.0,2011,0
10,exports,Electricity - exports,10360000000.0,2010,0
11,exports,Electricity - exports,7520000000.0,2009,0
12,exports,Electricity - exports,5380000000.0,2008,0
13,exports,Electricity - exports,2460000000.0,2007,0
14,exports,Electricity - exports,7540000000.0,2006,0
15,exports,Electricity - exports,6390000000.0,2005,0
16,exports,Electricity - exports,6650000000.0,2004,0
17,exports,Electricity - exports,6040000000.0,2003,0
18,exports,Electricity - exports,6120000000.0,2002,0
19,exports,Electricity - exports,3020000000.0,2001,0
20,exports,Electricity - exports,3920000000.0,2000,0
21,exports,Electricity - exports,4220000000.0,1999,0
22,exports,Electricity - exports,4220000000.0,1998,0
23,exports,Electricity - exports,4220000000.0,1997,0
24,exports,Electricity - exports,2300000000.0,1996,1.0
25,exports,Electricity - exports,2280000000.0,1995,1.0
26,exports,Electricity - exports,2250000000.0,1994,1.0
27,exports,Electricity - exports,2220000000.0,1993,1.0
28,exports,Electricity - exports,2180000000.0,1992,1.0
29,exports,Electricity - exports,2150000000.0,1991,1.0
30,exports,Electricity - exports,1950000000.0,1990,0
31,exports,Conventional crude oil - exports,112751613000.0,2020,0
32,exports,Conventional crude oil - exports,118646190000.00002,2019,0
33,exports,Conventional crude oil - exports,103662000000.0,2018,0
34,exports,Conventional crude oil - exports,95249700000.0,2017,0
35,exports,Conventional crude oil - exports,49982400000.0,2016,0
36,exports,Conventional crude oil - exports,60945300000.0,2015,0
37,exports,Conventional crude oil - exports,63016200000.0,2014,0
38,exports,Conventional crude oil - exports,60255000000.0,2013,0
39,exports,Conventional crude oil - exports,44179200000.0,2012,0
40,exports,Conventional crude oil - exports,41336100000.0,2011,0
41,exports,Conventional crude oil - exports,0.0,2010,0
42,exports,Conventional crude oil - exports,0.0,2009,0
43,exports,Oil products - exports,743700000.0,1990,2.0
44,exports,Oil products - exports,754800000.0,1991,2.0
45,exports,Oil products - exports,1697500000.0,1992,2.0
46,exports,Oil products - exports,865700000.0,1993,2.0
47,exports,Oil products - exports,998800000.0,1994,2.0
48,exports,Oil products - exports,1218400000.0,1995,2.0
49,exports,Oil products - exports,1387000000.0,1996,2.0
50,exports,Oil products - exports,1583000000.0,1997,2.0
51,exports,Oil products - exports,2991400000.0,1998,0.0
52,exports,Oil products - exports,5339100000.0,1999,0.0
53,exports,Oil products - exports,3393400000.0,2000,0.0
54,exports,Oil products - exports,3971900000.0,2001,0.0
55,exports,Oil products - exports,3336800000.0,2002,0.0
56,exports,Oil products - exports,2554700000.0,2003,0.0
57,exports,Oil products - exports,4295900000.0,2004,0.0
58,exports,Oil products - exports,4919300000.0,2005,0.0
59,exports,Oil products - exports,2804600000.0,2006,0.0
60,exports,Oil products - exports,3086700000.0,2007,0.0
61,exports,Oil products - exports,4121400000.0,2008,0.0
62,exports,Oil products - exports,5771230000.0,2009,0.0
63,exports,Oil products - exports,6670430000.0,2010,0.0
64,exports,Oil products - exports,5633110000.0,2011,0.0
65,exports,Oil products - exports,1156410000.0,2012,0.0
66,exports,Oil products - exports,480270000.0,2013,0.0
67,exports,Oil products - exports,124440000.0,2014,0.0
68,exports,Oil products - exports,243350000.0,2015,0.0
