,source,target,value,year,estimation
0,exports,Oil products - exports,0.0,2007,0.0
1,exports,Oil products - exports,2456544.709721691,2008,0.0
2,exports,Oil products - exports,1563410.5191236392,2009,0.0
3,exports,Oil products - exports,2363619.6909172065,2010,0.0
4,exports,Oil products - exports,2363616.4761133604,2011,0.0
5,exports,Oil products - exports,1219504.160960392,2012,0.0
6,exports,Oil products - exports,1652960.8597020702,2013,0.0
7,exports,Oil products - exports,2232472.3732793527,2014,0.0
8,exports,Oil products - exports,2023286.56236046,2015,0.0
9,exports,Oil products - exports,1878719.5569633555,2016,0.0
10,exports,Oil products - exports,1997162.695499212,2017,2.0
11,exports,Oil products - exports,1997162.695499212,2018,2.0
12,exports,Oil products - exports,1997162.695499212,2019,2.0
13,exports,Oil products - exports,1397000.0,2020,2.0
14,Oil products - imports,imports,227323785.07737225,1990,4.0
15,Oil products - imports,imports,237369124.4773723,1991,4.0
16,Oil products - imports,imports,248737226.27737227,1992,4.0
17,Oil products - imports,imports,272789635.03649634,1993,4.0
18,Oil products - imports,imports,291089635.03649634,1994,4.0
19,Oil products - imports,imports,313049635.03649634,1995,5.0
20,Oil products - imports,imports,322729635.0364964,1996,5.0
21,Oil products - imports,imports,332857436.83649635,1997,5.0
22,Oil products - imports,imports,339861984.9956204,1998,5.0
23,Oil products - imports,imports,350480914.3,1999,3.0
24,Oil products - imports,imports,366772895.7956205,2000,1.0
25,Oil products - imports,imports,370419827.7956205,2001,1.0
26,Oil products - imports,imports,383836764.17518246,2002,1.0
27,Oil products - imports,imports,342869938.55474454,2003,1.0
28,Oil products - imports,imports,467956659.2729926,2004,1.0
29,Oil products - imports,imports,392445330.33430654,2005,1.0
30,Oil products - imports,imports,384990557.0729927,2006,1.0
31,Oil products - imports,imports,393598628.0306569,2007,0.0
32,Oil products - imports,imports,423407314.3751825,2008,0.0
33,Oil products - imports,imports,442955933.5591241,2009,1.0
34,Oil products - imports,imports,453241765.75912416,2010,1.0
35,Oil products - imports,imports,425540322.4,2011,0.0
