,source,target,value,year,estimation
0,exports,Conventional crude oil - exports,0.0,1991,0
1,exports,Conventional crude oil - exports,865800000.0,1990,0
2,exports,Oil products - exports,13924800000.0,1990,0.0
3,exports,Oil products - exports,1343100000.0,1991,0.0
4,exports,Oil products - exports,1332000000.0,1992,0.0
5,exports,Oil products - exports,1143300000.0,1993,0.0
6,exports,Oil products - exports,987900000.0,1994,0.0
7,exports,Oil products - exports,0.0,1995,0.0
8,exports,Oil products - exports,0.0,1996,0.0
9,exports,Oil products - exports,0.0,1997,0.0
10,exports,Oil products - exports,0.0,1998,0.0
11,exports,Oil products - exports,3594384104.4619474,2006,0.0
12,exports,Oil products - exports,3645111812.728664,2007,0.0
13,exports,Oil products - exports,10388721344.493029,2008,0.0
14,exports,Oil products - exports,7427422281.0,2009,0.0
15,exports,Oil products - exports,17808401713.7,2010,0.0
16,exports,Oil products - exports,19923502124.300003,2011,0.0
17,exports,Oil products - exports,17882257712.7,2012,1.0
18,exports,Oil products - exports,21190136959.6,2013,0.0
19,exports,Oil products - exports,22405540160.0,2014,0.0
20,exports,Oil products - exports,13256297423.8,2015,1.0
21,exports,Oil products - exports,5121340000.0,2016,3.0
22,exports,Oil products - exports,8439240000.0,2017,3.0
23,exports,Oil products - exports,10778580000.0,2018,3.0
24,exports,Oil products - exports,10555150900.0,2019,3.0
25,Conventional crude oil - imports,imports,28265737500.0,2019,0
26,Conventional crude oil - imports,imports,29839680000.0,2018,0
27,Conventional crude oil - imports,imports,33223320000.0,2017,0
28,Conventional crude oil - imports,imports,43430400000.0,2016,0
29,Conventional crude oil - imports,imports,51570090000.0,2015,0
30,Conventional crude oil - imports,imports,54116010000.0,2014,0
31,Conventional crude oil - imports,imports,55902600000.0,2013,0
32,Conventional crude oil - imports,imports,58219200000.0,2012,0
33,Conventional crude oil - imports,imports,57528900000.0,2011,0
34,Conventional crude oil - imports,imports,59073300000.0,2010,0
35,Conventional crude oil - imports,imports,64771200000.0,2009,0
36,Conventional crude oil - imports,imports,56733300000.0,2008,0
37,Conventional crude oil - imports,imports,25225200000.0,2007,0
38,Conventional crude oil - imports,imports,24008400000.0,2006,0
39,Conventional crude oil - imports,imports,25763400000.0,2005,0
40,Conventional crude oil - imports,imports,23013900000.0,2004,0
41,Conventional crude oil - imports,imports,26851500000.0,2003,0
42,Conventional crude oil - imports,imports,17304300000.0,2002,0
