,source,target,value,year,estimation
0,exports,Electricity - exports,14909000000.0,2019,0
1,exports,Electricity - exports,14452000000.0,2018,0
2,exports,Electricity - exports,12825000000.0,2017,0
3,exports,Electricity - exports,10955000000.0,2016,0
4,exports,Electricity - exports,2650000000.0,2015,0
5,exports,Electricity - exports,4890000000.0,2014,0
6,exports,Electricity - exports,4950000000.0,2013,0
7,exports,Electricity - exports,6800000000.0,2012,0
8,exports,Electricity - exports,8050000000.0,2011,0
9,exports,Electricity - exports,4620000000.0,2010,0
10,exports,Electricity - exports,3800000000.0,2009,0
11,exports,Electricity - exports,8120000000.0,2008,0
12,exports,Electricity - exports,7860000000.0,2007,0
13,exports,Electricity - exports,8790000000.0,2006,0
14,exports,Electricity - exports,8800000000.0,2005,0
15,exports,Electricity - exports,10080000000.0,2004,0
16,exports,Electricity - exports,8710000000.0,2003,0
17,exports,Electricity - exports,9250000000.0,2002,0
18,exports,Electricity - exports,9660000000.0,2001,0
19,exports,Electricity - exports,8630000000.0,2000,0
20,exports,Electricity - exports,8860000000.0,1999,0
21,exports,Electricity - exports,10020000000.0,1998,0
22,exports,Electricity - exports,2840000000.0,1997,0
23,exports,Electricity - exports,5800000000.0,1996,0
24,exports,Electricity - exports,5000000000.0,1995,0
25,exports,Electricity - exports,2800000000.0,1994,0
26,exports,Electricity - exports,2000000000.0,1993,0
27,exports,Electricity - exports,13960000000.0,1992,0
28,exports,Conventional crude oil - exports,324137970000.0,2019,0
29,exports,Conventional crude oil - exports,352649700000.0,2018,0
30,exports,Conventional crude oil - exports,356711940000.0,2017,0
31,exports,Conventional crude oil - exports,380004300000.0,2016,0
32,exports,Conventional crude oil - exports,384263100000.0,2015,0
33,exports,Conventional crude oil - exports,384965100000.0,2014,0
34,exports,Conventional crude oil - exports,400842000000.0,2013,0
35,exports,Conventional crude oil - exports,406317600000.0,2012,0
36,exports,Conventional crude oil - exports,436035600000.0,2011,0
37,exports,Conventional crude oil - exports,499110300000.0,2010,0
38,exports,Conventional crude oil - exports,518684400000.0,2009,0
39,exports,Conventional crude oil - exports,431238600000.0,2008,0
40,exports,Conventional crude oil - exports,406926000000.0,2007,0
41,exports,Conventional crude oil - exports,290394000000.0,2006,0
42,exports,Conventional crude oil - exports,167263200000.0,2005,0
43,exports,Conventional crude oil - exports,105861600000.0,2004,0
44,exports,Conventional crude oil - exports,105264900000.0,2003,0
45,exports,Conventional crude oil - exports,103907700000.0,2002,0
46,exports,Conventional crude oil - exports,99005400000.0,2001,0
47,exports,Conventional crude oil - exports,65964600000.0,2000,0
48,exports,Conventional crude oil - exports,66502800000.0,1999,0
49,exports,Conventional crude oil - exports,22265100000.0,1998,0
50,exports,Conventional crude oil - exports,2726100000.0,1997,0
51,exports,Conventional crude oil - exports,0.0,1996,0
52,exports,Conventional crude oil - exports,0.0,1995,0
53,exports,Conventional crude oil - exports,0.0,1994,0
54,exports,Natural gas (including LNG) - exports,128388158266.0,2019,0
55,exports,Natural gas (including LNG) - exports,107543113812.2,2018,0
56,exports,Natural gas (including LNG) - exports,96097437989.0,2017,0
57,exports,Natural gas (including LNG) - exports,87332819866.20001,2016,0
58,exports,Natural gas (including LNG) - exports,88375487367.0,2015,0
59,exports,Natural gas (including LNG) - exports,87811292471.20001,2014,0
60,exports,Natural gas (including LNG) - exports,79291868989.0,2013,0
61,exports,Natural gas (including LNG) - exports,71794501880.0,2012,0
62,exports,Natural gas (including LNG) - exports,73964503616.0,2011,0
63,exports,Natural gas (including LNG) - exports,67131164816.0,2010,0
64,exports,Natural gas (including LNG) - exports,63458161877.600006,2009,0
65,exports,Natural gas (including LNG) - exports,56892823292.0,2008,0
66,exports,Natural gas (including LNG) - exports,19717793552.0,2007,0
67,exports,Natural gas (including LNG) - exports,704445008.0,2006,0
68,exports,Natural gas (including LNG) - exports,0.0,2005,0
69,exports,Natural gas (including LNG) - exports,0.0,2004,0
70,exports,Natural gas (including LNG) - exports,0.0,2003,0
71,exports,Natural gas (including LNG) - exports,0.0,2002,0
72,exports,Natural gas (including LNG) - exports,0.0,2001,0
73,exports,Natural gas (including LNG) - exports,659722750.0,1995,0
74,exports,Natural gas (including LNG) - exports,0.0,1994,0
75,exports,Natural gas (including LNG) - exports,4817226076.0,1993,0
76,exports,Natural gas (including LNG) - exports,9959174634.0,1992,0
77,exports,Natural gas liquids - exports,43113580000.0,2019,0
78,exports,Natural gas liquids - exports,30625660000.000004,2018,0
79,exports,Natural gas liquids - exports,28755400000.0,2017,0
80,exports,Natural gas liquids - exports,30426800000.0,2016,0
81,exports,Natural gas liquids - exports,27657400000.0,2015,0
82,exports,Natural gas liquids - exports,28352800000.0,2014,0
83,exports,Natural gas liquids - exports,29853400000.0,2013,0
84,exports,Natural gas liquids - exports,24741600000.0,2012,0
85,exports,Natural gas liquids - exports,21472000000.0,2011,0
86,exports,Natural gas liquids - exports,22545600000.0,2010,0
87,exports,Oil products - exports,25774760000.0,1992,0.0
88,exports,Oil products - exports,14647900000.0,1993,1.0
89,exports,Oil products - exports,23262100000.0,1994,0.0
90,exports,Oil products - exports,26261020000.0,1995,0.0
91,exports,Oil products - exports,30103320000.0,1996,0.0
92,exports,Oil products - exports,33231000000.0,1997,0.0
93,exports,Oil products - exports,27473300000.0,1998,0.0
94,exports,Oil products - exports,29031400000.0,1999,0.0
95,exports,Oil products - exports,25078680000.0,2000,0.0
96,exports,Oil products - exports,25316840000.0,2001,0.0
97,exports,Oil products - exports,29975280000.0,2002,0.0
98,exports,Oil products - exports,19891420000.0,2003,0.0
99,exports,Oil products - exports,24383040000.0,2004,0.0
100,exports,Oil products - exports,27919700000.0,2005,0.0
101,exports,Oil products - exports,35848080000.0,2006,0.0
102,exports,Oil products - exports,37316740000.0,2007,0.0
103,exports,Oil products - exports,36388880000.0,2008,0.0
104,exports,Oil products - exports,28284000000.0,2009,0.0
105,exports,Oil products - exports,31076335570.0,2010,0.0
106,exports,Oil products - exports,25457240000.0,2011,0.0
107,exports,Oil products - exports,20804840000.0,2012,0.0
108,exports,Oil products - exports,21207400000.0,2013,0.0
109,exports,Oil products - exports,27029260000.0,2014,0.0
