,source,target,value,year,estimation
0,Oil products - imports,imports,1068600000.0,1990,0.0
1,Oil products - imports,imports,1151400000.0,1991,0.0
2,Oil products - imports,imports,1319400000.0,1992,6.0
3,Oil products - imports,imports,1427400000.0,1993,7.0
4,Oil products - imports,imports,1552950000.0,1994,6.0
5,Oil products - imports,imports,1571700000.0,1995,4.0
6,Oil products - imports,imports,1679100000.0,1996,4.0
7,Oil products - imports,imports,1775200000.0,1997,5.0
8,Oil products - imports,imports,1895400000.0,1998,5.0
9,Oil products - imports,imports,1929800000.0,1999,7.0
10,Oil products - imports,imports,2105750000.0,2000,7.0
11,Oil products - imports,imports,2150800000.0,2001,7.0
12,Oil products - imports,imports,2287257430.4,2002,6.0
13,Oil products - imports,imports,2251219642.2,2003,6.0
14,Oil products - imports,imports,2239372986.4,2004,2.0
15,Oil products - imports,imports,2228638799.0,2005,1.0
16,Oil products - imports,imports,2219198309.4,2006,0.0
17,Oil products - imports,imports,2726922740.6,2007,0.0
18,Oil products - imports,imports,2690335904.8,2008,0.0
19,Oil products - imports,imports,2615785718.4,2009,0.0
20,Oil products - imports,imports,2567100000.0,2010,0.0
21,Oil products - imports,imports,2738600000.0,2011,0.0
22,Oil products - imports,imports,2520100000.0,2012,0.0
23,Oil products - imports,imports,2522600000.0,2013,0.0
24,Oil products - imports,imports,2485100000.0,2014,0.0
25,Oil products - imports,imports,2599540000.0,2015,0.0
26,Oil products - imports,imports,2605820000.0,2016,0.0
27,Oil products - imports,imports,2754110000.0,2017,0.0
28,Oil products - imports,imports,2860636626.0,2018,0.0
29,Oil products - imports,imports,3138553507.0,2019,0.0
30,Oil products - imports,imports,2714687409.4552608,2020,0.0
31,Solid biofuels - imports,imports,187500.0,2009,0.0
32,Solid biofuels - imports,imports,154100.0,2010,0.0
33,Solid biofuels - imports,imports,215700.0,2011,0.0
34,Solid biofuels - imports,imports,105500.0,2012,0.0
35,Solid biofuels - imports,imports,126900.0,2013,0.0
36,Solid biofuels - imports,imports,126900.0,2014,0.0
37,Solid biofuels - imports,imports,126900.0,2015,0.0
38,Solid biofuels - imports,imports,126900.0,2016,0.0
39,Solid biofuels - imports,imports,126900.0,2017,1.0
40,Solid biofuels - imports,imports,126900.0,2018,1.0
41,Solid biofuels - imports,imports,12500.0,2019,0.0
42,final consumption,Oil products - final consumption,376600000.0,1990,0.0
43,final consumption,Oil products - final consumption,435000000.0,1991,0.0
44,final consumption,Oil products - final consumption,472100000.0,1992,3.0
45,final consumption,Oil products - final consumption,496800000.0,1993,5.0
46,final consumption,Oil products - final consumption,491150000.0,1994,5.0
47,final consumption,Oil products - final consumption,461700000.0,1995,5.0
48,final consumption,Oil products - final consumption,461700000.0,1996,5.0
49,final consumption,Oil products - final consumption,473900000.0,1997,5.0
50,final consumption,Oil products - final consumption,510200000.0,1998,5.0
51,final consumption,Oil products - final consumption,508000000.0,1999,5.0
52,final consumption,Oil products - final consumption,528350000.0,2000,5.0
53,final consumption,Oil products - final consumption,536800000.0,2001,5.0
54,final consumption,Oil products - final consumption,563022871.3996155,2002,5.0
55,final consumption,Oil products - final consumption,579960982.2466583,2003,5.0
56,final consumption,Oil products - final consumption,579213654.2,2004,1.0
57,final consumption,Oil products - final consumption,610926943.0,2005,0.0
58,final consumption,Oil products - final consumption,611069911.2,2006,0.0
59,final consumption,Oil products - final consumption,770786135.2,2007,0.0
60,final consumption,Oil products - final consumption,829901792.8,2008,0.0
61,final consumption,Oil products - final consumption,747684290.8,2009,0.0
62,final consumption,Oil products - final consumption,714200000.0,2010,0.0
63,final consumption,Oil products - final consumption,800900000.0,2011,0.0
64,final consumption,Oil products - final consumption,713900000.0,2012,0.0
65,final consumption,Oil products - final consumption,728000000.0,2013,0.0
66,final consumption,Oil products - final consumption,703900000.0,2014,0.0
67,final consumption,Oil products - final consumption,733540000.0,2015,0.0
68,final consumption,Oil products - final consumption,720920000.0,2016,0.0
69,final consumption,Oil products - final consumption,767310000.0,2017,0.0
70,final consumption,Oil products - final consumption,867116260.0,2018,0.0
71,final consumption,Oil products - final consumption,967463507.0,2019,0.0
72,final consumption,Oil products - final consumption,845126544.4370842,2020,0.0
73,final consumption,Solid biofuels - final consumption,187500.0,2009,0.0
74,final consumption,Solid biofuels - final consumption,154100.0,2010,2.0
75,final consumption,Solid biofuels - final consumption,215700.0,2011,2.0
76,final consumption,Solid biofuels - final consumption,105500.0,2012,2.0
77,final consumption,Solid biofuels - final consumption,126900.0,2013,2.0
78,final consumption,Solid biofuels - final consumption,126900.0,2014,2.0
79,final consumption,Solid biofuels - final consumption,126900.0,2015,2.0
80,final consumption,Solid biofuels - final consumption,126900.0,2016,2.0
81,final consumption,Solid biofuels - final consumption,126900.0,2017,2.0
82,final consumption,Solid biofuels - final consumption,126900.0,2018,2.0
83,final consumption,Solid biofuels - final consumption,12500.0,2019,1.0
84,losses,Electricity - losses,25607776.143862102,2020,0.0
85,losses,Electricity - losses,60000000.0,2019,0.0
86,losses,Electricity - losses,90000000.0,2018,0.0
87,losses,Electricity - losses,290000000.0,2017,0.0
88,losses,Electricity - losses,400000000.0,2016,0.0
89,losses,Electricity - losses,380000000.0,2015,0.0
90,losses,Electricity - losses,370000000.0,2014,0.0
91,losses,Electricity - losses,400000000.0,2013,0.0
92,losses,Electricity - losses,390000000.0,2012,0.0
93,losses,Electricity - losses,530000000.0,2011,0.0
94,losses,Electricity - losses,530000000.0,2010,0.0
95,losses,Electricity - losses,490000000.0,2009,0.0
96,losses,Electricity - losses,490000000.0,2008,0.0
97,losses,Electricity - losses,500000000.0,2007,0.0
98,losses,Electricity - losses,440000000.0,2006,0.0
99,losses,Electricity - losses,360000000.0,2005,0.0
100,losses,Electricity - losses,550000000.0,2004,0.0
101,losses,Electricity - losses,620000000.0,2003,0.0
102,losses,Electricity - losses,570000000.0,2002,0.0
103,losses,Electricity - losses,570000000.0,2001,0.0
104,losses,Electricity - losses,550000000.0,2000,0.0
105,losses,Electricity - losses,420000000.0,1999,0.0
106,losses,Electricity - losses,520000000.0,1998,0.0
107,losses,Electricity - losses,480000000.0,1997,0.0
108,losses,Electricity - losses,380000000.0,1996,0.0
109,losses,Electricity - losses,280000000.0,1995,0.0
110,losses,Electricity - losses,320000000.0,1994,0.0
111,losses,Electricity - losses,330000000.0,1993,0.0
112,losses,Electricity - losses,260000000.0,1992,0.0
113,losses,Electricity - losses,260000000.0,1991,0.0
114,losses,Electricity - losses,220000000.0,1990,0.0
115,imports,Total amount of energy,1068600000.0,1990,0.0
116,imports,Total amount of energy,1151400000.0,1991,0.0
117,imports,Total amount of energy,1319400000.0,1992,6.0
118,imports,Total amount of energy,1427400000.0,1993,7.0
119,imports,Total amount of energy,1552950000.0,1994,6.0
120,imports,Total amount of energy,1571700000.0,1995,4.0
121,imports,Total amount of energy,1679100000.0,1996,4.0
122,imports,Total amount of energy,1775200000.0,1997,5.0
123,imports,Total amount of energy,1895400000.0,1998,5.0
124,imports,Total amount of energy,1929800000.0,1999,7.0
125,imports,Total amount of energy,2105750000.0,2000,7.0
126,imports,Total amount of energy,2150800000.0,2001,7.0
127,imports,Total amount of energy,2287257430.4,2002,6.0
128,imports,Total amount of energy,2251219642.2,2003,6.0
129,imports,Total amount of energy,2239372986.4,2004,2.0
130,imports,Total amount of energy,2228638799.0,2005,1.0
131,imports,Total amount of energy,2219198309.4,2006,0.0
132,imports,Total amount of energy,2726922740.6,2007,0.0
133,imports,Total amount of energy,2690335904.8,2008,0.0
134,imports,Total amount of energy,2615785718.4,2009,0.0
