,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Algeria,Electricity - total wind production,Electricity,total wind production,2019,"Kilowatt-hours, million",11.69,1
1,Algeria,Electricity - total wind production,Electricity,total wind production,2018,"Kilowatt-hours, million",10.52,1
2,Algeria,Electricity - total wind production,Electricity,total wind production,2017,"Kilowatt-hours, million",19.4,1
3,Algeria,Electricity - total wind production,Electricity,total wind production,2016,"Kilowatt-hours, million",19.4,1
4,Algeria,Electricity - total wind production,Electricity,total wind production,2015,"Kilowatt-hours, million",19.24,1
5,Algeria,Electricity - total wind production,Electricity,total wind production,2014,"Kilowatt-hours, million",1.0,1
6,Argentina,Electricity - total wind production,Electricity,total wind production,2020,"Kilowatt-hours, million",9412.333,
7,Argentina,Electricity - total wind production,Electricity,total wind production,2019,"Kilowatt-hours, million",4996.0,
8,Argentina,Electricity - total wind production,Electricity,total wind production,2018,"Kilowatt-hours, million",1413.0,
9,Argentina,Electricity - total wind production,Electricity,total wind production,2017,"Kilowatt-hours, million",612.0,
10,Argentina,Electricity - total wind production,Electricity,total wind production,2016,"Kilowatt-hours, million",547.0,
11,Argentina,Electricity - total wind production,Electricity,total wind production,2015,"Kilowatt-hours, million",599.0,
12,Argentina,Electricity - total wind production,Electricity,total wind production,2014,"Kilowatt-hours, million",619.0,
13,Argentina,Electricity - total wind production,Electricity,total wind production,2013,"Kilowatt-hours, million",461.0,
14,Argentina,Electricity - total wind production,Electricity,total wind production,2012,"Kilowatt-hours, million",369.0,
15,Argentina,Electricity - total wind production,Electricity,total wind production,2011,"Kilowatt-hours, million",26.0,
16,Argentina,Electricity - total wind production,Electricity,total wind production,2010,"Kilowatt-hours, million",25.0,
17,Argentina,Electricity - total wind production,Electricity,total wind production,2009,"Kilowatt-hours, million",36.0,
18,Argentina,Electricity - total wind production,Electricity,total wind production,2008,"Kilowatt-hours, million",42.0,
19,Argentina,Electricity - total wind production,Electricity,total wind production,2007,"Kilowatt-hours, million",61.0,
20,Argentina,Electricity - total wind production,Electricity,total wind production,2006,"Kilowatt-hours, million",70.0,
21,Argentina,Electricity - total wind production,Electricity,total wind production,2005,"Kilowatt-hours, million",75.0,
22,Argentina,Electricity - total wind production,Electricity,total wind production,2004,"Kilowatt-hours, million",72.0,
23,Argentina,Electricity - total wind production,Electricity,total wind production,2003,"Kilowatt-hours, million",78.0,
24,Argentina,Electricity - total wind production,Electricity,total wind production,2002,"Kilowatt-hours, million",73.0,
25,Argentina,Electricity - total wind production,Electricity,total wind production,2001,"Kilowatt-hours, million",49.0,
26,Argentina,Electricity - total wind production,Electricity,total wind production,2000,"Kilowatt-hours, million",35.0,
27,Argentina,Electricity - total wind production,Electricity,total wind production,1999,"Kilowatt-hours, million",35.0,
28,Argentina,Electricity - total wind production,Electricity,total wind production,1998,"Kilowatt-hours, million",33.0,
29,Argentina,Electricity - total wind production,Electricity,total wind production,1997,"Kilowatt-hours, million",15.0,
30,Argentina,Electricity - total wind production,Electricity,total wind production,1996,"Kilowatt-hours, million",10.0,
31,Armenia,Electricity - total wind production,Electricity,total wind production,2019,"Kilowatt-hours, million",3.23,
32,Armenia,Electricity - total wind production,Electricity,total wind production,2018,"Kilowatt-hours, million",1.881,
33,Armenia,Electricity - total wind production,Electricity,total wind production,2017,"Kilowatt-hours, million",2.1,
34,Armenia,Electricity - total wind production,Electricity,total wind production,2016,"Kilowatt-hours, million",2.0,
35,Armenia,Electricity - total wind production,Electricity,total wind production,2015,"Kilowatt-hours, million",3.0,
36,Armenia,Electricity - total wind production,Electricity,total wind production,2014,"Kilowatt-hours, million",4.0,
37,Armenia,Electricity - total wind production,Electricity,total wind production,2013,"Kilowatt-hours, million",4.0,
38,Armenia,Electricity - total wind production,Electricity,total wind production,2012,"Kilowatt-hours, million",4.0,
39,Armenia,Electricity - total wind production,Electricity,total wind production,2011,"Kilowatt-hours, million",6.0,
40,Armenia,Electricity - total wind production,Electricity,total wind production,2010,"Kilowatt-hours, million",7.0,
41,Armenia,Electricity - total wind production,Electricity,total wind production,2009,"Kilowatt-hours, million",4.0,
42,Armenia,Electricity - total wind production,Electricity,total wind production,2008,"Kilowatt-hours, million",2.0,
43,Aruba,Electricity - total wind production,Electricity,total wind production,2019,"Kilowatt-hours, million",164.9,1
44,Aruba,Electricity - total wind production,Electricity,total wind production,2018,"Kilowatt-hours, million",174.9,1
45,Aruba,Electricity - total wind production,Electricity,total wind production,2017,"Kilowatt-hours, million",143.8,1
46,Aruba,Electricity - total wind production,Electricity,total wind production,2016,"Kilowatt-hours, million",144.9,1
47,Aruba,Electricity - total wind production,Electricity,total wind production,2015,"Kilowatt-hours, million",138.4,1
48,Aruba,Electricity - total wind production,Electricity,total wind production,2014,"Kilowatt-hours, million",138.4,1
49,Aruba,Electricity - total wind production,Electricity,total wind production,2013,"Kilowatt-hours, million",138.4,1
50,Aruba,Electricity - total wind production,Electricity,total wind production,2012,"Kilowatt-hours, million",136.4,
