,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2020,"Metric tons,  thousand",100.0,
1,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2019,"Metric tons,  thousand",130.0,
2,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2018,"Metric tons,  thousand",125.0,
3,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2017,"Metric tons,  thousand",87.87,
4,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2016,"Metric tons,  thousand",92.0,
5,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2015,"Metric tons,  thousand",34.0,
6,Albania,Of which: biodiesel - Imports,Of which: biodiesel,Imports,2014,"Metric tons,  thousand",29.0,
7,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2020,"Metric tons,  thousand",100.0,
8,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2019,"Metric tons,  thousand",130.0,
9,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2018,"Metric tons,  thousand",125.0,
10,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2017,"Metric tons,  thousand",87.87,
11,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2016,"Metric tons,  thousand",92.0,
12,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2015,"Metric tons,  thousand",34.0,
13,Albania,Of which: biodiesel - Final energy consumption,Of which: biodiesel,Final energy consumption,2014,"Metric tons,  thousand",29.0,
14,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2020,"Metric tons,  thousand",100.0,
15,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2019,"Metric tons,  thousand",130.0,
16,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2018,"Metric tons,  thousand",125.0,
17,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2017,"Metric tons,  thousand",87.87,
18,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2016,"Metric tons,  thousand",92.0,
19,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2015,"Metric tons,  thousand",34.0,
20,Albania,Of which: biodiesel - Consumption in transport,Of which: biodiesel,Consumption in transport,2014,"Metric tons,  thousand",29.0,
21,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2020,"Metric tons,  thousand",100.0,
22,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2019,"Metric tons,  thousand",130.0,
23,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2018,"Metric tons,  thousand",125.0,
24,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2017,"Metric tons,  thousand",87.87,
25,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2016,"Metric tons,  thousand",92.0,
26,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2015,"Metric tons,  thousand",34.0,
27,Albania,Of which: biodiesel - Consumption by road,Of which: biodiesel,Consumption by road,2014,"Metric tons,  thousand",29.0,
28,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2020,"Metric tons,  thousand",100.0,
29,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2019,"Metric tons,  thousand",130.0,
30,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2018,"Metric tons,  thousand",125.0,
31,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2017,"Metric tons,  thousand",87.87,
32,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2016,"Metric tons,  thousand",92.0,
33,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2015,"Metric tons,  thousand",34.0,
34,Albania,Of which: biodiesel - Total energy supply,Of which: biodiesel,Total energy supply,2014,"Metric tons,  thousand",29.0,
35,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2020,"Metric tons,  thousand",100.0,
36,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2019,"Metric tons,  thousand",130.0,
37,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2018,"Metric tons,  thousand",125.0,
38,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2017,"Metric tons,  thousand",87.87,
39,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2016,"Metric tons,  thousand",92.0,
40,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2015,"Metric tons,  thousand",34.0,
41,Albania,Of which: biodiesel - Final consumption,Of which: biodiesel,Final consumption,2014,"Metric tons,  thousand",29.0,
42,Argentina,Of which: biodiesel - Receipts from other sources,Of which: biodiesel,Receipts from other sources,2020,"Metric tons,  thousand",567.199,
43,Argentina,Of which: biodiesel - Receipts from other sources,Of which: biodiesel,Receipts from other sources,2019,"Metric tons,  thousand",1132.0,
44,Argentina,Of which: biodiesel - Receipts from other sources,Of which: biodiesel,Receipts from other sources,2018,"Metric tons,  thousand",1027.0,
45,Argentina,Of which: biodiesel - Receipts from other sources,Of which: biodiesel,Receipts from other sources,2017,"Metric tons,  thousand",1221.0,
46,Argentina,Of which: biodiesel - Receipts from other sources,Of which: biodiesel,Receipts from other sources,2016,"Metric tons,  thousand",1033.0,
