,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Refinery gas - Production,Refinery gas,Production,2020,"Metric tons,  thousand",2.9,
1,Albania,Refinery gas - Production,Refinery gas,Production,2019,"Metric tons,  thousand",7.2,
2,Albania,Refinery gas - Production,Refinery gas,Production,2018,"Metric tons,  thousand",8.5,
3,Albania,Refinery gas - Production,Refinery gas,Production,2017,"Metric tons,  thousand",19.3,
4,Albania,Refinery gas - Production,Refinery gas,Production,2016,"Metric tons,  thousand",6.0,1
5,Albania,Refinery gas - Production,Refinery gas,Production,2015,"Metric tons,  thousand",12.0,1
6,Albania,Refinery gas - Production,Refinery gas,Production,2014,"Metric tons,  thousand",11.58,
7,Albania,Refinery gas - Production,Refinery gas,Production,2013,"Metric tons,  thousand",0.0,
8,Albania,Refinery gas - Production,Refinery gas,Production,2012,"Metric tons,  thousand",4.5,
9,Albania,Refinery gas - Production,Refinery gas,Production,2011,"Metric tons,  thousand",10.0,
10,Albania,Refinery gas - Production,Refinery gas,Production,2010,"Metric tons,  thousand",3.54,
11,Albania,Refinery gas - Production,Refinery gas,Production,2009,"Metric tons,  thousand",13.1,
12,Albania,Refinery gas - Production,Refinery gas,Production,2008,"Metric tons,  thousand",9.03,
13,Albania,Refinery gas - Production,Refinery gas,Production,2007,"Metric tons,  thousand",14.0,
14,Albania,Refinery gas - Production,Refinery gas,Production,2006,"Metric tons,  thousand",14.0,
15,Albania,Refinery gas - Production,Refinery gas,Production,2005,"Metric tons,  thousand",11.0,
16,Albania,Refinery gas - Production,Refinery gas,Production,2004,"Metric tons,  thousand",8.0,
17,Albania,Refinery gas - Production,Refinery gas,Production,2003,"Metric tons,  thousand",8.0,
18,Albania,Refinery gas - Production,Refinery gas,Production,2002,"Metric tons,  thousand",9.0,
19,Albania,Refinery gas - Production,Refinery gas,Production,2001,"Metric tons,  thousand",8.0,
20,Albania,Refinery gas - Production,Refinery gas,Production,2000,"Metric tons,  thousand",9.0,
21,Albania,Refinery gas - Production,Refinery gas,Production,1999,"Metric tons,  thousand",9.0,
22,Albania,Refinery gas - Production,Refinery gas,Production,1998,"Metric tons,  thousand",30.0,
23,Albania,Refinery gas - Production,Refinery gas,Production,1997,"Metric tons,  thousand",30.0,
24,Albania,Refinery gas - Production,Refinery gas,Production,1996,"Metric tons,  thousand",40.0,
25,Albania,Refinery gas - Production,Refinery gas,Production,1995,"Metric tons,  thousand",49.98,
26,Albania,Refinery gas - Production,Refinery gas,Production,1994,"Metric tons,  thousand",49.98,
27,Albania,Refinery gas - Production,Refinery gas,Production,1993,"Metric tons,  thousand",49.98,
28,Albania,Refinery gas - Production,Refinery gas,Production,1992,"Metric tons,  thousand",49.98,
29,Albania,Refinery gas - Production,Refinery gas,Production,1991,"Metric tons,  thousand",49.98,
30,Albania,Refinery gas - Production,Refinery gas,Production,1990,"Metric tons,  thousand",9.0,1
31,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2020,"Metric tons,  thousand",2.9,
32,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2019,"Metric tons,  thousand",7.2,
33,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2018,"Metric tons,  thousand",8.5,
34,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2017,"Metric tons,  thousand",19.3,
35,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2016,"Metric tons,  thousand",6.0,1
36,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2015,"Metric tons,  thousand",12.0,1
37,Albania,Refinery gas - Production from refineries,Refinery gas,Production from refineries,2014,"Metric tons,  thousand",11.58,
