,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2020,Terajoules,39.0,
1,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2019,Terajoules,38.0,
2,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2018,Terajoules,38.0,
3,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2017,Terajoules,45.0,
4,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2016,Terajoules,39.0,
5,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2015,Terajoules,55.0,
6,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2014,Terajoules,113.0,
7,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2013,Terajoules,108.0,
8,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2012,Terajoules,165.0,
9,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2011,Terajoules,507.0,
10,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2010,Terajoules,415.0,
11,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2009,Terajoules,443.0,
12,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2008,Terajoules,590.0,
13,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2007,Terajoules,787.0,
14,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2006,Terajoules,1030.0,
15,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2005,Terajoules,5103.0,
16,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2004,Terajoules,5099.0,
17,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2003,Terajoules,5099.0,
18,Australia,Gasworks Gas - Receipts from other sources,Gasworks Gas,Receipts from other sources,2002,Terajoules,5140.0,
