,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Petroleum coke - Production,Petroleum coke,Production,2020,"Metric tons,  thousand",9.65,
1,Albania,Petroleum coke - Production,Petroleum coke,Production,2019,"Metric tons,  thousand",54.42,
2,Albania,Petroleum coke - Production,Petroleum coke,Production,2018,"Metric tons,  thousand",58.33,
3,Albania,Petroleum coke - Production,Petroleum coke,Production,2017,"Metric tons,  thousand",105.47,
4,Albania,Petroleum coke - Production,Petroleum coke,Production,2016,"Metric tons,  thousand",14.0,
5,Albania,Petroleum coke - Production,Petroleum coke,Production,2015,"Metric tons,  thousand",19.0,
6,Albania,Petroleum coke - Production,Petroleum coke,Production,2014,"Metric tons,  thousand",75.92,
7,Albania,Petroleum coke - Production,Petroleum coke,Production,2013,"Metric tons,  thousand",0.0,
8,Albania,Petroleum coke - Production,Petroleum coke,Production,2012,"Metric tons,  thousand",14.91,
9,Albania,Petroleum coke - Production,Petroleum coke,Production,2011,"Metric tons,  thousand",61.67,
10,Albania,Petroleum coke - Production,Petroleum coke,Production,2010,"Metric tons,  thousand",16.34,
11,Albania,Petroleum coke - Production,Petroleum coke,Production,2009,"Metric tons,  thousand",71.86,
12,Albania,Petroleum coke - Production,Petroleum coke,Production,2008,"Metric tons,  thousand",46.8,
13,Albania,Petroleum coke - Production,Petroleum coke,Production,2007,"Metric tons,  thousand",70.0,
14,Albania,Petroleum coke - Production,Petroleum coke,Production,2006,"Metric tons,  thousand",62.0,
15,Albania,Petroleum coke - Production,Petroleum coke,Production,2005,"Metric tons,  thousand",46.0,
16,Albania,Petroleum coke - Production,Petroleum coke,Production,2004,"Metric tons,  thousand",58.0,
17,Albania,Petroleum coke - Production,Petroleum coke,Production,2003,"Metric tons,  thousand",65.0,
18,Albania,Petroleum coke - Production,Petroleum coke,Production,2002,"Metric tons,  thousand",64.0,
19,Albania,Petroleum coke - Production,Petroleum coke,Production,2001,"Metric tons,  thousand",59.0,
20,Albania,Petroleum coke - Production,Petroleum coke,Production,2000,"Metric tons,  thousand",59.0,
21,Albania,Petroleum coke - Production,Petroleum coke,Production,1999,"Metric tons,  thousand",66.0,
22,Albania,Petroleum coke - Production,Petroleum coke,Production,1998,"Metric tons,  thousand",58.0,
23,Albania,Petroleum coke - Production,Petroleum coke,Production,1997,"Metric tons,  thousand",34.0,
24,Albania,Petroleum coke - Production,Petroleum coke,Production,1996,"Metric tons,  thousand",61.0,
25,Albania,Petroleum coke - Production,Petroleum coke,Production,1995,"Metric tons,  thousand",69.0,
26,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2020,"Metric tons,  thousand",9.65,
27,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2019,"Metric tons,  thousand",54.42,
28,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2018,"Metric tons,  thousand",58.33,
29,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2017,"Metric tons,  thousand",105.47,
30,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2016,"Metric tons,  thousand",14.0,
31,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2015,"Metric tons,  thousand",19.0,
32,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2014,"Metric tons,  thousand",75.92,
33,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2013,"Metric tons,  thousand",0.0,
34,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2012,"Metric tons,  thousand",14.91,
35,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2011,"Metric tons,  thousand",61.67,
36,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2010,"Metric tons,  thousand",16.34,
37,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2009,"Metric tons,  thousand",71.86,
38,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2008,"Metric tons,  thousand",46.8,
39,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2007,"Metric tons,  thousand",70.0,
40,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2006,"Metric tons,  thousand",62.0,
41,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2005,"Metric tons,  thousand",46.0,
42,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2004,"Metric tons,  thousand",58.0,
43,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2003,"Metric tons,  thousand",65.0,
44,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2002,"Metric tons,  thousand",64.0,
45,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2001,"Metric tons,  thousand",59.0,
46,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2000,"Metric tons,  thousand",59.0,
47,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1999,"Metric tons,  thousand",66.0,
48,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1998,"Metric tons,  thousand",58.0,
49,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1997,"Metric tons,  thousand",34.0,
50,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1996,"Metric tons,  thousand",61.0,
51,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1995,"Metric tons,  thousand",69.0,
52,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2020,"Metric tons,  thousand",64.54,
53,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2019,"Metric tons,  thousand",70.18,
54,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2018,"Metric tons,  thousand",28.44,
55,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2017,"Metric tons,  thousand",75.0,
56,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2016,"Metric tons,  thousand",80.0,
57,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2015,"Metric tons,  thousand",53.0,
58,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2014,"Metric tons,  thousand",92.49,
59,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2013,"Metric tons,  thousand",77.04,
60,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2012,"Metric tons,  thousand",74.17,
61,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2011,"Metric tons,  thousand",85.33,
62,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2010,"Metric tons,  thousand",106.02,
63,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2009,"Metric tons,  thousand",0.0,
64,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2008,"Metric tons,  thousand",0.0,
65,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2007,"Metric tons,  thousand",0.0,
66,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2006,"Metric tons,  thousand",39.0,
67,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2005,"Metric tons,  thousand",0.0,
68,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2004,"Metric tons,  thousand",107.0,
69,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2003,"Metric tons,  thousand",82.0,
70,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2002,"Metric tons,  thousand",84.0,
71,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2001,"Metric tons,  thousand",111.0,
72,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2000,"Metric tons,  thousand",103.0,
