,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2015,"Metric tons,  thousand",1.0,
1,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2014,"Metric tons,  thousand",0.0,
2,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2013,"Metric tons,  thousand",0.0,
3,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2012,"Metric tons,  thousand",0.0,
4,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2011,"Metric tons,  thousand",1.0,
5,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2015,"Metric tons,  thousand",2.0,
6,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2014,"Metric tons,  thousand",0.0,
7,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2013,"Metric tons,  thousand",0.0,
8,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2012,"Metric tons,  thousand",0.0,
9,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2011,"Metric tons,  thousand",2.0,
10,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2015,"Metric tons,  thousand",-1.0,
11,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2014,"Metric tons,  thousand",0.0,
12,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2013,"Metric tons,  thousand",0.0,
13,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2012,"Metric tons,  thousand",0.0,
14,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2011,"Metric tons,  thousand",-1.0,
15,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2015,"Metric tons,  thousand",0.0,
16,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2014,"Metric tons,  thousand",0.0,
17,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2013,"Metric tons,  thousand",0.0,
18,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2012,"Metric tons,  thousand",0.0,
19,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2011,"Metric tons,  thousand",0.0,
