,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2020,Terajoules,563.48,
1,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2019,Terajoules,558.18,
2,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2018,Terajoules,563.71,
3,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2017,Terajoules,552.658,
4,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2016,Terajoules,504.0,
5,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2015,Terajoules,493.0,
6,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2014,Terajoules,502.0,
7,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2013,Terajoules,481.0,
8,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2012,Terajoules,477.0,
9,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2011,Terajoules,477.0,
10,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2010,Terajoules,281.0,
11,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2009,Terajoules,279.0,
12,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2008,Terajoules,272.0,
13,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2007,Terajoules,264.0,
14,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2006,Terajoules,96.0,
15,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2005,Terajoules,96.0,
16,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2004,Terajoules,57.0,
17,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2003,Terajoules,84.0,
18,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2002,Terajoules,59.0,
19,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2001,Terajoules,57.0,
20,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,2000,Terajoules,46.0,
21,Albania,Direct use of solar thermal heat - Final energy consumption,Direct use of solar thermal heat,Final energy consumption,1999,Terajoules,37.0,
22,Albania,"Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry",Direct use of solar thermal heat,"Consumption by manufacturing, construction and non-fuel mining industry",2020,Terajoules,46.0,
23,Albania,"Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry",Direct use of solar thermal heat,"Consumption by manufacturing, construction and non-fuel mining industry",2019,Terajoules,41.03,
24,Albania,"Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry",Direct use of solar thermal heat,"Consumption by manufacturing, construction and non-fuel mining industry",2018,Terajoules,41.03,
25,Albania,"Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry",Direct use of solar thermal heat,"Consumption by manufacturing, construction and non-fuel mining industry",2017,Terajoules,30.145,
26,Albania,"Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.",Direct use of solar thermal heat,"Consumption by other manuf., const. and non-fuel ind.",2020,Terajoules,46.0,
27,Albania,"Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.",Direct use of solar thermal heat,"Consumption by other manuf., const. and non-fuel ind.",2019,Terajoules,41.03,
28,Albania,"Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.",Direct use of solar thermal heat,"Consumption by other manuf., const. and non-fuel ind.",2018,Terajoules,41.03,
