,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
74,Armenia,Lignite - Total energy supply,Lignite,Total energy supply,2015,"Metric tons,  thousand",0.06,
75,Armenia,Lignite - Final consumption,Lignite,Final consumption,2019,"Metric tons,  thousand",0.06,
76,Armenia,Lignite - Final consumption,Lignite,Final consumption,2018,"Metric tons,  thousand",0.06,
77,Armenia,Lignite - Final consumption,Lignite,Final consumption,2017,"Metric tons,  thousand",0.06,
78,Armenia,Lignite - Final consumption,Lignite,Final consumption,2016,"Metric tons,  thousand",0.06,
79,Armenia,Lignite - Final consumption,Lignite,Final consumption,2015,"Metric tons,  thousand",0.06,
80,Australia,Lignite - Production,Lignite,Production,2020,"Metric tons,  thousand",41513.0,
81,Australia,Lignite - Production,Lignite,Production,2019,"Metric tons,  thousand",43315.0,
82,Australia,Lignite - Production,Lignite,Production,2018,"Metric tons,  thousand",45956.0,
83,Australia,Lignite - Production,Lignite,Production,2017,"Metric tons,  thousand",56719.0,
84,Australia,Lignite - Production,Lignite,Production,2016,"Metric tons,  thousand",61473.0,
85,Australia,Lignite - Production,Lignite,Production,2015,"Metric tons,  thousand",65361.0,
86,Australia,Lignite - Production,Lignite,Production,2014,"Metric tons,  thousand",60543.0,
87,Australia,Lignite - Production,Lignite,Production,2013,"Metric tons,  thousand",62335.0,
88,Australia,Lignite - Production,Lignite,Production,2012,"Metric tons,  thousand",71991.0,
89,Australia,Lignite - Production,Lignite,Production,2011,"Metric tons,  thousand",70403.0,
90,Australia,Lignite - Production,Lignite,Production,2010,"Metric tons,  thousand",72547.0,
91,Australia,Lignite - Production,Lignite,Production,2009,"Metric tons,  thousand",72037.0,
92,Australia,Lignite - Production,Lignite,Production,2008,"Metric tons,  thousand",69907.0,
93,Australia,Lignite - Production,Lignite,Production,2007,"Metric tons,  thousand",69493.0,
94,Australia,Lignite - Production,Lignite,Production,2006,"Metric tons,  thousand",71216.0,
95,Australia,Lignite - Production,Lignite,Production,2005,"Metric tons,  thousand",70533.0,
96,Australia,Lignite - Production,Lignite,Production,2004,"Metric tons,  thousand",69551.0,
97,Australia,Lignite - Production,Lignite,Production,2003,"Metric tons,  thousand",70049.0,
98,Australia,Lignite - Production,Lignite,Production,2002,"Metric tons,  thousand",66661.0,
99,Australia,Lignite - Production,Lignite,Production,2001,"Metric tons,  thousand",64960.0,
100,Australia,Lignite - Production,Lignite,Production,2000,"Metric tons,  thousand",67293.0,
101,Australia,Lignite - Production,Lignite,Production,1999,"Metric tons,  thousand",67281.0,
102,Australia,Lignite - Production,Lignite,Production,1998,"Metric tons,  thousand",66259.0,
103,Australia,Lignite - Production,Lignite,Production,1997,"Metric tons,  thousand",58155.0,
104,Australia,Lignite - Production,Lignite,Production,1996,"Metric tons,  thousand",53712.0,
105,Australia,Lignite - Production,Lignite,Production,1995,"Metric tons,  thousand",50752.0,
106,Australia,Lignite - Production,Lignite,Production,1994,"Metric tons,  thousand",48752.0,
107,Australia,Lignite - Production,Lignite,Production,1993,"Metric tons,  thousand",47648.0,
108,Australia,Lignite - Production,Lignite,Production,1992,"Metric tons,  thousand",50723.0,
109,Australia,Lignite - Production,Lignite,Production,1991,"Metric tons,  thousand",49386.0,
110,Australia,Lignite - Production,Lignite,Production,1990,"Metric tons,  thousand",45990.0,
111,Australia,Lignite - Transformation,Lignite,Transformation,2019,"Metric tons,  thousand",42987.0,
112,Australia,Lignite - Transformation,Lignite,Transformation,2018,"Metric tons,  thousand",45282.0,
113,Australia,Lignite - Transformation,Lignite,Transformation,2017,"Metric tons,  thousand",55906.0,
114,Australia,Lignite - Transformation,Lignite,Transformation,2016,"Metric tons,  thousand",62393.0,
115,Australia,Lignite - Transformation,Lignite,Transformation,2015,"Metric tons,  thousand",64944.0,
116,Australia,Lignite - Transformation,Lignite,Transformation,2014,"Metric tons,  thousand",60931.0,
117,Australia,Lignite - Transformation,Lignite,Transformation,2013,"Metric tons,  thousand",62685.0,
118,Australia,Lignite - Transformation,Lignite,Transformation,2012,"Metric tons,  thousand",71774.0,
119,Australia,Lignite - Transformation,Lignite,Transformation,2011,"Metric tons,  thousand",70692.0,
120,Australia,Lignite - Transformation,Lignite,Transformation,2010,"Metric tons,  thousand",72033.0,
121,Australia,Lignite - Transformation,Lignite,Transformation,2009,"Metric tons,  thousand",72788.0,
122,Australia,Lignite - Transformation,Lignite,Transformation,2008,"Metric tons,  thousand",70391.0,
123,Australia,Lignite - Transformation,Lignite,Transformation,2007,"Metric tons,  thousand",70087.0,
124,Australia,Lignite - Transformation,Lignite,Transformation,2006,"Metric tons,  thousand",70400.0,
125,Australia,Lignite - Transformation,Lignite,Transformation,2005,"Metric tons,  thousand",69099.0,
126,Australia,Lignite - Transformation,Lignite,Transformation,2004,"Metric tons,  thousand",69372.0,
127,Australia,Lignite - Transformation,Lignite,Transformation,2003,"Metric tons,  thousand",67869.0,
128,Australia,Lignite - Transformation,Lignite,Transformation,2002,"Metric tons,  thousand",66659.0,
129,Australia,Lignite - Transformation,Lignite,Transformation,2001,"Metric tons,  thousand",64960.0,
130,Australia,Lignite - Transformation,Lignite,Transformation,2000,"Metric tons,  thousand",67293.0,
131,Australia,Lignite - Transformation,Lignite,Transformation,1999,"Metric tons,  thousand",67279.0,
132,Australia,Lignite - Transformation,Lignite,Transformation,1998,"Metric tons,  thousand",66404.0,
133,Australia,Lignite - Transformation,Lignite,Transformation,1997,"Metric tons,  thousand",58105.0,
134,Australia,Lignite - Transformation,Lignite,Transformation,1996,"Metric tons,  thousand",53662.0,
135,Australia,Lignite - Transformation,Lignite,Transformation,1995,"Metric tons,  thousand",50698.0,
136,Australia,Lignite - Transformation,Lignite,Transformation,1994,"Metric tons,  thousand",48700.0,
137,Australia,Lignite - Transformation,Lignite,Transformation,1993,"Metric tons,  thousand",47597.0,
138,Australia,Lignite - Transformation,Lignite,Transformation,1992,"Metric tons,  thousand",50675.0,
139,Australia,Lignite - Transformation,Lignite,Transformation,1991,"Metric tons,  thousand",49342.0,
140,Australia,Lignite - Transformation,Lignite,Transformation,1990,"Metric tons,  thousand",45917.0,
141,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2016,"Metric tons,  thousand",0.0,
142,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2015,"Metric tons,  thousand",97.0,
143,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2014,"Metric tons,  thousand",574.0,
144,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2013,"Metric tons,  thousand",588.0,
145,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2012,"Metric tons,  thousand",629.0,
146,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2011,"Metric tons,  thousand",537.0,
147,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2010,"Metric tons,  thousand",475.0,
148,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2009,"Metric tons,  thousand",601.0,
149,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2008,"Metric tons,  thousand",680.0,
150,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2007,"Metric tons,  thousand",723.0,
151,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2006,"Metric tons,  thousand",769.0,
152,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2005,"Metric tons,  thousand",1001.0,
153,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2004,"Metric tons,  thousand",954.0,
154,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2003,"Metric tons,  thousand",1277.0,
155,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2002,"Metric tons,  thousand",782.0,
156,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2001,"Metric tons,  thousand",792.0,
157,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,2000,"Metric tons,  thousand",955.0,
158,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1999,"Metric tons,  thousand",954.0,
159,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1998,"Metric tons,  thousand",1426.0,
160,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1997,"Metric tons,  thousand",1536.0,
161,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1996,"Metric tons,  thousand",1303.0,
162,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1995,"Metric tons,  thousand",1430.0,
163,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1994,"Metric tons,  thousand",1470.0,
164,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1993,"Metric tons,  thousand",1264.0,
165,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1992,"Metric tons,  thousand",2010.0,
166,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1991,"Metric tons,  thousand",1800.0,
167,Australia,Lignite - Transformation in briquetting plants,Lignite,Transformation in briquetting plants,1990,"Metric tons,  thousand",1780.0,
168,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2019,"Metric tons,  thousand",42987.0,
169,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2018,"Metric tons,  thousand",45282.0,
170,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2017,"Metric tons,  thousand",55906.0,
171,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2016,"Metric tons,  thousand",62393.0,
172,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2015,"Metric tons,  thousand",64847.0,
173,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2014,"Metric tons,  thousand",60357.0,
174,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2013,"Metric tons,  thousand",62097.0,
175,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2012,"Metric tons,  thousand",71145.0,
176,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2011,"Metric tons,  thousand",70155.0,
177,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2010,"Metric tons,  thousand",71558.0,
178,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2009,"Metric tons,  thousand",72187.0,
179,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2008,"Metric tons,  thousand",69711.0,
180,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2007,"Metric tons,  thousand",69364.0,
181,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2006,"Metric tons,  thousand",69631.0,
182,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2005,"Metric tons,  thousand",68098.0,
183,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2004,"Metric tons,  thousand",68418.0,
184,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2003,"Metric tons,  thousand",66592.0,
185,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2002,"Metric tons,  thousand",65877.0,
186,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2001,"Metric tons,  thousand",64168.0,
187,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",2000,"Metric tons,  thousand",66338.0,
188,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1999,"Metric tons,  thousand",66325.0,
189,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1998,"Metric tons,  thousand",64978.0,
190,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1997,"Metric tons,  thousand",56569.0,
191,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1996,"Metric tons,  thousand",52359.0,
192,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1995,"Metric tons,  thousand",49268.0,
193,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1994,"Metric tons,  thousand",47230.0,
194,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1993,"Metric tons,  thousand",46333.0,
195,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1992,"Metric tons,  thousand",48665.0,
196,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1991,"Metric tons,  thousand",47542.0,
197,Australia,"Lignite - Transformation in electricity, CHP and heat plants",Lignite,"Transformation in electricity, CHP and heat plants",1990,"Metric tons,  thousand",44137.0,
198,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2019,"Metric tons,  thousand",42127.0,
199,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2018,"Metric tons,  thousand",44376.0,
200,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2017,"Metric tons,  thousand",54788.0,
201,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2016,"Metric tons,  thousand",61145.0,
202,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2015,"Metric tons,  thousand",63550.0,
203,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2014,"Metric tons,  thousand",59150.0,
204,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2013,"Metric tons,  thousand",60855.0,
205,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2012,"Metric tons,  thousand",69722.0,
206,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2011,"Metric tons,  thousand",68752.0,
207,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2010,"Metric tons,  thousand",70127.0,
208,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2009,"Metric tons,  thousand",70743.0,
209,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2008,"Metric tons,  thousand",68317.0,
210,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2007,"Metric tons,  thousand",67977.0,
211,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2006,"Metric tons,  thousand",68238.0,
212,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2005,"Metric tons,  thousand",66736.0,
213,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2004,"Metric tons,  thousand",67050.0,
214,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2003,"Metric tons,  thousand",65260.0,
215,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2002,"Metric tons,  thousand",64408.0,
216,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2001,"Metric tons,  thousand",62584.0,
217,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,2000,"Metric tons,  thousand",65249.0,
218,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1999,"Metric tons,  thousand",65234.0,
219,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1998,"Metric tons,  thousand",63948.0,
220,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1997,"Metric tons,  thousand",55561.0,
221,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1996,"Metric tons,  thousand",51513.0,
222,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1995,"Metric tons,  thousand",48364.0,
223,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1994,"Metric tons,  thousand",46127.0,
224,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1993,"Metric tons,  thousand",45251.0,
225,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1992,"Metric tons,  thousand",47492.0,
226,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1991,"Metric tons,  thousand",45155.0,
227,Australia,Lignite - Transformation in main activity electricity plants,Lignite,Transformation in main activity electricity plants,1990,"Metric tons,  thousand",41832.0,
228,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,2001,"Metric tons,  thousand",1584.0,
229,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,2000,"Metric tons,  thousand",1089.0,
230,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1999,"Metric tons,  thousand",1091.0,
231,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1998,"Metric tons,  thousand",1030.0,
232,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1997,"Metric tons,  thousand",1008.0,
233,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1996,"Metric tons,  thousand",846.0,
234,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1995,"Metric tons,  thousand",904.0,
235,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1994,"Metric tons,  thousand",1103.0,
236,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1993,"Metric tons,  thousand",1082.0,
237,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1992,"Metric tons,  thousand",1173.0,
238,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1991,"Metric tons,  thousand",1183.0,
239,Australia,Lignite - Transformation in autoproducer electricity plants,Lignite,Transformation in autoproducer electricity plants,1990,"Metric tons,  thousand",1069.0,
240,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2019,"Metric tons,  thousand",860.0,
241,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2018,"Metric tons,  thousand",906.0,
242,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2017,"Metric tons,  thousand",1118.0,
243,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2016,"Metric tons,  thousand",1248.0,
244,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2015,"Metric tons,  thousand",1297.0,
245,Australia,Lignite - Transformation in main activity CHP plants,Lignite,Transformation in main activity CHP plants,2014,"Metric tons,  thousand",1207.0,
