,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Oil shale - Production,Oil shale,Production,1998,"Metric tons,  thousand",10.0,1
1,Albania,Oil shale - Production,Oil shale,Production,1997,"Metric tons,  thousand",10.0,1
2,Albania,Oil shale - Production,Oil shale,Production,1996,"Metric tons,  thousand",10.0,1
3,Albania,Oil shale - Production,Oil shale,Production,1995,"Metric tons,  thousand",10.0,1
4,Albania,Oil shale - Production,Oil shale,Production,1994,"Metric tons,  thousand",10.0,
5,Albania,Oil shale - Production,Oil shale,Production,1993,"Metric tons,  thousand",14.0,
6,Albania,Oil shale - Production,Oil shale,Production,1992,"Metric tons,  thousand",7.0,
7,Albania,Oil shale - Production,Oil shale,Production,1991,"Metric tons,  thousand",39.0,
8,Albania,Oil shale - Production,Oil shale,Production,1990,"Metric tons,  thousand",95.0,1
9,Albania,Oil shale - Transformation,Oil shale,Transformation,1998,"Metric tons,  thousand",10.0,1
10,Albania,Oil shale - Transformation,Oil shale,Transformation,1997,"Metric tons,  thousand",10.0,1
11,Albania,Oil shale - Transformation,Oil shale,Transformation,1996,"Metric tons,  thousand",10.0,1
12,Albania,Oil shale - Transformation,Oil shale,Transformation,1995,"Metric tons,  thousand",10.0,1
13,Albania,Oil shale - Transformation,Oil shale,Transformation,1994,"Metric tons,  thousand",10.0,1
14,Albania,Oil shale - Transformation,Oil shale,Transformation,1993,"Metric tons,  thousand",14.0,1
15,Albania,Oil shale - Transformation,Oil shale,Transformation,1992,"Metric tons,  thousand",7.0,1
16,Albania,Oil shale - Transformation,Oil shale,Transformation,1991,"Metric tons,  thousand",39.0,1
17,Albania,Oil shale - Transformation,Oil shale,Transformation,1990,"Metric tons,  thousand",95.0,1
18,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1998,"Metric tons,  thousand",10.0,1
19,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1997,"Metric tons,  thousand",10.0,1
20,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1996,"Metric tons,  thousand",10.0,1
21,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1995,"Metric tons,  thousand",10.0,1
22,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1994,"Metric tons,  thousand",10.0,1
23,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1993,"Metric tons,  thousand",14.0,1
24,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1992,"Metric tons,  thousand",7.0,1
25,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1991,"Metric tons,  thousand",39.0,1
26,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1990,"Metric tons,  thousand",95.0,1
27,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1998,"Metric tons,  thousand",10.0,1
28,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1997,"Metric tons,  thousand",10.0,1
