,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Afghanistan,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2020,"Metric tons,  thousand",0.4,1
1,Afghanistan,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2019,"Metric tons,  thousand",0.4,
2,Afghanistan,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2020,"Metric tons,  thousand",0.4,1
3,Afghanistan,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2019,"Metric tons,  thousand",0.4,1
4,Afghanistan,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2020,"Metric tons,  thousand",0.4,1
5,Afghanistan,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2019,"Metric tons,  thousand",0.4,1
6,Afghanistan,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2020,"Metric tons,  thousand",0.4,1
7,Afghanistan,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2019,"Metric tons,  thousand",0.4,
8,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2009,"Metric tons,  thousand",0.0,
9,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2008,"Metric tons,  thousand",1.0,
10,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2007,"Metric tons,  thousand",0.0,
11,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2006,"Metric tons,  thousand",4.0,
12,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2009,"Metric tons,  thousand",0.0,
13,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2008,"Metric tons,  thousand",1.0,
14,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2007,"Metric tons,  thousand",0.0,
15,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2006,"Metric tons,  thousand",4.0,
16,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2009,"Metric tons,  thousand",0.0,
17,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2008,"Metric tons,  thousand",1.0,
18,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2007,"Metric tons,  thousand",0.0,
19,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2006,"Metric tons,  thousand",4.0,
20,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2006,"Metric tons,  thousand",2.0,
21,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2005,"Metric tons,  thousand",2.0,
22,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2004,"Metric tons,  thousand",2.0,
23,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2003,"Metric tons,  thousand",2.0,
24,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2002,"Metric tons,  thousand",2.0,
25,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2001,"Metric tons,  thousand",2.0,
26,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2000,"Metric tons,  thousand",2.0,
27,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1999,"Metric tons,  thousand",2.0,
28,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1998,"Metric tons,  thousand",13.0,
29,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1997,"Metric tons,  thousand",24.0,
30,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1996,"Metric tons,  thousand",23.0,
31,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1995,"Metric tons,  thousand",22.0,
32,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1994,"Metric tons,  thousand",36.0,
33,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1993,"Metric tons,  thousand",34.0,
34,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1992,"Metric tons,  thousand",63.0,
35,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1991,"Metric tons,  thousand",61.0,
36,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1990,"Metric tons,  thousand",92.0,
37,Austria,Additives and Oxygenates - Exports,Additives and Oxygenates,Exports,1996,"Metric tons,  thousand",5.0,
38,Austria,Additives and Oxygenates - Exports,Additives and Oxygenates,Exports,1995,"Metric tons,  thousand",17.0,
39,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1998,"Metric tons,  thousand",-14.0,
40,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1997,"Metric tons,  thousand",5.0,
41,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1996,"Metric tons,  thousand",-1.0,
42,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1995,"Metric tons,  thousand",-10.0,
43,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1994,"Metric tons,  thousand",-8.0,
44,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1993,"Metric tons,  thousand",-11.0,
45,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1992,"Metric tons,  thousand",27.0,
46,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1990,"Metric tons,  thousand",5.0,
47,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2006,"Metric tons,  thousand",2.0,
48,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2005,"Metric tons,  thousand",2.0,
49,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2004,"Metric tons,  thousand",2.0,
50,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2003,"Metric tons,  thousand",2.0,
51,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2002,"Metric tons,  thousand",2.0,
52,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2001,"Metric tons,  thousand",2.0,
53,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2000,"Metric tons,  thousand",2.0,
54,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1999,"Metric tons,  thousand",2.0,
55,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1998,"Metric tons,  thousand",27.0,
56,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1997,"Metric tons,  thousand",19.0,
57,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1996,"Metric tons,  thousand",19.0,
58,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1995,"Metric tons,  thousand",15.0,
59,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1994,"Metric tons,  thousand",44.0,
60,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1993,"Metric tons,  thousand",45.0,
61,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1992,"Metric tons,  thousand",36.0,
62,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1991,"Metric tons,  thousand",61.0,
63,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1990,"Metric tons,  thousand",87.0,
64,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2006,"Metric tons,  thousand",2.0,
