,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2020,Terajoules,230.27,
1,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2019,Terajoules,150.67,
2,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2018,Terajoules,121.69,
3,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2017,Terajoules,113.0,
4,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2016,Terajoules,113.0,1
5,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2015,Terajoules,225.0,1
6,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2014,Terajoules,213.52,
7,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2013,Terajoules,198.74,
8,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2012,Terajoules,196.78,
9,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2011,Terajoules,242.83,
10,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2010,Terajoules,234.46,
11,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2009,Terajoules,234.46,
12,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2008,Terajoules,230.27,
13,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2007,Terajoules,217.71,
14,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2006,Terajoules,126.0,
15,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2005,Terajoules,126.0,
16,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2004,Terajoules,126.0,
17,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2003,Terajoules,126.0,
18,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2002,Terajoules,126.0,
19,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2001,Terajoules,109.0,
20,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,2000,Terajoules,84.0,
21,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1999,Terajoules,132.0,
22,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1998,Terajoules,106.0,
23,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1997,Terajoules,214.0,
24,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1996,Terajoules,298.0,
25,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1995,Terajoules,456.0,
26,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1994,Terajoules,2306.0,
27,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1993,Terajoules,1666.0,
28,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1992,Terajoules,846.0,
29,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1991,Terajoules,1529.0,
30,Albania,Heat output from combustible fuels,Heat output from combustible fuels,Heat output from combustible fuels,1990,Terajoules,353.0,
31,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2020,Terajoules,230.27,
32,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2019,Terajoules,150.67,
33,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2018,Terajoules,121.69,
34,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2017,Terajoules,113.0,
35,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2016,Terajoules,113.0,
36,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2015,Terajoules,225.0,
37,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2014,Terajoules,213.52,
38,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2013,Terajoules,198.74,
39,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2012,Terajoules,196.78,
40,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2011,Terajoules,242.83,
41,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2010,Terajoules,234.46,
42,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2009,Terajoules,234.46,
43,Albania,Heat output from other oil products,Heat output from other oil products,Heat output from other oil products,2008,Terajoules,230.27,
