,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2019,"Metric tons,  thousand",0.0,
1,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2018,"Metric tons,  thousand",0.0,
2,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2017,"Metric tons,  thousand",0.0,
3,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2016,"Metric tons,  thousand",132.0,
4,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2015,"Metric tons,  thousand",81.0,
5,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2014,"Metric tons,  thousand",94.0,
6,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2013,"Metric tons,  thousand",93.0,
7,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2012,"Metric tons,  thousand",15.0,
8,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2011,"Metric tons,  thousand",4.0,
9,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2019,"Metric tons,  thousand",0.0,
10,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2018,"Metric tons,  thousand",0.0,
11,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2017,"Metric tons,  thousand",0.0,
12,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2016,"Metric tons,  thousand",132.0,
13,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2015,"Metric tons,  thousand",81.0,
14,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2014,"Metric tons,  thousand",94.0,
15,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2013,"Metric tons,  thousand",93.0,
16,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2012,"Metric tons,  thousand",15.0,
17,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2011,"Metric tons,  thousand",4.0,
18,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2019,"Metric tons,  thousand",0.0,
19,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2018,"Metric tons,  thousand",0.0,
20,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2017,"Metric tons,  thousand",0.0,
21,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2016,"Metric tons,  thousand",132.0,
22,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2015,"Metric tons,  thousand",81.0,
23,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2014,"Metric tons,  thousand",94.0,
24,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2013,"Metric tons,  thousand",93.0,
25,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2012,"Metric tons,  thousand",15.0,
26,Australia,Other hydrocarbons - transformation in oil refineries,Other hydrocarbons,transformation in oil refineries,2011,"Metric tons,  thousand",4.0,
27,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2019,"Metric tons,  thousand",0.0,
28,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2018,"Metric tons,  thousand",0.0,
29,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2017,"Metric tons,  thousand",0.0,
30,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2016,"Metric tons,  thousand",132.0,
31,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2015,"Metric tons,  thousand",81.0,
32,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2014,"Metric tons,  thousand",94.0,
33,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2013,"Metric tons,  thousand",93.0,
34,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2012,"Metric tons,  thousand",15.0,
35,Australia,Other hydrocarbons - total energy supply,Other hydrocarbons,total energy supply,2011,"Metric tons,  thousand",4.0,
