,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Algeria,Coking coal - imports,Coking coal,imports,2019,"Metric tons,  thousand",8.0,
1,Algeria,Coking coal - imports,Coking coal,imports,2018,"Metric tons,  thousand",12.0,
2,Algeria,Coking coal - imports,Coking coal,imports,2017,"Metric tons,  thousand",0.0,
3,Algeria,Coking coal - imports,Coking coal,imports,2016,"Metric tons,  thousand",0.0,
4,Algeria,Coking coal - imports,Coking coal,imports,2015,"Metric tons,  thousand",0.0,
5,Algeria,Coking coal - imports,Coking coal,imports,2014,"Metric tons,  thousand",20.0,
6,Algeria,Coking coal - imports,Coking coal,imports,2013,"Metric tons,  thousand",0.0,
7,Algeria,Coking coal - imports,Coking coal,imports,2012,"Metric tons,  thousand",0.0,
8,Algeria,Coking coal - imports,Coking coal,imports,2011,"Metric tons,  thousand",0.0,
9,Algeria,Coking coal - imports,Coking coal,imports,2010,"Metric tons,  thousand",0.0,
10,Algeria,Coking coal - imports,Coking coal,imports,2009,"Metric tons,  thousand",166.0,
11,Algeria,Coking coal - imports,Coking coal,imports,2008,"Metric tons,  thousand",825.0,
12,Algeria,Coking coal - imports,Coking coal,imports,2007,"Metric tons,  thousand",826.0,
13,Algeria,Coking coal - imports,Coking coal,imports,2006,"Metric tons,  thousand",992.0,
14,Algeria,Coking coal - imports,Coking coal,imports,2000,"Metric tons,  thousand",593.0,
15,Algeria,Coking coal - stock changes,Coking coal,stock changes,2019,"Metric tons,  thousand",-9.0,
16,Algeria,Coking coal - stock changes,Coking coal,stock changes,2018,"Metric tons,  thousand",8.0,
17,Algeria,Coking coal - stock changes,Coking coal,stock changes,2017,"Metric tons,  thousand",-5.0,
18,Algeria,Coking coal - stock changes,Coking coal,stock changes,2016,"Metric tons,  thousand",0.0,
19,Algeria,Coking coal - stock changes,Coking coal,stock changes,2015,"Metric tons,  thousand",-11.0,
20,Algeria,Coking coal - stock changes,Coking coal,stock changes,2014,"Metric tons,  thousand",-1.0,
21,Algeria,Coking coal - stock changes,Coking coal,stock changes,2013,"Metric tons,  thousand",0.0,
22,Algeria,Coking coal - stock changes,Coking coal,stock changes,2012,"Metric tons,  thousand",0.0,
23,Algeria,Coking coal - stock changes,Coking coal,stock changes,2011,"Metric tons,  thousand",0.0,
24,Algeria,Coking coal - stock changes,Coking coal,stock changes,2010,"Metric tons,  thousand",0.0,
25,Algeria,Coking coal - stock changes,Coking coal,stock changes,2009,"Metric tons,  thousand",-147.0,
26,Algeria,Coking coal - stock changes,Coking coal,stock changes,2008,"Metric tons,  thousand",-114.0,
27,Algeria,Coking coal - stock changes,Coking coal,stock changes,2007,"Metric tons,  thousand",-113.0,
28,Algeria,Coking coal - stock changes,Coking coal,stock changes,2006,"Metric tons,  thousand",35.0,
29,Algeria,Coking coal - stock changes,Coking coal,stock changes,2000,"Metric tons,  thousand",-96.0,
30,Algeria,Coking coal - transformation,Coking coal,transformation,2019,"Metric tons,  thousand",18.0,
31,Algeria,Coking coal - transformation,Coking coal,transformation,2018,"Metric tons,  thousand",8.0,
32,Algeria,Coking coal - transformation,Coking coal,transformation,2017,"Metric tons,  thousand",5.0,
33,Algeria,Coking coal - transformation,Coking coal,transformation,2016,"Metric tons,  thousand",0.0,
34,Algeria,Coking coal - transformation,Coking coal,transformation,2015,"Metric tons,  thousand",11.0,
35,Algeria,Coking coal - transformation,Coking coal,transformation,2014,"Metric tons,  thousand",21.0,
36,Algeria,Coking coal - transformation,Coking coal,transformation,2013,"Metric tons,  thousand",0.0,
37,Algeria,Coking coal - transformation,Coking coal,transformation,2012,"Metric tons,  thousand",0.0,
38,Algeria,Coking coal - transformation,Coking coal,transformation,2011,"Metric tons,  thousand",0.0,
39,Algeria,Coking coal - transformation,Coking coal,transformation,2010,"Metric tons,  thousand",0.0,
40,Algeria,Coking coal - transformation,Coking coal,transformation,2009,"Metric tons,  thousand",313.0,
41,Algeria,Coking coal - transformation,Coking coal,transformation,2008,"Metric tons,  thousand",939.0,
42,Algeria,Coking coal - transformation,Coking coal,transformation,2007,"Metric tons,  thousand",939.0,
43,Algeria,Coking coal - transformation,Coking coal,transformation,2006,"Metric tons,  thousand",957.0,
44,Algeria,Coking coal - transformation,Coking coal,transformation,2000,"Metric tons,  thousand",689.0,
45,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2013,"Metric tons,  thousand",0.0,
46,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2012,"Metric tons,  thousand",0.0,
47,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2011,"Metric tons,  thousand",0.0,
48,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2010,"Metric tons,  thousand",0.0,
49,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2009,"Metric tons,  thousand",313.0,
50,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2008,"Metric tons,  thousand",939.0,
51,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2007,"Metric tons,  thousand",939.0,
52,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2006,"Metric tons,  thousand",957.0,
53,Algeria,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2000,"Metric tons,  thousand",689.0,
54,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2019,"Metric tons,  thousand",18.0,
55,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2018,"Metric tons,  thousand",8.0,
56,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2017,"Metric tons,  thousand",5.0,
57,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2016,"Metric tons,  thousand",0.0,
58,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2015,"Metric tons,  thousand",11.0,
59,Algeria,Coking coal - transformation in blast furnaces,Coking coal,transformation in blast furnaces,2014,"Metric tons,  thousand",21.0,
60,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2019,"Metric tons,  thousand",17.0,
61,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2018,"Metric tons,  thousand",4.0,
62,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2017,"Metric tons,  thousand",5.0,
63,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2016,"Metric tons,  thousand",0.0,
64,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2015,"Metric tons,  thousand",11.0,
65,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2014,"Metric tons,  thousand",21.0,
66,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2013,"Metric tons,  thousand",0.0,
67,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2012,"Metric tons,  thousand",0.0,
68,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2011,"Metric tons,  thousand",0.0,
69,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2010,"Metric tons,  thousand",0.0,
70,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2009,"Metric tons,  thousand",313.0,
71,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2008,"Metric tons,  thousand",939.0,
72,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2007,"Metric tons,  thousand",939.0,
73,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2006,"Metric tons,  thousand",957.0,
74,Algeria,Coking coal - total energy supply,Coking coal,total energy supply,2000,"Metric tons,  thousand",689.0,
75,Argentina,Coking coal - imports,Coking coal,imports,2020,"Metric tons,  thousand",794.83,
76,Argentina,Coking coal - imports,Coking coal,imports,2019,"Metric tons,  thousand",722.0,
77,Argentina,Coking coal - imports,Coking coal,imports,2018,"Metric tons,  thousand",1056.0,
78,Argentina,Coking coal - imports,Coking coal,imports,2017,"Metric tons,  thousand",954.0,
79,Argentina,Coking coal - imports,Coking coal,imports,2016,"Metric tons,  thousand",823.0,
80,Argentina,Coking coal - imports,Coking coal,imports,2015,"Metric tons,  thousand",1088.0,
81,Argentina,Coking coal - imports,Coking coal,imports,2014,"Metric tons,  thousand",1120.0,
82,Argentina,Coking coal - imports,Coking coal,imports,2013,"Metric tons,  thousand",882.0,
83,Argentina,Coking coal - imports,Coking coal,imports,2012,"Metric tons,  thousand",667.0,
84,Argentina,Coking coal - imports,Coking coal,imports,2011,"Metric tons,  thousand",749.0,
85,Argentina,Coking coal - imports,Coking coal,imports,2010,"Metric tons,  thousand",686.0,
86,Argentina,Coking coal - imports,Coking coal,imports,2009,"Metric tons,  thousand",756.0,
87,Argentina,Coking coal - imports,Coking coal,imports,2008,"Metric tons,  thousand",1044.0,
88,Argentina,Coking coal - imports,Coking coal,imports,2007,"Metric tons,  thousand",802.0,
89,Argentina,Coking coal - transformation,Coking coal,transformation,2020,"Metric tons,  thousand",794.83,
90,Argentina,Coking coal - transformation,Coking coal,transformation,2019,"Metric tons,  thousand",722.0,
91,Argentina,Coking coal - transformation,Coking coal,transformation,2018,"Metric tons,  thousand",1056.0,
92,Argentina,Coking coal - transformation,Coking coal,transformation,2017,"Metric tons,  thousand",954.0,
93,Argentina,Coking coal - transformation,Coking coal,transformation,2016,"Metric tons,  thousand",823.0,
94,Argentina,Coking coal - transformation,Coking coal,transformation,2015,"Metric tons,  thousand",1088.0,
95,Argentina,Coking coal - transformation,Coking coal,transformation,2014,"Metric tons,  thousand",1120.0,
96,Argentina,Coking coal - transformation,Coking coal,transformation,2013,"Metric tons,  thousand",882.0,
97,Argentina,Coking coal - transformation,Coking coal,transformation,2012,"Metric tons,  thousand",667.0,
98,Argentina,Coking coal - transformation,Coking coal,transformation,2011,"Metric tons,  thousand",749.0,
99,Argentina,Coking coal - transformation,Coking coal,transformation,2010,"Metric tons,  thousand",686.0,
100,Argentina,Coking coal - transformation,Coking coal,transformation,2009,"Metric tons,  thousand",756.0,
101,Argentina,Coking coal - transformation,Coking coal,transformation,2008,"Metric tons,  thousand",1044.0,
102,Argentina,Coking coal - transformation,Coking coal,transformation,2007,"Metric tons,  thousand",802.0,
103,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2020,"Metric tons,  thousand",794.83,
104,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2019,"Metric tons,  thousand",722.0,
105,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2018,"Metric tons,  thousand",1056.0,
106,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2017,"Metric tons,  thousand",954.0,
107,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2016,"Metric tons,  thousand",823.0,
108,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2015,"Metric tons,  thousand",1088.0,
109,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2014,"Metric tons,  thousand",1120.0,
110,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2013,"Metric tons,  thousand",882.0,
111,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2012,"Metric tons,  thousand",667.0,
112,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2011,"Metric tons,  thousand",749.0,
113,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2010,"Metric tons,  thousand",686.0,
114,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2009,"Metric tons,  thousand",756.0,
115,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2008,"Metric tons,  thousand",1044.0,
116,Argentina,Coking coal - transformation in coke ovens,Coking coal,transformation in coke ovens,2007,"Metric tons,  thousand",802.0,
117,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2020,"Metric tons,  thousand",794.83,
118,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2019,"Metric tons,  thousand",722.0,
119,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2018,"Metric tons,  thousand",1056.0,
120,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2017,"Metric tons,  thousand",954.0,
121,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2016,"Metric tons,  thousand",823.0,
122,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2015,"Metric tons,  thousand",1088.0,
123,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2014,"Metric tons,  thousand",1120.0,
124,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2013,"Metric tons,  thousand",882.0,
125,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2012,"Metric tons,  thousand",667.0,
126,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2011,"Metric tons,  thousand",749.0,
127,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2010,"Metric tons,  thousand",686.0,
128,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2009,"Metric tons,  thousand",756.0,
129,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2008,"Metric tons,  thousand",1044.0,
130,Argentina,Coking coal - total energy supply,Coking coal,total energy supply,2007,"Metric tons,  thousand",802.0,
131,Armenia,Coking coal - imports,Coking coal,imports,2020,"Metric tons,  thousand",0.021949,
132,Armenia,Coking coal - imports,Coking coal,imports,2019,"Metric tons,  thousand",0.17,
133,Armenia,Coking coal - imports,Coking coal,imports,2018,"Metric tons,  thousand",0.005,
134,Armenia,Coking coal - non-energy use,Coking coal,non-energy use,2020,"Metric tons,  thousand",0.021949,1
135,Armenia,Coking coal - non-energy use,Coking coal,non-energy use,2019,"Metric tons,  thousand",0.17,
136,Armenia,Coking coal - non-energy use,Coking coal,non-energy use,2018,"Metric tons,  thousand",0.001,
137,Armenia,Coking coal - final energy consumption,Coking coal,final energy consumption,2018,"Metric tons,  thousand",0.004,
138,Armenia,Coking coal - consumption by other,Coking coal,consumption by other,2018,"Metric tons,  thousand",0.004,
139,Armenia,Coking coal - consumption by households,Coking coal,consumption by households,2018,"Metric tons,  thousand",0.004,
140,Armenia,Coking coal - total energy supply,Coking coal,total energy supply,2020,"Metric tons,  thousand",0.021949,
141,Armenia,Coking coal - total energy supply,Coking coal,total energy supply,2019,"Metric tons,  thousand",0.17,
142,Armenia,Coking coal - total energy supply,Coking coal,total energy supply,2018,"Metric tons,  thousand",0.005,
143,Armenia,Coking coal - final consumption,Coking coal,final consumption,2020,"Metric tons,  thousand",0.021949,1
144,Armenia,Coking coal - final consumption,Coking coal,final consumption,2019,"Metric tons,  thousand",0.17,
145,Armenia,Coking coal - final consumption,Coking coal,final consumption,2018,"Metric tons,  thousand",0.005,
146,Australia,Coking coal - production,Coking coal,production,2020,"Metric tons,  thousand",183740.0,
147,Australia,Coking coal - production,Coking coal,production,2019,"Metric tons,  thousand",189066.0,
148,Australia,Coking coal - production,Coking coal,production,2018,"Metric tons,  thousand",179350.0,
149,Australia,Coking coal - production,Coking coal,production,2017,"Metric tons,  thousand",190000.0,
150,Australia,Coking coal - production,Coking coal,production,2016,"Metric tons,  thousand",189302.0,
151,Australia,Coking coal - production,Coking coal,production,2015,"Metric tons,  thousand",191056.0,
152,Australia,Coking coal - production,Coking coal,production,2014,"Metric tons,  thousand",180295.0,
153,Australia,Coking coal - production,Coking coal,production,2013,"Metric tons,  thousand",159494.0,
154,Australia,Coking coal - production,Coking coal,production,2012,"Metric tons,  thousand",146944.0,
155,Australia,Coking coal - production,Coking coal,production,2011,"Metric tons,  thousand",146712.0,
156,Australia,Coking coal - production,Coking coal,production,2010,"Metric tons,  thousand",162929.0,
157,Australia,Coking coal - production,Coking coal,production,2009,"Metric tons,  thousand",129810.0,
158,Australia,Coking coal - production,Coking coal,production,2008,"Metric tons,  thousand",143991.0,
159,Australia,Coking coal - production,Coking coal,production,2007,"Metric tons,  thousand",141959.0,
160,Australia,Coking coal - production,Coking coal,production,2006,"Metric tons,  thousand",132895.0,
161,Australia,Coking coal - production,Coking coal,production,2005,"Metric tons,  thousand",128358.0,
162,Australia,Coking coal - production,Coking coal,production,2004,"Metric tons,  thousand",116190.0,
163,Australia,Coking coal - production,Coking coal,production,2003,"Metric tons,  thousand",112289.0,
164,Australia,Coking coal - production,Coking coal,production,2002,"Metric tons,  thousand",107285.0,
165,Australia,Coking coal - production,Coking coal,production,2001,"Metric tons,  thousand",109113.0,
166,Australia,Coking coal - production,Coking coal,production,2000,"Metric tons,  thousand",103750.0,
167,Australia,Coking coal - production,Coking coal,production,1999,"Metric tons,  thousand",97142.0,
168,Australia,Coking coal - production,Coking coal,production,1998,"Metric tons,  thousand",88800.0,
169,Australia,Coking coal - production,Coking coal,production,1997,"Metric tons,  thousand",89024.0,
170,Australia,Coking coal - production,Coking coal,production,1996,"Metric tons,  thousand",82186.0,
171,Australia,Coking coal - production,Coking coal,production,1995,"Metric tons,  thousand",79375.0,
172,Australia,Coking coal - production,Coking coal,production,1994,"Metric tons,  thousand",76858.0,
173,Australia,Coking coal - production,Coking coal,production,1993,"Metric tons,  thousand",79162.0,
174,Australia,Coking coal - production,Coking coal,production,1992,"Metric tons,  thousand",72921.0,
175,Australia,Coking coal - production,Coking coal,production,1991,"Metric tons,  thousand",70857.0,
176,Australia,Coking coal - production,Coking coal,production,1990,"Metric tons,  thousand",64631.0,
177,Australia,Coking coal - imports,Coking coal,imports,2020,"Metric tons,  thousand",167.0,
178,Australia,Coking coal - imports,Coking coal,imports,2019,"Metric tons,  thousand",45.0,
179,Australia,Coking coal - imports,Coking coal,imports,2018,"Metric tons,  thousand",23.0,
180,Australia,Coking coal - imports,Coking coal,imports,2017,"Metric tons,  thousand",42.0,
181,Australia,Coking coal - imports,Coking coal,imports,2016,"Metric tons,  thousand",20.0,
182,Australia,Coking coal - imports,Coking coal,imports,2015,"Metric tons,  thousand",101.0,
183,Australia,Coking coal - imports,Coking coal,imports,2014,"Metric tons,  thousand",81.0,
184,Australia,Coking coal - imports,Coking coal,imports,2013,"Metric tons,  thousand",41.0,
185,Australia,Coking coal - imports,Coking coal,imports,2012,"Metric tons,  thousand",37.0,
186,Australia,Coking coal - imports,Coking coal,imports,2011,"Metric tons,  thousand",54.0,
187,Australia,Coking coal - imports,Coking coal,imports,2010,"Metric tons,  thousand",14.0,
188,Australia,Coking coal - exports,Coking coal,exports,2020,"Metric tons,  thousand",177304.0,
189,Australia,Coking coal - exports,Coking coal,exports,2019,"Metric tons,  thousand",183156.0,
190,Australia,Coking coal - exports,Coking coal,exports,2018,"Metric tons,  thousand",179243.0,
191,Australia,Coking coal - exports,Coking coal,exports,2017,"Metric tons,  thousand",177199.0,
192,Australia,Coking coal - exports,Coking coal,exports,2016,"Metric tons,  thousand",187998.0,
193,Australia,Coking coal - exports,Coking coal,exports,2015,"Metric tons,  thousand",187664.0,
194,Australia,Coking coal - exports,Coking coal,exports,2014,"Metric tons,  thousand",180458.0,
195,Australia,Coking coal - exports,Coking coal,exports,2013,"Metric tons,  thousand",154193.0,
196,Australia,Coking coal - exports,Coking coal,exports,2012,"Metric tons,  thousand",142363.0,
197,Australia,Coking coal - exports,Coking coal,exports,2011,"Metric tons,  thousand",140455.0,
198,Australia,Coking coal - exports,Coking coal,exports,2010,"Metric tons,  thousand",157265.0,
199,Australia,Coking coal - exports,Coking coal,exports,2009,"Metric tons,  thousand",125238.0,
200,Australia,Coking coal - exports,Coking coal,exports,2008,"Metric tons,  thousand",136921.0,
201,Australia,Coking coal - exports,Coking coal,exports,2007,"Metric tons,  thousand",131965.0,
202,Australia,Coking coal - exports,Coking coal,exports,2006,"Metric tons,  thousand",120479.0,
203,Australia,Coking coal - exports,Coking coal,exports,2005,"Metric tons,  thousand",124915.0,
204,Australia,Coking coal - exports,Coking coal,exports,2004,"Metric tons,  thousand",111732.0,
205,Australia,Coking coal - exports,Coking coal,exports,2003,"Metric tons,  thousand",107794.0,
206,Australia,Coking coal - exports,Coking coal,exports,2002,"Metric tons,  thousand",104526.0,
207,Australia,Coking coal - exports,Coking coal,exports,2001,"Metric tons,  thousand",104935.0,
208,Australia,Coking coal - exports,Coking coal,exports,2000,"Metric tons,  thousand",99161.0,
209,Australia,Coking coal - exports,Coking coal,exports,1999,"Metric tons,  thousand",91996.0,
210,Australia,Coking coal - exports,Coking coal,exports,1998,"Metric tons,  thousand",83312.0,
211,Australia,Coking coal - exports,Coking coal,exports,1997,"Metric tons,  thousand",83462.0,
212,Australia,Coking coal - exports,Coking coal,exports,1996,"Metric tons,  thousand",76968.0,
213,Australia,Coking coal - exports,Coking coal,exports,1995,"Metric tons,  thousand",74291.0,
