,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Biodiesel - Imports,Biodiesel,Imports,2020,"Metric tons,  thousand",100.0,1
1,Albania,Biodiesel - Imports,Biodiesel,Imports,2019,"Metric tons,  thousand",130.0,
2,Albania,Biodiesel - Imports,Biodiesel,Imports,2018,"Metric tons,  thousand",125.0,
3,Albania,Biodiesel - Imports,Biodiesel,Imports,2017,"Metric tons,  thousand",87.87,
4,Albania,Biodiesel - Imports,Biodiesel,Imports,2016,"Metric tons,  thousand",92.0,
5,Albania,Biodiesel - Imports,Biodiesel,Imports,2015,"Metric tons,  thousand",34.0,
6,Albania,Biodiesel - Imports,Biodiesel,Imports,2014,"Metric tons,  thousand",29.0,
7,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2020,"Metric tons,  thousand",100.0,1
8,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2019,"Metric tons,  thousand",130.0,
9,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2018,"Metric tons,  thousand",125.0,
10,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2017,"Metric tons,  thousand",87.87,
11,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2016,"Metric tons,  thousand",92.0,
12,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2015,"Metric tons,  thousand",34.0,
13,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2014,"Metric tons,  thousand",29.0,
14,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2020,"Metric tons,  thousand",100.0,1
15,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2019,"Metric tons,  thousand",130.0,
16,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2018,"Metric tons,  thousand",125.0,
17,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2017,"Metric tons,  thousand",87.87,
18,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2016,"Metric tons,  thousand",92.0,
19,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2015,"Metric tons,  thousand",34.0,
20,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2014,"Metric tons,  thousand",29.0,
21,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2020,"Metric tons,  thousand",100.0,1
22,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2019,"Metric tons,  thousand",130.0,
23,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2018,"Metric tons,  thousand",125.0,
24,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2017,"Metric tons,  thousand",87.87,
25,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2016,"Metric tons,  thousand",92.0,
26,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2015,"Metric tons,  thousand",34.0,
27,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2014,"Metric tons,  thousand",29.0,
28,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2020,"Metric tons,  thousand",100.0,1
29,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2019,"Metric tons,  thousand",130.0,
30,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2018,"Metric tons,  thousand",125.0,
31,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2017,"Metric tons,  thousand",87.87,
32,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2016,"Metric tons,  thousand",92.0,
33,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2015,"Metric tons,  thousand",34.0,
34,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2014,"Metric tons,  thousand",29.0,
35,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2020,"Metric tons,  thousand",100.0,1
36,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2019,"Metric tons,  thousand",130.0,
37,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2018,"Metric tons,  thousand",125.0,
38,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2017,"Metric tons,  thousand",87.87,
39,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2016,"Metric tons,  thousand",92.0,
40,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2015,"Metric tons,  thousand",34.0,
41,Albania,Biodiesel - Final consumption,Biodiesel,Final consumption,2014,"Metric tons,  thousand",29.0,
42,Argentina,Biodiesel - Production,Biodiesel,Production,2020,"Metric tons,  thousand",1171.91,
43,Argentina,Biodiesel - Production,Biodiesel,Production,2019,"Metric tons,  thousand",2147.0,
44,Argentina,Biodiesel - Production,Biodiesel,Production,2018,"Metric tons,  thousand",2428.0,
45,Argentina,Biodiesel - Production,Biodiesel,Production,2017,"Metric tons,  thousand",2871.0,
46,Argentina,Biodiesel - Production,Biodiesel,Production,2016,"Metric tons,  thousand",2659.0,
47,Argentina,Biodiesel - Production,Biodiesel,Production,2015,"Metric tons,  thousand",1811.0,
48,Argentina,Biodiesel - Production,Biodiesel,Production,2014,"Metric tons,  thousand",2573.0,
49,Argentina,Biodiesel - Production,Biodiesel,Production,2013,"Metric tons,  thousand",2034.0,
50,Argentina,Biodiesel - Production,Biodiesel,Production,2012,"Metric tons,  thousand",2655.0,
51,Argentina,Biodiesel - Production,Biodiesel,Production,2011,"Metric tons,  thousand",2625.0,
52,Argentina,Biodiesel - Production,Biodiesel,Production,2010,"Metric tons,  thousand",1963.0,
53,Argentina,Biodiesel - Production,Biodiesel,Production,2009,"Metric tons,  thousand",1168.0,
54,Argentina,Biodiesel - Production,Biodiesel,Production,2008,"Metric tons,  thousand",743.0,
55,Argentina,Biodiesel - Production,Biodiesel,Production,2007,"Metric tons,  thousand",186.0,
56,Argentina,Biodiesel - Production,Biodiesel,Production,2006,"Metric tons,  thousand",18.0,
57,Argentina,Biodiesel - Production,Biodiesel,Production,2005,"Metric tons,  thousand",18.0,
58,Argentina,Biodiesel - Production,Biodiesel,Production,2004,"Metric tons,  thousand",0.0,
59,Argentina,Biodiesel - Production,Biodiesel,Production,2003,"Metric tons,  thousand",0.0,
60,Argentina,Biodiesel - Exports,Biodiesel,Exports,2020,"Metric tons,  thousand",604.711,
61,Argentina,Biodiesel - Exports,Biodiesel,Exports,2019,"Metric tons,  thousand",1015.0,
62,Argentina,Biodiesel - Exports,Biodiesel,Exports,2018,"Metric tons,  thousand",1401.0,
63,Argentina,Biodiesel - Exports,Biodiesel,Exports,2017,"Metric tons,  thousand",1650.0,
64,Argentina,Biodiesel - Exports,Biodiesel,Exports,2016,"Metric tons,  thousand",1626.0,
65,Argentina,Biodiesel - Exports,Biodiesel,Exports,2015,"Metric tons,  thousand",788.0,
66,Argentina,Biodiesel - Exports,Biodiesel,Exports,2014,"Metric tons,  thousand",1603.0,
67,Argentina,Biodiesel - Exports,Biodiesel,Exports,2013,"Metric tons,  thousand",1149.0,
68,Argentina,Biodiesel - Exports,Biodiesel,Exports,2012,"Metric tons,  thousand",1639.0,
69,Argentina,Biodiesel - Exports,Biodiesel,Exports,2011,"Metric tons,  thousand",1757.0,
70,Argentina,Biodiesel - Exports,Biodiesel,Exports,2010,"Metric tons,  thousand",1433.0,
71,Argentina,Biodiesel - Exports,Biodiesel,Exports,2009,"Metric tons,  thousand",1150.0,
72,Argentina,Biodiesel - Exports,Biodiesel,Exports,2008,"Metric tons,  thousand",725.0,
73,Argentina,Biodiesel - Exports,Biodiesel,Exports,2007,"Metric tons,  thousand",168.0,
74,Argentina,Biodiesel - Exports,Biodiesel,Exports,2006,"Metric tons,  thousand",0.0,
75,Argentina,Biodiesel - Exports,Biodiesel,Exports,2005,"Metric tons,  thousand",0.0,
76,Argentina,Biodiesel - Exports,Biodiesel,Exports,2004,"Metric tons,  thousand",0.0,
77,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2012,"Metric tons,  thousand",70.0,
78,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2011,"Metric tons,  thousand",54.0,
79,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2010,"Metric tons,  thousand",-20.0,
80,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2009,"Metric tons,  thousand",-36.0,
81,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2008,"Metric tons,  thousand",0.0,
82,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2007,"Metric tons,  thousand",0.0,
83,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2006,"Metric tons,  thousand",0.0,
84,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2005,"Metric tons,  thousand",0.0,
85,Argentina,Biodiesel - Stock changes,Biodiesel,Stock changes,2004,"Metric tons,  thousand",0.0,
86,Argentina,Biodiesel - Transformation,Biodiesel,Transformation,2012,"Metric tons,  thousand",37.0,
87,Argentina,"Biodiesel - Transformation in electricity, CHP and heat plants",Biodiesel,"Transformation in electricity, CHP and heat plants",2012,"Metric tons,  thousand",37.0,
88,Argentina,Biodiesel - Transformation in electricity plants - main activity producers,Biodiesel,Biodiesel,2012,"Metric tons,  thousand",37.0,
89,Argentina,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2020,"Metric tons,  thousand",505.147,
