,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2020,"Metric tons,  thousand",1128.284,
1,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2019,"Metric tons,  thousand",850.0,
2,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2018,"Metric tons,  thousand",882.0,
3,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2017,"Metric tons,  thousand",875.0,
4,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2016,"Metric tons,  thousand",704.0,
5,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2015,"Metric tons,  thousand",645.0,
6,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2014,"Metric tons,  thousand",531.0,
7,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2013,"Metric tons,  thousand",374.0,
8,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2012,"Metric tons,  thousand",198.0,
9,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2011,"Metric tons,  thousand",138.0,
10,Argentina,Of which: biogasoline - Receipts from other sources,Of which: biogasoline,Receipts from other sources,2010,"Metric tons,  thousand",98.0,
11,Argentina,Of which: biogasoline - Stock changes,Of which: biogasoline,Stock changes,2013,"Metric tons,  thousand",-2.0,
12,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2020,"Metric tons,  thousand",1117.692,
13,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2019,"Metric tons,  thousand",842.0,
14,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2018,"Metric tons,  thousand",842.0,
15,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2017,"Metric tons,  thousand",852.0,
16,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2016,"Metric tons,  thousand",721.0,
17,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2015,"Metric tons,  thousand",636.0,
18,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2014,"Metric tons,  thousand",525.0,
19,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2013,"Metric tons,  thousand",376.0,
20,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2012,"Metric tons,  thousand",198.0,
21,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2011,"Metric tons,  thousand",138.0,
22,Argentina,Of which: biogasoline - Final energy consumption,Of which: biogasoline,Final energy consumption,2010,"Metric tons,  thousand",98.0,
23,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2020,"Metric tons,  thousand",1117.692,
24,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2019,"Metric tons,  thousand",842.0,
25,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2018,"Metric tons,  thousand",842.0,
26,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2017,"Metric tons,  thousand",852.0,
27,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2016,"Metric tons,  thousand",721.0,
28,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2015,"Metric tons,  thousand",636.0,
29,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2014,"Metric tons,  thousand",525.0,
30,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2013,"Metric tons,  thousand",376.0,
31,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2012,"Metric tons,  thousand",198.0,
32,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2011,"Metric tons,  thousand",138.0,
33,Argentina,Of which: biogasoline - Consumption in transport,Of which: biogasoline,Consumption in transport,2010,"Metric tons,  thousand",98.0,
34,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2020,"Metric tons,  thousand",1117.692,
35,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2019,"Metric tons,  thousand",842.0,
36,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2018,"Metric tons,  thousand",842.0,
37,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2017,"Metric tons,  thousand",852.0,
38,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2016,"Metric tons,  thousand",721.0,
39,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2015,"Metric tons,  thousand",636.0,
40,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2014,"Metric tons,  thousand",525.0,
41,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2013,"Metric tons,  thousand",376.0,
42,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2012,"Metric tons,  thousand",198.0,
43,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2011,"Metric tons,  thousand",138.0,
44,Argentina,Of which: biogasoline - Consumption by road,Of which: biogasoline,Consumption by road,2010,"Metric tons,  thousand",98.0,
45,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2020,"Metric tons,  thousand",1128.284,
46,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2019,"Metric tons,  thousand",850.0,
47,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2018,"Metric tons,  thousand",882.0,
48,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2017,"Metric tons,  thousand",875.0,
49,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2016,"Metric tons,  thousand",704.0,
50,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2015,"Metric tons,  thousand",645.0,
51,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2014,"Metric tons,  thousand",531.0,
52,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2013,"Metric tons,  thousand",376.0,
53,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2012,"Metric tons,  thousand",198.0,
54,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2011,"Metric tons,  thousand",138.0,
55,Argentina,Of which: biogasoline - Total energy supply,Of which: biogasoline,Total energy supply,2010,"Metric tons,  thousand",98.0,
56,Argentina,Of which: biogasoline - Final consumption,Of which: biogasoline,Final consumption,2020,"Metric tons,  thousand",1117.692,
57,Argentina,Of which: biogasoline - Final consumption,Of which: biogasoline,Final consumption,2019,"Metric tons,  thousand",842.0,
58,Argentina,Of which: biogasoline - Final consumption,Of which: biogasoline,Final consumption,2018,"Metric tons,  thousand",842.0,
59,Argentina,Of which: biogasoline - Final consumption,Of which: biogasoline,Final consumption,2017,"Metric tons,  thousand",852.0,
