,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2018,"Kilowatt-hours, million",0.0,
1,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2017,"Kilowatt-hours, million",0.512,
2,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2016,"Kilowatt-hours, million",0.0,
3,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2015,"Kilowatt-hours, million",1.0,
4,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2014,"Kilowatt-hours, million",1.0,
5,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2013,"Kilowatt-hours, million",1.0,
6,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2012,"Kilowatt-hours, million",1.0,
7,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2011,"Kilowatt-hours, million",1.0,
8,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2010,"Kilowatt-hours, million",1.0,
9,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2009,"Kilowatt-hours, million",1.0,
10,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2008,"Kilowatt-hours, million",1.0,
11,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2007,"Kilowatt-hours, million",1.0,
12,Australia,Electricity - total geothermal production,Electricity,total geothermal production,2006,"Kilowatt-hours, million",1.0,
13,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2019,"Kilowatt-hours, million",0.2,
14,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2018,"Kilowatt-hours, million",0.239,
15,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2017,"Kilowatt-hours, million",0.091,
16,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2016,"Kilowatt-hours, million",0.0,
17,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2015,"Kilowatt-hours, million",0.0,
18,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2014,"Kilowatt-hours, million",0.0,
19,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2013,"Kilowatt-hours, million",0.0,
20,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2012,"Kilowatt-hours, million",1.0,
21,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2011,"Kilowatt-hours, million",1.0,
22,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2010,"Kilowatt-hours, million",1.0,
23,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2009,"Kilowatt-hours, million",2.0,
24,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2008,"Kilowatt-hours, million",2.0,
25,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2007,"Kilowatt-hours, million",2.0,
26,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2006,"Kilowatt-hours, million",3.0,
27,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2005,"Kilowatt-hours, million",2.0,
28,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2004,"Kilowatt-hours, million",2.0,
29,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2003,"Kilowatt-hours, million",3.0,
30,Austria,Electricity - total geothermal production,Electricity,total geothermal production,2002,"Kilowatt-hours, million",3.0,
31,Chile,Electricity - total geothermal production,Electricity,total geothermal production,2019,"Kilowatt-hours, million",202.0,
32,Chile,Electricity - total geothermal production,Electricity,total geothermal production,2018,"Kilowatt-hours, million",214.1,
33,Chile,Electricity - total geothermal production,Electricity,total geothermal production,2017,"Kilowatt-hours, million",63.8,
34,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2020,"Kilowatt-hours, million",1689.1735,
35,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2019,"Kilowatt-hours, million",1512.575,
36,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2018,"Kilowatt-hours, million",968.571,
37,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2017,"Kilowatt-hours, million",1117.832,
38,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2016,"Kilowatt-hours, million",1339.515,
39,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2015,"Kilowatt-hours, million",1375.62888888889,
40,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2014,"Kilowatt-hours, million",1538.135556,
41,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2013,"Kilowatt-hours, million",1516.73527822222,
42,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2012,"Kilowatt-hours, million",1402.550833,
43,Costa Rica,Electricity - total geothermal production,Electricity,total geothermal production,2011,"Kilowatt-hours, million",1279.54277788889,
