,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Australia,Industrial Waste - Production,Industrial Waste,Production,2020,Terajoules,3911.532,
1,Australia,Industrial Waste - Production,Industrial Waste,Production,2019,Terajoules,3609.0,
2,Australia,Industrial Waste - Production,Industrial Waste,Production,2018,Terajoules,3785.0,
3,Australia,Industrial Waste - Production,Industrial Waste,Production,2017,Terajoules,3770.529,
4,Australia,Industrial Waste - Production,Industrial Waste,Production,2016,Terajoules,3915.0,
5,Australia,Industrial Waste - Production,Industrial Waste,Production,2015,Terajoules,3899.0,
6,Australia,Industrial Waste - Production,Industrial Waste,Production,2014,Terajoules,4177.0,
7,Australia,Industrial Waste - Production,Industrial Waste,Production,2013,Terajoules,4611.0,
8,Australia,Industrial Waste - Production,Industrial Waste,Production,2012,Terajoules,4527.0,
9,Australia,Industrial Waste - Production,Industrial Waste,Production,2011,Terajoules,4276.0,
10,Australia,Industrial Waste - Production,Industrial Waste,Production,2010,Terajoules,4168.0,
11,Australia,Industrial Waste - Production,Industrial Waste,Production,2009,Terajoules,3778.0,
12,Australia,Industrial Waste - Production,Industrial Waste,Production,2008,Terajoules,4332.0,
13,Australia,Industrial Waste - Production,Industrial Waste,Production,2007,Terajoules,4236.0,
14,Australia,Industrial Waste - Production,Industrial Waste,Production,2006,Terajoules,4345.0,
15,Australia,Industrial Waste - Production,Industrial Waste,Production,2005,Terajoules,4273.0,
16,Australia,Industrial Waste - Production,Industrial Waste,Production,2004,Terajoules,6464.0,
17,Australia,Industrial Waste - Production,Industrial Waste,Production,2003,Terajoules,6200.0,
18,Australia,Industrial Waste - Production,Industrial Waste,Production,2002,Terajoules,6179.0,
19,Australia,Industrial Waste - Production,Industrial Waste,Production,2001,Terajoules,5881.0,
20,Australia,Industrial Waste - Production,Industrial Waste,Production,2000,Terajoules,7490.0,
21,Australia,Industrial Waste - Production,Industrial Waste,Production,1999,Terajoules,7490.0,
22,Australia,Industrial Waste - Production,Industrial Waste,Production,1998,Terajoules,7414.0,
23,Australia,Industrial Waste - Production,Industrial Waste,Production,1997,Terajoules,7204.0,
24,Australia,Industrial Waste - Production,Industrial Waste,Production,1996,Terajoules,6888.0,
25,Australia,Industrial Waste - Production,Industrial Waste,Production,1995,Terajoules,7823.0,
26,Australia,Industrial Waste - Production,Industrial Waste,Production,1994,Terajoules,7295.0,
27,Australia,Industrial Waste - Production,Industrial Waste,Production,1993,Terajoules,8134.0,
28,Australia,Industrial Waste - Production,Industrial Waste,Production,1992,Terajoules,7570.0,
29,Australia,Industrial Waste - Production,Industrial Waste,Production,1991,Terajoules,7669.0,
30,Australia,Industrial Waste - Production,Industrial Waste,Production,1990,Terajoules,7767.0,
31,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2019,Terajoules,3609.0,
32,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2018,Terajoules,3785.0,
33,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2017,Terajoules,3770.529,
34,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2016,Terajoules,3915.0,
35,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2015,Terajoules,3899.0,
36,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2014,Terajoules,4177.0,
37,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2013,Terajoules,4611.0,
38,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2012,Terajoules,4527.0,
39,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2011,Terajoules,4276.0,
40,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2010,Terajoules,4168.0,
41,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2009,Terajoules,3778.0,
42,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2008,Terajoules,4332.0,
43,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2007,Terajoules,4236.0,
44,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2006,Terajoules,4345.0,
45,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2005,Terajoules,4273.0,
46,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2004,Terajoules,6464.0,
47,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2003,Terajoules,6200.0,
48,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2002,Terajoules,6179.0,
49,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2001,Terajoules,5881.0,
50,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,2000,Terajoules,7490.0,
51,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1999,Terajoules,7490.0,
52,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1998,Terajoules,7414.0,
53,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1997,Terajoules,7204.0,
54,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1996,Terajoules,6888.0,
55,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1995,Terajoules,7823.0,
56,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1994,Terajoules,7295.0,
57,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1993,Terajoules,8134.0,
58,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1992,Terajoules,7570.0,
59,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1991,Terajoules,7669.0,
60,Australia,Industrial Waste - Final energy consumption,Industrial Waste,Final energy consumption,1990,Terajoules,7767.0,
61,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2019,Terajoules,3609.0,
62,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2018,Terajoules,3785.0,
63,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2017,Terajoules,3770.529,
64,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2016,Terajoules,3915.0,
65,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2015,Terajoules,3899.0,
66,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2014,Terajoules,4177.0,
67,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2013,Terajoules,4611.0,
68,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2012,Terajoules,4527.0,
69,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2011,Terajoules,4276.0,
70,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2010,Terajoules,4168.0,
71,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2009,Terajoules,3778.0,
72,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2008,Terajoules,4332.0,
73,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2007,Terajoules,4236.0,
74,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2006,Terajoules,4345.0,
75,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2005,Terajoules,4273.0,
76,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2004,Terajoules,6464.0,
77,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2003,Terajoules,6200.0,
78,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2002,Terajoules,6179.0,
79,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2001,Terajoules,5881.0,
80,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",2000,Terajoules,7490.0,
81,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1999,Terajoules,7490.0,
82,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1998,Terajoules,7414.0,
83,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1997,Terajoules,7204.0,
84,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1996,Terajoules,6888.0,
85,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1995,Terajoules,7823.0,
86,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1994,Terajoules,7295.0,
87,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1993,Terajoules,8134.0,
88,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1992,Terajoules,7570.0,
89,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1991,Terajoules,7669.0,
90,Australia,"Industrial Waste - Consumption by manufacturing, construction and non-fuel industry",Industrial Waste,"Consumption by manufacturing, construction and non-fuel industry",1990,Terajoules,7767.0,
91,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2019,Terajoules,3447.0,
92,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2018,Terajoules,3615.0,
93,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2017,Terajoules,3587.698,
94,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2016,Terajoules,3736.0,
95,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2015,Terajoules,3716.0,
96,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2014,Terajoules,4006.0,
97,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2013,Terajoules,4432.0,
98,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2012,Terajoules,4363.0,
99,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2011,Terajoules,4113.0,
100,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2010,Terajoules,4003.0,
101,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2009,Terajoules,3645.0,
102,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2008,Terajoules,4197.0,
103,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2007,Terajoules,4105.0,
104,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2006,Terajoules,4215.0,
105,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2005,Terajoules,4205.0,
106,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2004,Terajoules,6429.0,
107,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2003,Terajoules,6170.0,
108,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2002,Terajoules,6150.0,
109,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2001,Terajoules,5807.0,
110,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,2000,Terajoules,7330.0,
111,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1999,Terajoules,7330.0,
112,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1998,Terajoules,7304.0,
113,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1997,Terajoules,7096.0,
114,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1996,Terajoules,6812.0,
115,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1995,Terajoules,7752.0,
116,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1994,Terajoules,7229.0,
117,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1993,Terajoules,8093.0,
118,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1992,Terajoules,7537.0,
119,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1991,Terajoules,7590.0,
120,Australia,Industrial Waste - Consumption by chemical and petrochemical,Industrial Waste,Consumption by chemical and petrochemical,1990,Terajoules,7737.0,
121,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2019,Terajoules,162.0,
122,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2018,Terajoules,170.0,
123,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2017,Terajoules,182.831,
124,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2016,Terajoules,179.0,
125,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2015,Terajoules,183.0,
126,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2014,Terajoules,171.0,
127,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2013,Terajoules,179.0,
128,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2012,Terajoules,164.0,
129,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2011,Terajoules,163.0,
130,Australia,"Industrial Waste - Consumption by other manuf., const. and non-fuel ind.",Industrial Waste,"Consumption by other manuf., const. and non-fuel ind.",2010,Terajoules,165.0,
