,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Afghanistan,Patent fuel - production,Patent fuel,production,1992,"Metric tons,  thousand",0.0,
1,Afghanistan,Patent fuel - production,Patent fuel,production,1991,"Metric tons,  thousand",35.0,1
2,Afghanistan,Patent fuel - production,Patent fuel,production,1990,"Metric tons,  thousand",37.0,1
3,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1992,"Metric tons,  thousand",0.0,
4,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1991,"Metric tons,  thousand",35.0,1
5,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1990,"Metric tons,  thousand",37.0,1
6,Algeria,Patent fuel - imports,Patent fuel,imports,1992,"Metric tons,  thousand",10.0,1
7,Algeria,Patent fuel - imports,Patent fuel,imports,1991,"Metric tons,  thousand",10.0,1
8,Algeria,Patent fuel - imports,Patent fuel,imports,1990,"Metric tons,  thousand",10.0,1
9,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1992,"Metric tons,  thousand",10.0,1
10,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1991,"Metric tons,  thousand",10.0,1
11,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1990,"Metric tons,  thousand",10.0,1
12,Armenia,Patent fuel - imports,Patent fuel,imports,2019,"Metric tons,  thousand",0.7,
13,Armenia,Patent fuel - imports,Patent fuel,imports,2018,"Metric tons,  thousand",1.114,
14,Armenia,Patent fuel - imports,Patent fuel,imports,2017,"Metric tons,  thousand",1.1,
15,Armenia,Patent fuel - imports,Patent fuel,imports,2016,"Metric tons,  thousand",0.63,
16,Armenia,Patent fuel - imports,Patent fuel,imports,2015,"Metric tons,  thousand",0.42,
17,Armenia,Patent fuel - imports,Patent fuel,imports,2014,"Metric tons,  thousand",0.49,
18,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2019,"Metric tons,  thousand",0.7,
19,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2018,"Metric tons,  thousand",1.114,
20,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2017,"Metric tons,  thousand",1.1,
21,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2016,"Metric tons,  thousand",0.63,
22,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2015,"Metric tons,  thousand",0.42,
23,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2014,"Metric tons,  thousand",0.49,
24,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2019,"Metric tons,  thousand",0.7,
25,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2018,"Metric tons,  thousand",1.114,
26,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2017,"Metric tons,  thousand",1.1,
27,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2016,"Metric tons,  thousand",0.63,
28,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2015,"Metric tons,  thousand",0.42,
29,Armenia,Patent fuel - Consumption by other,Patent fuel,Consumption by other,2014,"Metric tons,  thousand",0.49,
30,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2019,"Metric tons,  thousand",0.7,
31,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2018,"Metric tons,  thousand",1.114,
32,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2017,"Metric tons,  thousand",1.1,
33,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2016,"Metric tons,  thousand",0.63,
34,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2015,"Metric tons,  thousand",0.42,
35,Armenia,Patent fuel - consumption by households,Patent fuel,consumption by households,2014,"Metric tons,  thousand",0.49,
36,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2019,"Metric tons,  thousand",0.7,
37,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2018,"Metric tons,  thousand",1.114,
38,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2017,"Metric tons,  thousand",1.1,
39,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2016,"Metric tons,  thousand",0.63,
40,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2015,"Metric tons,  thousand",0.42,
41,Armenia,Patent fuel - Total energy supply,Patent fuel,Total energy supply,2014,"Metric tons,  thousand",0.49,
42,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2019,"Metric tons,  thousand",0.7,
43,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2018,"Metric tons,  thousand",1.114,
44,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2017,"Metric tons,  thousand",1.1,
45,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2016,"Metric tons,  thousand",0.63,
46,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2015,"Metric tons,  thousand",0.42,
47,Armenia,Patent fuel - Final consumption,Patent fuel,Final consumption,2014,"Metric tons,  thousand",0.49,
48,Austria,Patent fuel - imports,Patent fuel,imports,2020,"Metric tons,  thousand",2.148,
49,Austria,Patent fuel - imports,Patent fuel,imports,2019,"Metric tons,  thousand",1.544,
50,Austria,Patent fuel - imports,Patent fuel,imports,2018,"Metric tons,  thousand",28.051,
51,Austria,Patent fuel - imports,Patent fuel,imports,2017,"Metric tons,  thousand",4.021,
52,Austria,Patent fuel - imports,Patent fuel,imports,2016,"Metric tons,  thousand",4.0,
53,Austria,Patent fuel - imports,Patent fuel,imports,2015,"Metric tons,  thousand",7.0,
54,Austria,Patent fuel - imports,Patent fuel,imports,2014,"Metric tons,  thousand",9.0,
55,Austria,Patent fuel - imports,Patent fuel,imports,2013,"Metric tons,  thousand",13.0,
56,Austria,Patent fuel - imports,Patent fuel,imports,2012,"Metric tons,  thousand",7.0,
57,Austria,Patent fuel - imports,Patent fuel,imports,2011,"Metric tons,  thousand",0.0,
58,Austria,Patent fuel - imports,Patent fuel,imports,2010,"Metric tons,  thousand",13.0,
59,Austria,Patent fuel - imports,Patent fuel,imports,2009,"Metric tons,  thousand",18.0,
60,Austria,Patent fuel - imports,Patent fuel,imports,2008,"Metric tons,  thousand",13.0,
61,Austria,Patent fuel - imports,Patent fuel,imports,2007,"Metric tons,  thousand",9.0,
62,Austria,Patent fuel - imports,Patent fuel,imports,2006,"Metric tons,  thousand",1.0,
63,Austria,Patent fuel - imports,Patent fuel,imports,2005,"Metric tons,  thousand",1.0,
64,Austria,Patent fuel - imports,Patent fuel,imports,2004,"Metric tons,  thousand",1.0,
65,Austria,Patent fuel - imports,Patent fuel,imports,2003,"Metric tons,  thousand",2.0,
66,Austria,Patent fuel - imports,Patent fuel,imports,2002,"Metric tons,  thousand",1.0,
67,Austria,Patent fuel - imports,Patent fuel,imports,2001,"Metric tons,  thousand",1.0,
68,Austria,Patent fuel - imports,Patent fuel,imports,2000,"Metric tons,  thousand",4.0,
69,Austria,Patent fuel - imports,Patent fuel,imports,1999,"Metric tons,  thousand",4.0,
70,Austria,Patent fuel - imports,Patent fuel,imports,1998,"Metric tons,  thousand",4.0,
71,Austria,Patent fuel - imports,Patent fuel,imports,1997,"Metric tons,  thousand",7.0,
72,Austria,Patent fuel - exports,Patent fuel,exports,2018,"Metric tons,  thousand",0.021,
73,Austria,Patent fuel - exports,Patent fuel,exports,2017,"Metric tons,  thousand",0.001,
74,Austria,Patent fuel - stock changes,Patent fuel,stock changes,2012,"Metric tons,  thousand",0.0,
75,Austria,Patent fuel - stock changes,Patent fuel,stock changes,2011,"Metric tons,  thousand",0.0,
76,Austria,Patent fuel - stock changes,Patent fuel,stock changes,2010,"Metric tons,  thousand",0.0,
77,Austria,Patent fuel - stock changes,Patent fuel,stock changes,2009,"Metric tons,  thousand",0.0,
78,Austria,Patent fuel - stock changes,Patent fuel,stock changes,2007,"Metric tons,  thousand",0.0,
79,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2020,"Metric tons,  thousand",1.058,
80,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2019,"Metric tons,  thousand",1.544,
81,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2018,"Metric tons,  thousand",28.03,
82,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2017,"Metric tons,  thousand",4.02,
83,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2016,"Metric tons,  thousand",4.0,
84,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2015,"Metric tons,  thousand",7.0,
85,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2014,"Metric tons,  thousand",9.0,
86,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2013,"Metric tons,  thousand",13.0,
87,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2012,"Metric tons,  thousand",7.0,
88,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2011,"Metric tons,  thousand",0.0,
89,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2010,"Metric tons,  thousand",13.0,
90,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2009,"Metric tons,  thousand",18.0,
91,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2008,"Metric tons,  thousand",13.0,
92,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2007,"Metric tons,  thousand",9.0,
93,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2006,"Metric tons,  thousand",1.0,
94,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2005,"Metric tons,  thousand",1.0,
95,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2004,"Metric tons,  thousand",1.0,
96,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2003,"Metric tons,  thousand",2.0,
97,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2002,"Metric tons,  thousand",1.0,
98,Austria,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2001,"Metric tons,  thousand",1.0,
