,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Brown coal - production,Brown coal,production,2014,"Metric tons,  thousand",0.0,
1,Albania,Brown coal - production,Brown coal,production,2013,"Metric tons,  thousand",3.0,
2,Albania,Brown coal - production,Brown coal,production,2012,"Metric tons,  thousand",6.63,
3,Albania,Brown coal - production,Brown coal,production,2011,"Metric tons,  thousand",6.8,
4,Albania,Brown coal - production,Brown coal,production,2010,"Metric tons,  thousand",13.6,
5,Albania,Brown coal - production,Brown coal,production,2009,"Metric tons,  thousand",13.6,
6,Albania,Brown coal - production,Brown coal,production,2008,"Metric tons,  thousand",85.0,
7,Albania,Brown coal - production,Brown coal,production,2007,"Metric tons,  thousand",64.0,
8,Albania,Brown coal - production,Brown coal,production,2006,"Metric tons,  thousand",64.0,
9,Albania,Brown coal - production,Brown coal,production,2005,"Metric tons,  thousand",64.0,
10,Albania,Brown coal - production,Brown coal,production,2004,"Metric tons,  thousand",81.0,
11,Albania,Brown coal - production,Brown coal,production,2003,"Metric tons,  thousand",81.0,
12,Albania,Brown coal - production,Brown coal,production,2002,"Metric tons,  thousand",77.0,
13,Albania,Brown coal - production,Brown coal,production,2001,"Metric tons,  thousand",21.0,
14,Albania,Brown coal - production,Brown coal,production,2000,"Metric tons,  thousand",30.0,
15,Albania,Brown coal - production,Brown coal,production,1999,"Metric tons,  thousand",49.0,
16,Albania,Brown coal - production,Brown coal,production,1998,"Metric tons,  thousand",49.0,
17,Albania,Brown coal - production,Brown coal,production,1997,"Metric tons,  thousand",39.0,
18,Albania,Brown coal - production,Brown coal,production,1996,"Metric tons,  thousand",113.0,
19,Albania,Brown coal - production,Brown coal,production,1995,"Metric tons,  thousand",163.0,
20,Albania,Brown coal - production,Brown coal,production,1994,"Metric tons,  thousand",169.0,
21,Albania,Brown coal - production,Brown coal,production,1993,"Metric tons,  thousand",600.0,
22,Albania,Brown coal - production,Brown coal,production,1992,"Metric tons,  thousand",800.0,
23,Albania,Brown coal - production,Brown coal,production,1991,"Metric tons,  thousand",1087.0,
24,Albania,Brown coal - production,Brown coal,production,1990,"Metric tons,  thousand",2070.0,1
25,Albania,Brown coal - imports,Brown coal,imports,2007,"Metric tons,  thousand",13.0,
26,Albania,Brown coal - imports,Brown coal,imports,2006,"Metric tons,  thousand",13.0,
27,Albania,Brown coal - imports,Brown coal,imports,2005,"Metric tons,  thousand",13.0,
28,Albania,Brown coal - imports,Brown coal,imports,2004,"Metric tons,  thousand",9.0,
29,Albania,Brown coal - imports,Brown coal,imports,2003,"Metric tons,  thousand",9.0,
30,Albania,Brown coal - imports,Brown coal,imports,2002,"Metric tons,  thousand",13.0,
31,Albania,Brown coal - imports,Brown coal,imports,2001,"Metric tons,  thousand",64.0,
32,Albania,Brown coal - imports,Brown coal,imports,2000,"Metric tons,  thousand",43.0,
33,Albania,Brown coal - imports,Brown coal,imports,1999,"Metric tons,  thousand",70.0,
34,Albania,Brown coal - exports,Brown coal,exports,1994,"Metric tons,  thousand",0.0,
35,Albania,Brown coal - exports,Brown coal,exports,1993,"Metric tons,  thousand",8.0,
36,Albania,Brown coal - exports,Brown coal,exports,1992,"Metric tons,  thousand",100.0,
37,Albania,Brown coal - exports,Brown coal,exports,1991,"Metric tons,  thousand",100.0,
38,Albania,Brown coal - exports,Brown coal,exports,1990,"Metric tons,  thousand",300.0,1
39,Albania,Brown coal - transformation,Brown coal,transformation,2002,"Metric tons,  thousand",14.0,
40,Albania,Brown coal - transformation,Brown coal,transformation,2001,"Metric tons,  thousand",17.0,
41,Albania,Brown coal - transformation,Brown coal,transformation,2000,"Metric tons,  thousand",13.0,
42,Albania,Brown coal - transformation,Brown coal,transformation,1999,"Metric tons,  thousand",19.0,
43,Albania,Brown coal - transformation,Brown coal,transformation,1998,"Metric tons,  thousand",0.0,
44,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2002,"Metric tons,  thousand",14.0,
45,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2001,"Metric tons,  thousand",17.0,
46,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2000,"Metric tons,  thousand",13.0,
47,Albania,Brown coal - Other transformation,Brown coal,Other transformation,1999,"Metric tons,  thousand",19.0,
48,Albania,Brown coal - Other transformation,Brown coal,Other transformation,1998,"Metric tons,  thousand",0.0,
49,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2004,"Metric tons,  thousand",0.0,
50,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2003,"Metric tons,  thousand",13.0,
51,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2002,"Metric tons,  thousand",13.0,
52,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2001,"Metric tons,  thousand",13.0,
53,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2000,"Metric tons,  thousand",9.0,
54,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,1999,"Metric tons,  thousand",11.0,
55,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,1998,"Metric tons,  thousand",0.0,
56,Albania,Brown coal - own use by coal mines,Brown coal,own use by coal mines,2004,"Metric tons,  thousand",0.0,
57,Albania,"Brown coal - own use by electricity, CHP and heat plants",Brown coal,"own use by electricity, CHP and heat plants",2003,"Metric tons,  thousand",13.0,
