,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2002,"Metric tons,  thousand",155000.0,
1,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2001,"Metric tons,  thousand",155000.0,
2,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2000,"Metric tons,  thousand",155000.0,
3,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1999,"Metric tons,  thousand",155000.0,
4,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1998,"Metric tons,  thousand",155000.0,
5,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1997,"Metric tons,  thousand",155000.0,
6,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1996,"Metric tons,  thousand",155000.0,
7,Albania,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1995,"Metric tons,  thousand",155000.0,
8,Argentina,Peat (for fuel use) - total resources in place,Peat (for fuel use),total resources in place,1997,"Metric tons,  thousand",140000.0,
9,Argentina,Peat (for fuel use) - total resources in place,Peat (for fuel use),total resources in place,1993,"Metric tons,  thousand",140000.0,
10,Argentina,Peat (for fuel use) - total resources in place,Peat (for fuel use),total resources in place,1990,"Metric tons,  thousand",140000.0,
11,Argentina,Peat (for fuel use) - total known reserves,Peat (for fuel use),total known reserves,1997,"Metric tons,  thousand",90000.0,
12,Argentina,Peat (for fuel use) - total known reserves,Peat (for fuel use),total known reserves,1993,"Metric tons,  thousand",90000.0,
13,Argentina,Peat (for fuel use) - total known reserves,Peat (for fuel use),total known reserves,1990,"Metric tons,  thousand",90000.0,
14,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2002,"Metric tons,  thousand",80000.0,1
15,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2001,"Metric tons,  thousand",80000.0,
16,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,2000,"Metric tons,  thousand",80000.0,
17,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1999,"Metric tons,  thousand",80000.0,
18,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1998,"Metric tons,  thousand",80000.0,
19,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1997,"Metric tons,  thousand",80000.0,
20,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1993,"Metric tons,  thousand",80000.0,
21,Argentina,Peat (for fuel use) - recoverable,Peat (for fuel use),recoverable,1990,"Metric tons,  thousand",80000.0,
22,Argentina,Peat (for fuel use) - additional resources,Peat (for fuel use),additional resources,1997,"Metric tons,  thousand",50000.0,
23,Argentina,Peat (for fuel use) - additional resources,Peat (for fuel use),additional resources,1993,"Metric tons,  thousand",50000.0,
24,Argentina,Peat (for fuel use) - additional resources,Peat (for fuel use),additional resources,1990,"Metric tons,  thousand",50000.0,
25,Armenia,Peat - production,Peat,production,2013,"Metric tons,  thousand",0.0,
26,Armenia,Peat - production,Peat,production,2012,"Metric tons,  thousand",1.0,1
27,Armenia,Peat - production,Peat,production,2011,"Metric tons,  thousand",1.0,1
28,Armenia,Peat - production,Peat,production,2010,"Metric tons,  thousand",1.0,1
29,Armenia,Peat - production,Peat,production,2009,"Metric tons,  thousand",1.0,1
30,Armenia,Peat - production,Peat,production,2008,"Metric tons,  thousand",1.0,1
31,Armenia,Peat - imports,Peat,imports,2020,"Metric tons,  thousand",0.579942,
32,Armenia,Peat - imports,Peat,imports,2013,"Metric tons,  thousand",0.55,
33,Armenia,Peat - imports,Peat,imports,2012,"Metric tons,  thousand",0.41,
34,Armenia,Peat - imports,Peat,imports,2011,"Metric tons,  thousand",0.28,
35,Armenia,Peat - imports,Peat,imports,2010,"Metric tons,  thousand",0.01,
36,Armenia,Peat - imports,Peat,imports,2009,"Metric tons,  thousand",0.244,
37,Armenia,Peat - imports,Peat,imports,2008,"Metric tons,  thousand",0.0339,
38,Armenia,Peat - imports,Peat,imports,2007,"Metric tons,  thousand",0.0288,
39,Armenia,Peat - imports,Peat,imports,2006,"Metric tons,  thousand",0.0032,
40,Armenia,Peat - imports,Peat,imports,2005,"Metric tons,  thousand",0.0,
41,Armenia,Peat - imports,Peat,imports,2004,"Metric tons,  thousand",0.001,
42,Armenia,Peat - exports,Peat,exports,2020,"Metric tons,  thousand",17.01076,
43,Armenia,Peat - exports,Peat,exports,2013,"Metric tons,  thousand",0.21,
44,Armenia,Peat - exports,Peat,exports,2012,"Metric tons,  thousand",1.03,
45,Armenia,Peat - exports,Peat,exports,2011,"Metric tons,  thousand",0.86,
46,Armenia,Peat - exports,Peat,exports,2010,"Metric tons,  thousand",0.008,
47,Armenia,Peat - exports,Peat,exports,2009,"Metric tons,  thousand",0.0,
48,Armenia,Peat - exports,Peat,exports,2008,"Metric tons,  thousand",0.0,
49,Armenia,Peat - exports,Peat,exports,2007,"Metric tons,  thousand",0.0,
50,Armenia,Peat - exports,Peat,exports,2006,"Metric tons,  thousand",0.0,
51,Armenia,Peat - exports,Peat,exports,2005,"Metric tons,  thousand",0.0,
52,Armenia,Peat - exports,Peat,exports,2004,"Metric tons,  thousand",0.0,
53,Armenia,Peat - final energy consumption,Peat,final energy consumption,2013,"Metric tons,  thousand",0.34,1
54,Armenia,Peat - final energy consumption,Peat,final energy consumption,2012,"Metric tons,  thousand",0.41,1
55,Armenia,Peat - final energy consumption,Peat,final energy consumption,2011,"Metric tons,  thousand",0.28,1
