,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2020,"Metric tons,  thousand",25934.0,
1,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2019,"Metric tons,  thousand",26472.0,
2,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2018,"Metric tons,  thousand",28200.0,
3,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2017,"Metric tons,  thousand",28069.0,
4,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2016,"Metric tons,  thousand",26114.0,
5,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2015,"Metric tons,  thousand",22757.0,
6,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2014,"Metric tons,  thousand",21244.0,
7,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2013,"Metric tons,  thousand",22527.0,
8,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2012,"Metric tons,  thousand",23095.0,
9,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2011,"Metric tons,  thousand",23589.0,
10,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2010,"Metric tons,  thousand",25190.0,
11,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2009,"Metric tons,  thousand",48560.0,
12,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2008,"Metric tons,  thousand",46105.0,
13,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2007,"Metric tons,  thousand",47397.0,
14,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2006,"Metric tons,  thousand",46590.0,
15,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2005,"Metric tons,  thousand",44782.0,
16,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2004,"Metric tons,  thousand",41849.0,
17,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2003,"Metric tons,  thousand",39387.0,
18,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2002,"Metric tons,  thousand",34135.0,
19,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2001,"Metric tons,  thousand",31843.0,
20,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,2000,"Metric tons,  thousand",23262.0,
21,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1999,"Metric tons,  thousand",22984.0,
22,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1998,"Metric tons,  thousand",21651.0,
23,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1997,"Metric tons,  thousand",21159.0,
24,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1996,"Metric tons,  thousand",21052.0,
25,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1995,"Metric tons,  thousand",19973.0,
26,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1994,"Metric tons,  thousand",20326.0,
27,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1993,"Metric tons,  thousand",18057.0,
28,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1992,"Metric tons,  thousand",18000.0,
29,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1991,"Metric tons,  thousand",17316.0,
30,Australia,Sub-bituminous coal - Production,Sub-bituminous coal,Production,1990,"Metric tons,  thousand",16780.0,
31,Australia,Sub-bituminous coal - Stock changes,Sub-bituminous coal,Stock changes,2002,"Metric tons,  thousand",2934.0,
32,Australia,Sub-bituminous coal - Stock changes,Sub-bituminous coal,Stock changes,2001,"Metric tons,  thousand",1583.0,
33,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2019,"Metric tons,  thousand",23478.0,
34,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2018,"Metric tons,  thousand",25022.0,
35,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2017,"Metric tons,  thousand",25036.0,
36,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2016,"Metric tons,  thousand",23197.0,
37,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2015,"Metric tons,  thousand",20531.0,
38,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2014,"Metric tons,  thousand",18934.0,
39,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2013,"Metric tons,  thousand",20343.0,
40,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2012,"Metric tons,  thousand",20883.0,
41,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2011,"Metric tons,  thousand",21309.0,
42,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2010,"Metric tons,  thousand",22740.0,
43,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2009,"Metric tons,  thousand",45955.0,
44,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2008,"Metric tons,  thousand",43340.0,
45,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2007,"Metric tons,  thousand",44763.0,
46,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2006,"Metric tons,  thousand",44013.0,
47,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2005,"Metric tons,  thousand",42136.0,
48,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2004,"Metric tons,  thousand",39612.0,
49,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2003,"Metric tons,  thousand",37236.0,
50,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2002,"Metric tons,  thousand",28757.0,
51,Australia,Sub-bituminous coal - Transformation,Sub-bituminous coal,Transformation,2001,"Metric tons,  thousand",27917.0,
