,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2019,"Metric tons,  thousand",20.406,
1,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2018,"Metric tons,  thousand",39.037,
2,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2017,"Metric tons,  thousand",71.031,
3,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2016,"Metric tons,  thousand",77.898,
4,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2015,"Metric tons,  thousand",174.285,
5,Angola,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2014,"Metric tons,  thousand",195.533,
6,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2019,"Metric tons,  thousand",20.406,
7,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2018,"Metric tons,  thousand",39.037,
8,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2017,"Metric tons,  thousand",71.031,
9,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2016,"Metric tons,  thousand",77.898,
10,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2015,"Metric tons,  thousand",174.285,
11,Angola,Gasoline-type jet fuel - Production from refineries,Gasoline-type jet fuel,Production from refineries,2014,"Metric tons,  thousand",195.533,
12,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2019,"Metric tons,  thousand",20.406,1
13,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2018,"Metric tons,  thousand",39.037,1
14,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2017,"Metric tons,  thousand",71.031,1
15,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2016,"Metric tons,  thousand",77.898,1
16,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2015,"Metric tons,  thousand",174.285,1
17,Angola,Gasoline-type jet fuel - Exports,Gasoline-type jet fuel,Exports,2014,"Metric tons,  thousand",195.533,1
18,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2019,"Metric tons,  thousand",0.0,
19,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2018,"Metric tons,  thousand",0.0,
20,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2017,"Metric tons,  thousand",0.0,
21,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2016,"Metric tons,  thousand",0.0,
22,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2015,"Metric tons,  thousand",0.0,
23,Angola,Gasoline-type jet fuel - Total energy supply,Gasoline-type jet fuel,Total energy supply,2014,"Metric tons,  thousand",0.0,
24,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2017,"Metric tons,  thousand",0.0,
25,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2016,"Metric tons,  thousand",0.0,
26,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2015,"Metric tons,  thousand",0.0,
27,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2014,"Metric tons,  thousand",0.0,
28,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2013,"Metric tons,  thousand",0.0,
29,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2012,"Metric tons,  thousand",31.0,
30,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2011,"Metric tons,  thousand",12.0,
31,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2010,"Metric tons,  thousand",48.0,
32,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2009,"Metric tons,  thousand",10.0,
33,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2008,"Metric tons,  thousand",39.0,
34,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2007,"Metric tons,  thousand",14.0,
35,Canada,Gasoline-type jet fuel - Production,Gasoline-type jet fuel,Production,2006,"Metric tons,  thousand",16.0,
