,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2015,Terajoules,0.0,
1,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2014,Terajoules,0.0,
2,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2013,Terajoules,0.0,
3,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2012,Terajoules,0.0,
4,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2011,Terajoules,0.0,
5,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2010,Terajoules,0.0,
6,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2009,Terajoules,398.0,
7,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2008,Terajoules,825.0,
8,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2007,Terajoules,825.0,
9,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2006,Terajoules,842.0,
10,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2005,Terajoules,886.0,
11,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2004,Terajoules,960.0,
12,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2003,Terajoules,1047.0,
13,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2002,Terajoules,1009.0,
14,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2001,Terajoules,770.0,
15,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,2000,Terajoules,829.0,
16,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,1999,Terajoules,900.0,
17,Algeria,Coke Oven Gas - Production,Coke Oven Gas,Production,1998,Terajoules,821.0,
18,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2015,Terajoules,0.0,
19,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2014,Terajoules,0.0,
20,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2013,Terajoules,0.0,
21,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2012,Terajoules,0.0,
22,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2011,Terajoules,0.0,
23,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2010,Terajoules,0.0,
24,Algeria,Coke Oven Gas - Transformation,Coke Oven Gas,Transformation,2009,Terajoules,308.0,
