,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Argentina,Biogasoline - production,Biogasoline,production,2020,"Metric tons,  thousand",1128.284,
1,Argentina,Biogasoline - production,Biogasoline,production,2019,"Metric tons,  thousand",850.0,
2,Argentina,Biogasoline - production,Biogasoline,production,2018,"Metric tons,  thousand",882.0,
3,Argentina,Biogasoline - production,Biogasoline,production,2017,"Metric tons,  thousand",875.0,
4,Argentina,Biogasoline - production,Biogasoline,production,2016,"Metric tons,  thousand",704.0,
5,Argentina,Biogasoline - production,Biogasoline,production,2015,"Metric tons,  thousand",645.0,
6,Argentina,Biogasoline - production,Biogasoline,production,2014,"Metric tons,  thousand",531.0,
7,Argentina,Biogasoline - production,Biogasoline,production,2013,"Metric tons,  thousand",374.0,
8,Argentina,Biogasoline - production,Biogasoline,production,2012,"Metric tons,  thousand",210.0,
9,Argentina,Biogasoline - production,Biogasoline,production,2011,"Metric tons,  thousand",141.0,
10,Argentina,Biogasoline - production,Biogasoline,production,2010,"Metric tons,  thousand",101.0,
11,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2012,"Metric tons,  thousand",12.0,
12,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2011,"Metric tons,  thousand",3.0,
13,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2010,"Metric tons,  thousand",3.0,
14,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2020,"Metric tons,  thousand",1117.692,
15,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2019,"Metric tons,  thousand",842.0,
16,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2018,"Metric tons,  thousand",842.0,
17,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2017,"Metric tons,  thousand",852.0,
18,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2016,"Metric tons,  thousand",721.0,
19,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2015,"Metric tons,  thousand",636.0,
20,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2014,"Metric tons,  thousand",525.0,
21,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2013,"Metric tons,  thousand",376.0,
22,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2012,"Metric tons,  thousand",198.0,
23,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2011,"Metric tons,  thousand",138.0,
24,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2010,"Metric tons,  thousand",98.0,
25,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2020,"Metric tons,  thousand",1117.692,
26,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2019,"Metric tons,  thousand",842.0,
27,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2018,"Metric tons,  thousand",842.0,
28,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2017,"Metric tons,  thousand",852.0,
29,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2016,"Metric tons,  thousand",721.0,
30,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2015,"Metric tons,  thousand",636.0,
31,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2014,"Metric tons,  thousand",525.0,
32,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2013,"Metric tons,  thousand",376.0,
33,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2012,"Metric tons,  thousand",198.0,
34,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2011,"Metric tons,  thousand",138.0,
35,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2010,"Metric tons,  thousand",98.0,
36,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2020,"Metric tons,  thousand",1117.692,
37,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2019,"Metric tons,  thousand",842.0,
38,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2018,"Metric tons,  thousand",842.0,
39,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2017,"Metric tons,  thousand",852.0,
40,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2016,"Metric tons,  thousand",721.0,
41,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2015,"Metric tons,  thousand",636.0,
42,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2014,"Metric tons,  thousand",525.0,
43,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2013,"Metric tons,  thousand",376.0,
44,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2012,"Metric tons,  thousand",198.0,
45,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2011,"Metric tons,  thousand",138.0,
46,Argentina,Biogasoline - Consumption by road,Biogasoline,Consumption by road,2010,"Metric tons,  thousand",98.0,
47,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2020,"Metric tons,  thousand",1128.284,
48,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2019,"Metric tons,  thousand",850.0,
49,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2018,"Metric tons,  thousand",882.0,
50,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2017,"Metric tons,  thousand",875.0,
51,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2016,"Metric tons,  thousand",704.0,
52,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2015,"Metric tons,  thousand",645.0,
53,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2014,"Metric tons,  thousand",531.0,
54,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2013,"Metric tons,  thousand",374.0,
55,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2012,"Metric tons,  thousand",198.0,
56,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2011,"Metric tons,  thousand",138.0,
57,Argentina,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2010,"Metric tons,  thousand",98.0,
58,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2020,"Metric tons,  thousand",1117.692,
59,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2019,"Metric tons,  thousand",842.0,
60,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2018,"Metric tons,  thousand",842.0,
61,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2017,"Metric tons,  thousand",852.0,
62,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2016,"Metric tons,  thousand",721.0,
63,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2015,"Metric tons,  thousand",636.0,
64,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2014,"Metric tons,  thousand",525.0,
65,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2013,"Metric tons,  thousand",376.0,
66,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2012,"Metric tons,  thousand",198.0,
67,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2011,"Metric tons,  thousand",138.0,
68,Argentina,Biogasoline - Final consumption,Biogasoline,Final consumption,2010,"Metric tons,  thousand",98.0,
69,Armenia,Biogasoline - imports,Biogasoline,imports,2020,"Metric tons,  thousand",0.64,
70,Armenia,Biogasoline - imports,Biogasoline,imports,2019,"Metric tons,  thousand",0.571,
71,Armenia,Biogasoline - imports,Biogasoline,imports,2018,"Metric tons,  thousand",0.57,
72,Armenia,Biogasoline - imports,Biogasoline,imports,2017,"Metric tons,  thousand",0.37,
73,Armenia,Biogasoline - imports,Biogasoline,imports,2016,"Metric tons,  thousand",0.35,
74,Armenia,Biogasoline - imports,Biogasoline,imports,2015,"Metric tons,  thousand",0.31,
75,Armenia,Biogasoline - imports,Biogasoline,imports,2014,"Metric tons,  thousand",0.34,
76,Armenia,Biogasoline - imports,Biogasoline,imports,2013,"Metric tons,  thousand",0.33,
77,Armenia,Biogasoline - imports,Biogasoline,imports,2012,"Metric tons,  thousand",0.07,
78,Armenia,Biogasoline - imports,Biogasoline,imports,2011,"Metric tons,  thousand",0.3,1
79,Armenia,Biogasoline - imports,Biogasoline,imports,2010,"Metric tons,  thousand",0.3,1
80,Armenia,Biogasoline - imports,Biogasoline,imports,2009,"Metric tons,  thousand",0.3,
81,Armenia,Biogasoline - imports,Biogasoline,imports,2008,"Metric tons,  thousand",0.17,
82,Armenia,Biogasoline - imports,Biogasoline,imports,2007,"Metric tons,  thousand",0.24,
83,Armenia,Biogasoline - imports,Biogasoline,imports,2006,"Metric tons,  thousand",0.34,
84,Armenia,Biogasoline - imports,Biogasoline,imports,2005,"Metric tons,  thousand",0.59,
85,Armenia,Biogasoline - imports,Biogasoline,imports,2004,"Metric tons,  thousand",0.2,
86,Armenia,Biogasoline - exports,Biogasoline,exports,2020,"Metric tons,  thousand",0.002,
87,Armenia,Biogasoline - exports,Biogasoline,exports,2019,"Metric tons,  thousand",1.655,
88,Armenia,Biogasoline - exports,Biogasoline,exports,2018,"Metric tons,  thousand",1.65,
89,Armenia,Biogasoline - exports,Biogasoline,exports,2017,"Metric tons,  thousand",0.0,
90,Armenia,Biogasoline - exports,Biogasoline,exports,2016,"Metric tons,  thousand",0.0,
91,Armenia,Biogasoline - exports,Biogasoline,exports,2015,"Metric tons,  thousand",0.0,
92,Armenia,Biogasoline - exports,Biogasoline,exports,2014,"Metric tons,  thousand",0.0,
93,Armenia,Biogasoline - exports,Biogasoline,exports,2013,"Metric tons,  thousand",0.05,
94,Armenia,Biogasoline - exports,Biogasoline,exports,2012,"Metric tons,  thousand",0.0,
95,Armenia,Biogasoline - exports,Biogasoline,exports,2011,"Metric tons,  thousand",0.1,1
96,Armenia,Biogasoline - exports,Biogasoline,exports,2010,"Metric tons,  thousand",0.1,1
97,Armenia,Biogasoline - exports,Biogasoline,exports,2009,"Metric tons,  thousand",0.1,
98,Armenia,Biogasoline - exports,Biogasoline,exports,2008,"Metric tons,  thousand",0.22,
99,Armenia,Biogasoline - exports,Biogasoline,exports,2007,"Metric tons,  thousand",0.08,
100,Armenia,Biogasoline - exports,Biogasoline,exports,2006,"Metric tons,  thousand",0.02,
101,Armenia,Biogasoline - exports,Biogasoline,exports,2005,"Metric tons,  thousand",0.0,
102,Armenia,Biogasoline - exports,Biogasoline,exports,2004,"Metric tons,  thousand",0.02,
103,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2019,"Metric tons,  thousand",-1.085,
104,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2018,"Metric tons,  thousand",-1.08,
105,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2017,"Metric tons,  thousand",0.37,
106,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2016,"Metric tons,  thousand",0.35,
107,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2015,"Metric tons,  thousand",0.31,
108,Armenia,Biogasoline - stock changes,Biogasoline,stock changes,2014,"Metric tons,  thousand",0.34,
109,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2020,"Metric tons,  thousand",0.638,
110,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2019,"Metric tons,  thousand",0.00099999999999989,
111,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2018,"Metric tons,  thousand",0.0,
112,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2017,"Metric tons,  thousand",0.0,
113,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2016,"Metric tons,  thousand",0.0,
114,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2015,"Metric tons,  thousand",0.0,
115,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2014,"Metric tons,  thousand",0.0,
116,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2013,"Metric tons,  thousand",0.28,
117,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2012,"Metric tons,  thousand",0.07,
118,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2011,"Metric tons,  thousand",0.2,1
119,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2010,"Metric tons,  thousand",0.2,1
120,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2009,"Metric tons,  thousand",0.2,
121,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2008,"Metric tons,  thousand",-0.05,
122,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2007,"Metric tons,  thousand",0.16,
123,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2006,"Metric tons,  thousand",0.32,
124,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2005,"Metric tons,  thousand",0.59,
125,Armenia,Biogasoline - Total energy supply,Biogasoline,Total energy supply,2004,"Metric tons,  thousand",0.18,
126,Australia,Biogasoline - production,Biogasoline,production,2020,"Metric tons,  thousand",162.471,
127,Australia,Biogasoline - production,Biogasoline,production,2019,"Metric tons,  thousand",199.0,
128,Australia,Biogasoline - production,Biogasoline,production,2018,"Metric tons,  thousand",186.0,
129,Australia,Biogasoline - production,Biogasoline,production,2017,"Metric tons,  thousand",150.0,
130,Australia,Biogasoline - production,Biogasoline,production,2016,"Metric tons,  thousand",178.0,
131,Australia,Biogasoline - production,Biogasoline,production,2015,"Metric tons,  thousand",195.0,
132,Australia,Biogasoline - production,Biogasoline,production,2014,"Metric tons,  thousand",217.0,
133,Australia,Biogasoline - production,Biogasoline,production,2013,"Metric tons,  thousand",242.0,
134,Australia,Biogasoline - production,Biogasoline,production,2012,"Metric tons,  thousand",222.0,
135,Australia,Biogasoline - production,Biogasoline,production,2011,"Metric tons,  thousand",231.0,
136,Australia,Biogasoline - production,Biogasoline,production,2010,"Metric tons,  thousand",178.0,
137,Australia,Biogasoline - production,Biogasoline,production,2009,"Metric tons,  thousand",258.0,
138,Australia,Biogasoline - production,Biogasoline,production,2008,"Metric tons,  thousand",188.0,
139,Australia,Biogasoline - production,Biogasoline,production,2007,"Metric tons,  thousand",106.0,
140,Australia,Biogasoline - production,Biogasoline,production,2006,"Metric tons,  thousand",51.0,
141,Australia,Biogasoline - production,Biogasoline,production,2005,"Metric tons,  thousand",29.0,
142,Australia,Biogasoline - production,Biogasoline,production,2004,"Metric tons,  thousand",36.0,
143,Australia,Biogasoline - production,Biogasoline,production,2003,"Metric tons,  thousand",72.0,
144,Australia,Biogasoline - stock changes,Biogasoline,stock changes,2020,"Metric tons,  thousand",0.471,
145,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2019,"Metric tons,  thousand",199.0,
146,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2018,"Metric tons,  thousand",186.0,
147,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2017,"Metric tons,  thousand",150.0,
148,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2016,"Metric tons,  thousand",178.0,
149,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2015,"Metric tons,  thousand",195.0,
150,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2014,"Metric tons,  thousand",217.0,
151,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2013,"Metric tons,  thousand",242.0,
152,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2012,"Metric tons,  thousand",222.0,
153,Australia,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2011,"Metric tons,  thousand",231.0,
