,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Argentina,Biogasoline - production,Biogasoline,production,2020,"Metric tons,  thousand",1128.284,,8146210480.000001
1,1,Argentina,Biogasoline - production,Biogasoline,production,2019,"Metric tons,  thousand",850.0,,6137000000.0
2,2,Argentina,Biogasoline - production,Biogasoline,production,2018,"Metric tons,  thousand",882.0,,6368040000.0
3,3,Argentina,Biogasoline - production,Biogasoline,production,2017,"Metric tons,  thousand",875.0,,6317500000.0
4,4,Argentina,Biogasoline - production,Biogasoline,production,2016,"Metric tons,  thousand",704.0,,5082880000.0
5,5,Argentina,Biogasoline - production,Biogasoline,production,2015,"Metric tons,  thousand",645.0,,4656900000.0
6,6,Argentina,Biogasoline - production,Biogasoline,production,2014,"Metric tons,  thousand",531.0,,3833820000.0
7,7,Argentina,Biogasoline - production,Biogasoline,production,2013,"Metric tons,  thousand",374.0,,2700280000.0
8,8,Argentina,Biogasoline - production,Biogasoline,production,2012,"Metric tons,  thousand",210.0,,1516200000.0
9,9,Argentina,Biogasoline - production,Biogasoline,production,2011,"Metric tons,  thousand",141.0,,1018020000.0
10,10,Argentina,Biogasoline - production,Biogasoline,production,2010,"Metric tons,  thousand",101.0,,729220000.0
11,11,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2012,"Metric tons,  thousand",12.0,,86640000.0
12,12,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2011,"Metric tons,  thousand",3.0,,21660000.0
13,13,Argentina,Biogasoline - stock changes,Biogasoline,stock changes,2010,"Metric tons,  thousand",3.0,,21660000.0
14,14,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2020,"Metric tons,  thousand",1117.692,,8069736240.0
15,15,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2019,"Metric tons,  thousand",842.0,,6079240000.0
16,16,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2018,"Metric tons,  thousand",842.0,,6079240000.0
17,17,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2017,"Metric tons,  thousand",852.0,,6151440000.0
18,18,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2016,"Metric tons,  thousand",721.0,,5205620000.0
19,19,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2015,"Metric tons,  thousand",636.0,,4591920000.0
20,20,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2014,"Metric tons,  thousand",525.0,,3790500000.0
21,21,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2013,"Metric tons,  thousand",376.0,,2714720000.0
22,22,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2012,"Metric tons,  thousand",198.0,,1429560000.0
23,23,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2011,"Metric tons,  thousand",138.0,,996360000.0
24,24,Argentina,Biogasoline - Final energy consumption,Biogasoline,Final energy consumption,2010,"Metric tons,  thousand",98.0,,707560000.0
25,25,Argentina,Biogasoline - consumption by transport,Biogasoline,consumption by transport,2020,"Metric tons,  thousand",1117.692,,8069736240.0
