,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2020,"Metric tons,  thousand",0.4,1.0,3332000.0
1,1,Afghanistan,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2019,"Metric tons,  thousand",0.4,,3332000.0
2,2,Afghanistan,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2020,"Metric tons,  thousand",0.4,1.0,3332000.0
3,3,Afghanistan,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2019,"Metric tons,  thousand",0.4,1.0,3332000.0
4,4,Afghanistan,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2020,"Metric tons,  thousand",0.4,1.0,3332000.0
5,5,Afghanistan,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2019,"Metric tons,  thousand",0.4,1.0,3332000.0
6,6,Afghanistan,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2020,"Metric tons,  thousand",0.4,1.0,3332000.0
7,7,Afghanistan,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2019,"Metric tons,  thousand",0.4,,3332000.0
8,8,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2009,"Metric tons,  thousand",0.0,,0.0
9,9,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2008,"Metric tons,  thousand",1.0,,8330000.0
10,10,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2007,"Metric tons,  thousand",0.0,,0.0
11,11,Australia,Additives and Oxygenates - Receipts from other sources,Additives and Oxygenates,Receipts from other sources,2006,"Metric tons,  thousand",4.0,,33320000.0
12,12,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2009,"Metric tons,  thousand",0.0,,0.0
13,13,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2008,"Metric tons,  thousand",1.0,,8330000.0
14,14,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2007,"Metric tons,  thousand",0.0,,0.0
15,15,Australia,Additives and Oxygenates - transfers and recycled products,Additives and Oxygenates,transfers and recycled products,2006,"Metric tons,  thousand",4.0,,33320000.0
16,16,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2009,"Metric tons,  thousand",0.0,,0.0
17,17,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2008,"Metric tons,  thousand",1.0,,8330000.0
18,18,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2007,"Metric tons,  thousand",0.0,,0.0
19,19,Australia,Additives and Oxygenates - Total energy supply,Additives and Oxygenates,Total energy supply,2006,"Metric tons,  thousand",4.0,,33320000.0
20,20,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2006,"Metric tons,  thousand",2.0,,16660000.0
21,21,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2005,"Metric tons,  thousand",2.0,,16660000.0
22,22,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2004,"Metric tons,  thousand",2.0,,16660000.0
23,23,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2003,"Metric tons,  thousand",2.0,,16660000.0
24,24,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2002,"Metric tons,  thousand",2.0,,16660000.0
25,25,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2001,"Metric tons,  thousand",2.0,,16660000.0
26,26,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,2000,"Metric tons,  thousand",2.0,,16660000.0
27,27,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1999,"Metric tons,  thousand",2.0,,16660000.0
28,28,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1998,"Metric tons,  thousand",13.0,,108290000.0
29,29,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1997,"Metric tons,  thousand",24.0,,199920000.0
30,30,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1996,"Metric tons,  thousand",23.0,,191590000.0
31,31,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1995,"Metric tons,  thousand",22.0,,183260000.0
32,32,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1994,"Metric tons,  thousand",36.0,,299880000.0
33,33,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1993,"Metric tons,  thousand",34.0,,283220000.0
34,34,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1992,"Metric tons,  thousand",63.0,,524790000.0
35,35,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1991,"Metric tons,  thousand",61.0,,508130000.0
36,36,Austria,Additives and Oxygenates - Imports,Additives and Oxygenates,Imports,1990,"Metric tons,  thousand",92.0,,766360000.0
37,37,Austria,Additives and Oxygenates - Exports,Additives and Oxygenates,Exports,1996,"Metric tons,  thousand",5.0,,41650000.0
38,38,Austria,Additives and Oxygenates - Exports,Additives and Oxygenates,Exports,1995,"Metric tons,  thousand",17.0,,141610000.0
39,39,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1998,"Metric tons,  thousand",-14.0,,-116620000.0
40,40,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1997,"Metric tons,  thousand",5.0,,41650000.0
41,41,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1996,"Metric tons,  thousand",-1.0,,-8330000.0
42,42,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1995,"Metric tons,  thousand",-10.0,,-83300000.0
43,43,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1994,"Metric tons,  thousand",-8.0,,-66640000.0
44,44,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1993,"Metric tons,  thousand",-11.0,,-91630000.0
45,45,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1992,"Metric tons,  thousand",27.0,,224910000.0
46,46,Austria,Additives and Oxygenates - Stock changes,Additives and Oxygenates,Stock changes,1990,"Metric tons,  thousand",5.0,,41650000.0
47,47,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2006,"Metric tons,  thousand",2.0,,16660000.0
48,48,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2005,"Metric tons,  thousand",2.0,,16660000.0
49,49,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2004,"Metric tons,  thousand",2.0,,16660000.0
50,50,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2003,"Metric tons,  thousand",2.0,,16660000.0
51,51,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2002,"Metric tons,  thousand",2.0,,16660000.0
52,52,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2001,"Metric tons,  thousand",2.0,,16660000.0
53,53,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,2000,"Metric tons,  thousand",2.0,,16660000.0
54,54,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1999,"Metric tons,  thousand",2.0,,16660000.0
55,55,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1998,"Metric tons,  thousand",27.0,,224910000.0
56,56,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1997,"Metric tons,  thousand",19.0,,158270000.0
57,57,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1996,"Metric tons,  thousand",19.0,,158270000.0
58,58,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1995,"Metric tons,  thousand",15.0,,124950000.0
59,59,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1994,"Metric tons,  thousand",44.0,,366520000.0
60,60,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1993,"Metric tons,  thousand",45.0,,374850000.0
61,61,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1992,"Metric tons,  thousand",36.0,,299880000.0
62,62,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1991,"Metric tons,  thousand",61.0,,508130000.0
63,63,Austria,Additives and Oxygenates - Transformation,Additives and Oxygenates,Transformation,1990,"Metric tons,  thousand",87.0,,724710000.0
64,64,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2006,"Metric tons,  thousand",2.0,,16660000.0
65,65,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2005,"Metric tons,  thousand",2.0,,16660000.0
66,66,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2004,"Metric tons,  thousand",2.0,,16660000.0
67,67,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2003,"Metric tons,  thousand",2.0,,16660000.0
68,68,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2002,"Metric tons,  thousand",2.0,,16660000.0
69,69,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2001,"Metric tons,  thousand",2.0,,16660000.0
70,70,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,2000,"Metric tons,  thousand",2.0,,16660000.0
71,71,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1999,"Metric tons,  thousand",2.0,,16660000.0
72,72,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1998,"Metric tons,  thousand",27.0,,224910000.0
73,73,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1997,"Metric tons,  thousand",19.0,,158270000.0
74,74,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1996,"Metric tons,  thousand",19.0,,158270000.0
75,75,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1995,"Metric tons,  thousand",15.0,,124950000.0
76,76,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1994,"Metric tons,  thousand",44.0,,366520000.0
77,77,Austria,Additives and Oxygenates - Transformation in oil refineries,Additives and Oxygenates,Transformation in oil refineries,1993,"Metric tons,  thousand",45.0,,374850000.0
