,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2019,"Metric tons,  thousand",3.0,1.0,33300000.0
1,1,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2018,"Metric tons,  thousand",3.0,1.0,33300000.0
2,2,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2017,"Metric tons,  thousand",3.0,1.0,33300000.0
3,3,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2016,"Metric tons,  thousand",3.0,1.0,33300000.0
4,4,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2015,"Metric tons,  thousand",3.0,1.0,33300000.0
5,5,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2014,"Metric tons,  thousand",3.0,1.0,33300000.0
6,6,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2013,"Metric tons,  thousand",3.0,1.0,33300000.0
7,7,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2012,"Metric tons,  thousand",3.0,,33300000.0
8,8,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2011,"Metric tons,  thousand",3.0,,33300000.0
9,9,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2010,"Metric tons,  thousand",3.0,,33300000.0
10,10,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2009,"Metric tons,  thousand",3.0,,33300000.0
11,11,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2008,"Metric tons,  thousand",3.0,,33300000.0
12,12,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2007,"Metric tons,  thousand",4.0,1.0,44400000.0
13,13,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2006,"Metric tons,  thousand",4.0,1.0,44400000.0
14,14,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2005,"Metric tons,  thousand",4.0,1.0,44400000.0
15,15,Afghanistan,White spirit and special boiling point industrial spirits - Imports,White spirit and special boiling point industrial spirits,Imports,2004,"Metric tons,  thousand",5.0,1.0,55500000.0
