,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,Gas coke - imports,Gas coke,imports,2020,"Metric tons,  thousand",206.7,1.0,1033500000.0
1,1,Afghanistan,Gas coke - imports,Gas coke,imports,2019,"Metric tons,  thousand",202.6,1.0,1013000000.0
2,2,Afghanistan,Gas coke - imports,Gas coke,imports,2018,"Metric tons,  thousand",202.6,1.0,1013000000.0
3,3,Afghanistan,Gas coke - imports,Gas coke,imports,2017,"Metric tons,  thousand",202.6,1.0,1013000000.0
4,4,Afghanistan,Gas coke - imports,Gas coke,imports,2016,"Metric tons,  thousand",200.1,1.0,1000500000.0
5,5,Afghanistan,Gas coke - imports,Gas coke,imports,2015,"Metric tons,  thousand",200.1,1.0,1000500000.0
6,6,Afghanistan,Gas coke - imports,Gas coke,imports,2014,"Metric tons,  thousand",205.0,1.0,1025000000.0
7,7,Afghanistan,Gas coke - imports,Gas coke,imports,2013,"Metric tons,  thousand",205.0,1.0,1025000000.0
8,8,Afghanistan,Gas coke - imports,Gas coke,imports,2012,"Metric tons,  thousand",205.0,,1025000000.0
9,9,Afghanistan,Gas coke - imports,Gas coke,imports,2011,"Metric tons,  thousand",205.0,,1025000000.0
10,10,Afghanistan,Gas coke - imports,Gas coke,imports,2010,"Metric tons,  thousand",205.0,,1025000000.0
11,11,Afghanistan,Gas coke - imports,Gas coke,imports,2009,"Metric tons,  thousand",107.0,,535000000.0
12,12,Afghanistan,Gas coke - imports,Gas coke,imports,2008,"Metric tons,  thousand",67.0,,335000000.0
13,13,Afghanistan,Gas coke - imports,Gas coke,imports,2007,"Metric tons,  thousand",43.0,,215000000.0
14,14,Afghanistan,Gas coke - imports,Gas coke,imports,2006,"Metric tons,  thousand",28.0,,140000000.0
15,15,Afghanistan,Gas coke - imports,Gas coke,imports,2005,"Metric tons,  thousand",8.0,,40000000.0
16,16,Afghanistan,Gas coke - imports,Gas coke,imports,2004,"Metric tons,  thousand",0.0,1.0,0.0
17,17,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2020,"Metric tons,  thousand",206.7,1.0,1033500000.0
18,18,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2019,"Metric tons,  thousand",202.6,1.0,1013000000.0
19,19,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2018,"Metric tons,  thousand",202.6,1.0,1013000000.0
20,20,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2017,"Metric tons,  thousand",202.6,1.0,1013000000.0
21,21,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2016,"Metric tons,  thousand",200.1,1.0,1000500000.0
22,22,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2015,"Metric tons,  thousand",200.1,1.0,1000500000.0
23,23,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2014,"Metric tons,  thousand",205.0,1.0,1025000000.0
24,24,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2013,"Metric tons,  thousand",205.0,1.0,1025000000.0
25,25,Afghanistan,Gas Coke - Final energy consumption,Gas Coke,Final energy consumption,2012,"Metric tons,  thousand",205.0,1.0,1025000000.0
