,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2015,"Metric tons,  thousand",1.0,,11100000.0
1,1,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2014,"Metric tons,  thousand",0.0,,0.0
2,2,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2013,"Metric tons,  thousand",0.0,,0.0
3,3,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2012,"Metric tons,  thousand",0.0,,0.0
4,4,Finland,Bio jet kerosene - Production,Bio jet kerosene,Production,2011,"Metric tons,  thousand",1.0,,11100000.0
5,5,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2015,"Metric tons,  thousand",2.0,,22200000.0
6,6,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2014,"Metric tons,  thousand",0.0,,0.0
7,7,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2013,"Metric tons,  thousand",0.0,,0.0
8,8,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2012,"Metric tons,  thousand",0.0,,0.0
9,9,Finland,Bio jet kerosene - Exports,Bio jet kerosene,Exports,2011,"Metric tons,  thousand",2.0,,22200000.0
10,10,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2015,"Metric tons,  thousand",-1.0,,-11100000.0
11,11,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2014,"Metric tons,  thousand",0.0,,0.0
12,12,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2013,"Metric tons,  thousand",0.0,,0.0
13,13,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2012,"Metric tons,  thousand",0.0,,0.0
14,14,Finland,Bio jet kerosene - Stock changes,Bio jet kerosene,Stock changes,2011,"Metric tons,  thousand",-1.0,,-11100000.0
15,15,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2015,"Metric tons,  thousand",0.0,,0.0
16,16,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2014,"Metric tons,  thousand",0.0,,0.0
17,17,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2013,"Metric tons,  thousand",0.0,,0.0
18,18,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2012,"Metric tons,  thousand",0.0,,0.0
19,19,Finland,Bio jet kerosene - Total energy supply,Bio jet kerosene,Total energy supply,2011,"Metric tons,  thousand",0.0,,0.0
