,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Lignite - Production,Lignite,Production,2014,"Metric tons,  thousand",0.0,,0.0
1,1,Albania,Lignite - Production,Lignite,Production,2013,"Metric tons,  thousand",3.0,,12510000.0
2,2,Albania,Lignite - Production,Lignite,Production,2012,"Metric tons,  thousand",6.63,,27647100.0
3,3,Albania,Lignite - Production,Lignite,Production,2011,"Metric tons,  thousand",6.8,,28356000.0
4,4,Albania,Lignite - Production,Lignite,Production,2010,"Metric tons,  thousand",13.6,,56712000.0
5,5,Albania,Lignite - Production,Lignite,Production,2009,"Metric tons,  thousand",13.6,,56712000.0
6,6,Albania,Lignite - Production,Lignite,Production,2008,"Metric tons,  thousand",85.0,,354450000.0
7,7,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2014,"Metric tons,  thousand",0.0,,0.0
8,8,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2013,"Metric tons,  thousand",3.0,,12510000.0
9,9,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2012,"Metric tons,  thousand",6.63,,27647100.0
10,10,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2011,"Metric tons,  thousand",6.8,,28356000.0
11,11,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2010,"Metric tons,  thousand",13.6,,56712000.0
12,12,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2009,"Metric tons,  thousand",13.6,,56712000.0
13,13,Albania,Lignite - Final energy consumption,Lignite,Final energy consumption,2008,"Metric tons,  thousand",85.0,,354450000.0
14,14,Albania,"Lignite - Consumption by manufacturing, construction and non-fuel industry",Lignite,"Consumption by manufacturing, construction and non-fuel industry",2008,"Metric tons,  thousand",38.25,,159502500.0
15,15,Albania,"Lignite - Consumption by other manuf., const. and non-fuel ind.",Lignite,"Consumption by other manuf., const. and non-fuel ind.",2008,"Metric tons,  thousand",38.25,,159502500.0
16,16,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2014,"Metric tons,  thousand",0.0,,0.0
17,17,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2013,"Metric tons,  thousand",3.0,,12510000.0
18,18,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2012,"Metric tons,  thousand",6.63,,27647100.0
19,19,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2011,"Metric tons,  thousand",6.8,,28356000.0
20,20,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2010,"Metric tons,  thousand",13.6,,56712000.0
21,21,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2009,"Metric tons,  thousand",13.6,,56712000.0
22,22,Albania,Lignite - Consumption by other,Lignite,Consumption by other,2008,"Metric tons,  thousand",46.75,,194947500.0
23,23,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2014,"Metric tons,  thousand",0.0,,0.0
24,24,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2013,"Metric tons,  thousand",1.0,,4170000.0
25,25,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2012,"Metric tons,  thousand",2.125,,8861250.0
26,26,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2011,"Metric tons,  thousand",3.825,,15950250.0
27,27,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2010,"Metric tons,  thousand",3.825,,15950250.0
28,28,Albania,Lignite - Consumption by households,Lignite,Consumption by households,2009,"Metric tons,  thousand",3.825,,15950250.0
29,29,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2014,"Metric tons,  thousand",0.0,,0.0
30,30,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2013,"Metric tons,  thousand",2.0,,8340000.0
31,31,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2012,"Metric tons,  thousand",4.505,,18785850.0
32,32,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2011,"Metric tons,  thousand",2.975,,12405750.0
33,33,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2010,"Metric tons,  thousand",9.775,,40761750.0
34,34,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2009,"Metric tons,  thousand",9.775,,40761750.0
35,35,Albania,Lignite - Consumption by commerce and public services,Lignite,Consumption by commerce and public services,2008,"Metric tons,  thousand",46.75,,194947500.0
36,36,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2014,"Metric tons,  thousand",0.0,,0.0
37,37,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2013,"Metric tons,  thousand",3.0,,12510000.0
38,38,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2012,"Metric tons,  thousand",6.63,,27647100.0
39,39,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2011,"Metric tons,  thousand",6.8,,28356000.0
40,40,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2010,"Metric tons,  thousand",13.6,,56712000.0
41,41,Albania,Lignite - Total energy supply,Lignite,Total energy supply,2009,"Metric tons,  thousand",13.6,,56712000.0
