,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,Patent fuel - production,Patent fuel,production,1992,"Metric tons,  thousand",0.0,,0.0
1,1,Afghanistan,Patent fuel - production,Patent fuel,production,1991,"Metric tons,  thousand",35.0,1.0,194250000.0
2,2,Afghanistan,Patent fuel - production,Patent fuel,production,1990,"Metric tons,  thousand",37.0,1.0,205350000.0
3,3,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1992,"Metric tons,  thousand",0.0,,0.0
4,4,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1991,"Metric tons,  thousand",35.0,1.0,194250000.0
5,5,Afghanistan,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1990,"Metric tons,  thousand",37.0,1.0,205350000.0
6,6,Algeria,Patent fuel - imports,Patent fuel,imports,1992,"Metric tons,  thousand",10.0,1.0,55500000.0
7,7,Algeria,Patent fuel - imports,Patent fuel,imports,1991,"Metric tons,  thousand",10.0,1.0,55500000.0
8,8,Algeria,Patent fuel - imports,Patent fuel,imports,1990,"Metric tons,  thousand",10.0,1.0,55500000.0
9,9,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1992,"Metric tons,  thousand",10.0,1.0,55500000.0
10,10,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1991,"Metric tons,  thousand",10.0,1.0,55500000.0
11,11,Algeria,Patent fuel - Total energy supply,Patent fuel,Total energy supply,1990,"Metric tons,  thousand",10.0,1.0,55500000.0
12,12,Armenia,Patent fuel - imports,Patent fuel,imports,2019,"Metric tons,  thousand",0.7,,3884999.9999999995
13,13,Armenia,Patent fuel - imports,Patent fuel,imports,2018,"Metric tons,  thousand",1.114,,6182700.000000001
14,14,Armenia,Patent fuel - imports,Patent fuel,imports,2017,"Metric tons,  thousand",1.1,,6105000.000000001
15,15,Armenia,Patent fuel - imports,Patent fuel,imports,2016,"Metric tons,  thousand",0.63,,3496500.0
16,16,Armenia,Patent fuel - imports,Patent fuel,imports,2015,"Metric tons,  thousand",0.42,,2331000.0
17,17,Armenia,Patent fuel - imports,Patent fuel,imports,2014,"Metric tons,  thousand",0.49,,2719500.0
18,18,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2019,"Metric tons,  thousand",0.7,,3884999.9999999995
19,19,Armenia,Patent fuel - Final energy consumption,Patent fuel,Final energy consumption,2018,"Metric tons,  thousand",1.114,,6182700.000000001
