,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Belarus,Peat products - production,Peat products,production,2019,"Metric tons,  thousand",962.0,,2405000000.0
1,1,Belarus,Peat products - production,Peat products,production,2018,"Metric tons,  thousand",1055.0,,2637500000.0
2,2,Belarus,Peat products - production,Peat products,production,2017,"Metric tons,  thousand",976.0,,2440000000.0
3,3,Belarus,Peat products - production,Peat products,production,2016,"Metric tons,  thousand",873.0,,2182500000.0
4,4,Belarus,Peat products - production,Peat products,production,2015,"Metric tons,  thousand",677.0,,1692500000.0
5,5,Belarus,Peat products - production,Peat products,production,2014,"Metric tons,  thousand",852.0,,2130000000.0
6,6,Belarus,Peat products - production,Peat products,production,2013,"Metric tons,  thousand",1117.0,,2792500000.0
7,7,Belarus,Peat products - production,Peat products,production,2012,"Metric tons,  thousand",1392.0,,3480000000.0
8,8,Belarus,Peat products - production,Peat products,production,2011,"Metric tons,  thousand",1362.0,,3405000000.0
9,9,Belarus,Peat products - production,Peat products,production,2010,"Metric tons,  thousand",1317.0,,3292500000.0
10,10,Belarus,Peat products - production,Peat products,production,2009,"Metric tons,  thousand",1257.0,,3142500000.0
11,11,Belarus,Peat products - production,Peat products,production,2008,"Metric tons,  thousand",1183.0,,2957500000.0
12,12,Belarus,Peat products - production,Peat products,production,2007,"Metric tons,  thousand",1162.0,,2905000000.0
13,13,Belarus,Peat products - production,Peat products,production,2006,"Metric tons,  thousand",1246.0,,3115000000.0
14,14,Belarus,Peat products - production,Peat products,production,2005,"Metric tons,  thousand",1207.0,,3017500000.0
15,15,Belarus,Peat products - production,Peat products,production,2004,"Metric tons,  thousand",1149.0,,2872500000.0
16,16,Belarus,Peat products - production,Peat products,production,2003,"Metric tons,  thousand",1100.0,,2750000000.0
17,17,Belarus,Peat products - production,Peat products,production,2002,"Metric tons,  thousand",1034.0,,2585000000.0
18,18,Belarus,Peat products - production,Peat products,production,2001,"Metric tons,  thousand",1103.0,,2757500000.0
19,19,Belarus,Peat products - production,Peat products,production,2000,"Metric tons,  thousand",1253.0,,3132500000.0
20,20,Belarus,Peat products - production,Peat products,production,1999,"Metric tons,  thousand",1256.0,,3140000000.0
21,21,Belarus,Peat products - production,Peat products,production,1998,"Metric tons,  thousand",1288.0,,3220000000.0
22,22,Belarus,Peat products - production,Peat products,production,1997,"Metric tons,  thousand",1515.0,,3787500000.0
23,23,Belarus,Peat products - production,Peat products,production,1996,"Metric tons,  thousand",1515.0,,3787500000.0
24,24,Belarus,Peat products - production,Peat products,production,1995,"Metric tons,  thousand",1535.0,,3837500000.0
25,25,Belarus,Peat products - production,Peat products,production,1994,"Metric tons,  thousand",1632.0,,4080000000.0
26,26,Belarus,Peat products - production,Peat products,production,1993,"Metric tons,  thousand",1888.0,,4720000000.0
27,27,Belarus,Peat products - production,Peat products,production,1992,"Metric tons,  thousand",2081.0,,5202500000.0
28,28,Belarus,Peat products - exports,Peat products,exports,2019,"Metric tons,  thousand",120.0,,300000000.0
29,29,Belarus,Peat products - exports,Peat products,exports,2018,"Metric tons,  thousand",164.0,,410000000.0
30,30,Belarus,Peat products - exports,Peat products,exports,2017,"Metric tons,  thousand",109.0,,272500000.0
31,31,Belarus,Peat products - exports,Peat products,exports,2016,"Metric tons,  thousand",94.0,,235000000.0
32,32,Belarus,Peat products - exports,Peat products,exports,2015,"Metric tons,  thousand",87.0,,217500000.0
33,33,Belarus,Peat products - exports,Peat products,exports,2014,"Metric tons,  thousand",105.0,,262500000.0
34,34,Belarus,Peat products - exports,Peat products,exports,2013,"Metric tons,  thousand",166.0,,415000000.0
35,35,Belarus,Peat products - exports,Peat products,exports,2012,"Metric tons,  thousand",393.0,,982500000.0
36,36,Belarus,Peat products - exports,Peat products,exports,2011,"Metric tons,  thousand",339.0,,847500000.0
37,37,Belarus,Peat products - exports,Peat products,exports,2010,"Metric tons,  thousand",386.0,,965000000.0
38,38,Belarus,Peat products - exports,Peat products,exports,2009,"Metric tons,  thousand",492.0,,1230000000.0
39,39,Belarus,Peat products - exports,Peat products,exports,2008,"Metric tons,  thousand",349.0,,872500000.0
40,40,Belarus,Peat products - exports,Peat products,exports,2007,"Metric tons,  thousand",221.0,,552500000.0
41,41,Belarus,Peat products - exports,Peat products,exports,2006,"Metric tons,  thousand",211.0,,527500000.0
42,42,Belarus,Peat products - exports,Peat products,exports,2005,"Metric tons,  thousand",245.0,,612500000.0
43,43,Belarus,Peat products - exports,Peat products,exports,2004,"Metric tons,  thousand",258.0,,645000000.0
44,44,Belarus,Peat products - exports,Peat products,exports,2003,"Metric tons,  thousand",154.0,,385000000.0
45,45,Belarus,Peat products - exports,Peat products,exports,2002,"Metric tons,  thousand",72.0,,180000000.0
46,46,Belarus,Peat products - exports,Peat products,exports,2001,"Metric tons,  thousand",3.0,,7500000.0
47,47,Belarus,Peat products - exports,Peat products,exports,2000,"Metric tons,  thousand",1.0,,2500000.0
48,48,Belarus,Peat products - exports,Peat products,exports,1999,"Metric tons,  thousand",1.0,,2500000.0
49,49,Belarus,Peat products - exports,Peat products,exports,1998,"Metric tons,  thousand",15.0,,37500000.0
50,50,Belarus,Peat products - exports,Peat products,exports,1997,"Metric tons,  thousand",79.0,,197500000.0
51,51,Belarus,Peat products - exports,Peat products,exports,1996,"Metric tons,  thousand",60.0,,150000000.0
52,52,Belarus,Peat products - exports,Peat products,exports,1995,"Metric tons,  thousand",15.0,,37500000.0
53,53,Belarus,Peat products - stock changes,Peat products,stock changes,2019,"Metric tons,  thousand",75.0,,187500000.0
54,54,Belarus,Peat products - stock changes,Peat products,stock changes,2018,"Metric tons,  thousand",35.0,,87500000.0
55,55,Belarus,Peat products - stock changes,Peat products,stock changes,2017,"Metric tons,  thousand",33.0,,82500000.0
56,56,Belarus,Peat products - stock changes,Peat products,stock changes,2016,"Metric tons,  thousand",9.0,,22500000.0
57,57,Belarus,Peat products - stock changes,Peat products,stock changes,2015,"Metric tons,  thousand",2.0,,5000000.0
58,58,Belarus,Peat products - stock changes,Peat products,stock changes,2014,"Metric tons,  thousand",53.0,,132500000.0
59,59,Belarus,Peat products - stock changes,Peat products,stock changes,2013,"Metric tons,  thousand",85.0,,212500000.0
60,60,Belarus,Peat products - stock changes,Peat products,stock changes,2012,"Metric tons,  thousand",74.0,,185000000.0
61,61,Belarus,Peat products - stock changes,Peat products,stock changes,2011,"Metric tons,  thousand",97.0,,242500000.0
62,62,Belarus,Peat products - stock changes,Peat products,stock changes,2010,"Metric tons,  thousand",31.0,,77500000.0
63,63,Belarus,Peat products - stock changes,Peat products,stock changes,2009,"Metric tons,  thousand",-31.0,,-77500000.0
64,64,Belarus,Peat products - stock changes,Peat products,stock changes,2008,"Metric tons,  thousand",-9.0,,-22500000.0
65,65,Belarus,Peat products - stock changes,Peat products,stock changes,2007,"Metric tons,  thousand",18.0,,45000000.0
66,66,Belarus,Peat products - stock changes,Peat products,stock changes,2006,"Metric tons,  thousand",27.0,,67500000.0
67,67,Belarus,Peat products - stock changes,Peat products,stock changes,2005,"Metric tons,  thousand",-13.0,,-32500000.0
68,68,Belarus,Peat products - stock changes,Peat products,stock changes,2004,"Metric tons,  thousand",14.0,,35000000.0
69,69,Belarus,Peat products - stock changes,Peat products,stock changes,2003,"Metric tons,  thousand",-1.0,,-2500000.0
70,70,Belarus,Peat products - stock changes,Peat products,stock changes,2002,"Metric tons,  thousand",-32.0,,-80000000.0
71,71,Belarus,Peat products - stock changes,Peat products,stock changes,2001,"Metric tons,  thousand",60.0,,150000000.0
72,72,Belarus,Peat products - stock changes,Peat products,stock changes,2000,"Metric tons,  thousand",-35.0,,-87500000.0
73,73,Belarus,Peat products - stock changes,Peat products,stock changes,1999,"Metric tons,  thousand",35.0,,87500000.0
74,74,Belarus,Peat products - stock changes,Peat products,stock changes,1998,"Metric tons,  thousand",-19.0,,-47500000.0
75,75,Belarus,Peat products - stock changes,Peat products,stock changes,1997,"Metric tons,  thousand",2.0,,5000000.0
76,76,Belarus,Peat products - stock changes,Peat products,stock changes,1996,"Metric tons,  thousand",-24.0,,-60000000.0
77,77,Belarus,Peat products - stock changes,Peat products,stock changes,1995,"Metric tons,  thousand",18.0,,45000000.0
78,78,Belarus,Peat products - stock changes,Peat products,stock changes,1994,"Metric tons,  thousand",-7.0,,-17500000.0
79,79,Belarus,Peat products - stock changes,Peat products,stock changes,1993,"Metric tons,  thousand",10.0,,25000000.0
80,80,Belarus,Peat products - Transformation,Peat products,Transformation,2019,"Metric tons,  thousand",70.0,,175000000.0
81,81,Belarus,Peat products - Transformation,Peat products,Transformation,2018,"Metric tons,  thousand",89.0,,222500000.0
82,82,Belarus,Peat products - Transformation,Peat products,Transformation,2017,"Metric tons,  thousand",106.0,,265000000.0
83,83,Belarus,Peat products - Transformation,Peat products,Transformation,2016,"Metric tons,  thousand",103.0,,257500000.0
84,84,Belarus,Peat products - Transformation,Peat products,Transformation,2015,"Metric tons,  thousand",104.0,,260000000.0
85,85,Belarus,Peat products - Transformation,Peat products,Transformation,2014,"Metric tons,  thousand",126.0,,315000000.0
86,86,Belarus,Peat products - Transformation,Peat products,Transformation,2013,"Metric tons,  thousand",152.0,,380000000.0
87,87,Belarus,Peat products - Transformation,Peat products,Transformation,2012,"Metric tons,  thousand",158.0,,395000000.0
88,88,Belarus,Peat products - Transformation,Peat products,Transformation,2011,"Metric tons,  thousand",143.0,,357500000.0
89,89,Belarus,Peat products - Transformation,Peat products,Transformation,2010,"Metric tons,  thousand",160.0,,400000000.0
90,90,Belarus,Peat products - Transformation,Peat products,Transformation,2009,"Metric tons,  thousand",143.0,,357500000.0
91,91,Belarus,Peat products - Transformation,Peat products,Transformation,2008,"Metric tons,  thousand",137.0,,342500000.0
92,92,Belarus,Peat products - Transformation,Peat products,Transformation,2007,"Metric tons,  thousand",147.0,,367500000.0
93,93,Belarus,Peat products - Transformation,Peat products,Transformation,2006,"Metric tons,  thousand",149.0,,372500000.0
94,94,Belarus,Peat products - Transformation,Peat products,Transformation,2005,"Metric tons,  thousand",148.0,,370000000.0
95,95,Belarus,Peat products - Transformation,Peat products,Transformation,2004,"Metric tons,  thousand",170.0,,425000000.0
96,96,Belarus,Peat products - Transformation,Peat products,Transformation,2003,"Metric tons,  thousand",153.0,,382500000.0
97,97,Belarus,Peat products - Transformation,Peat products,Transformation,2002,"Metric tons,  thousand",154.0,,385000000.0
98,98,Belarus,Peat products - Transformation,Peat products,Transformation,2001,"Metric tons,  thousand",147.0,,367500000.0
99,99,Belarus,Peat products - Transformation,Peat products,Transformation,2000,"Metric tons,  thousand",143.0,,357500000.0
100,100,Belarus,Peat products - Transformation,Peat products,Transformation,1999,"Metric tons,  thousand",173.0,,432500000.0
101,101,Belarus,Peat products - Transformation,Peat products,Transformation,1998,"Metric tons,  thousand",183.0,,457500000.0
102,102,Belarus,Peat products - Transformation,Peat products,Transformation,1997,"Metric tons,  thousand",176.0,,440000000.0
103,103,Belarus,Peat products - Transformation,Peat products,Transformation,1996,"Metric tons,  thousand",177.0,,442500000.0
104,104,Belarus,Peat products - Transformation,Peat products,Transformation,1995,"Metric tons,  thousand",150.0,,375000000.0
105,105,Belarus,Peat products - Transformation,Peat products,Transformation,1994,"Metric tons,  thousand",148.0,,370000000.0
106,106,Belarus,Peat products - Transformation,Peat products,Transformation,1993,"Metric tons,  thousand",140.0,,350000000.0
107,107,Belarus,Peat products - Transformation,Peat products,Transformation,1992,"Metric tons,  thousand",137.0,,342500000.0
108,108,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2019,"Metric tons,  thousand",70.0,,175000000.0
109,109,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2018,"Metric tons,  thousand",89.0,,222500000.0
110,110,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2017,"Metric tons,  thousand",106.0,,265000000.0
111,111,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2016,"Metric tons,  thousand",103.0,,257500000.0
112,112,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2015,"Metric tons,  thousand",104.0,,260000000.0
113,113,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2014,"Metric tons,  thousand",126.0,,315000000.0
114,114,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2013,"Metric tons,  thousand",152.0,,380000000.0
115,115,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2012,"Metric tons,  thousand",158.0,,395000000.0
116,116,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2011,"Metric tons,  thousand",143.0,,357500000.0
117,117,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2010,"Metric tons,  thousand",160.0,,400000000.0
118,118,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2009,"Metric tons,  thousand",143.0,,357500000.0
119,119,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2008,"Metric tons,  thousand",137.0,,342500000.0
120,120,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2007,"Metric tons,  thousand",147.0,,367500000.0
121,121,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2006,"Metric tons,  thousand",149.0,,372500000.0
122,122,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2005,"Metric tons,  thousand",148.0,,370000000.0
123,123,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2004,"Metric tons,  thousand",170.0,,425000000.0
124,124,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2003,"Metric tons,  thousand",153.0,,382500000.0
125,125,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2002,"Metric tons,  thousand",154.0,,385000000.0
126,126,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2001,"Metric tons,  thousand",147.0,,367500000.0
127,127,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",2000,"Metric tons,  thousand",143.0,,357500000.0
128,128,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1999,"Metric tons,  thousand",173.0,,432500000.0
129,129,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1998,"Metric tons,  thousand",183.0,,457500000.0
130,130,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1997,"Metric tons,  thousand",176.0,,440000000.0
131,131,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1996,"Metric tons,  thousand",177.0,,442500000.0
132,132,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1995,"Metric tons,  thousand",150.0,,375000000.0
133,133,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1994,"Metric tons,  thousand",148.0,,370000000.0
134,134,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1993,"Metric tons,  thousand",140.0,,350000000.0
135,135,Belarus,"Peat products - Transformation in electricity, CHP and heat plants",Peat products,"Transformation in electricity, CHP and heat plants",1992,"Metric tons,  thousand",137.0,,342500000.0
136,136,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2019,"Metric tons,  thousand",37.0,,92500000.0
137,137,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2018,"Metric tons,  thousand",37.0,,92500000.0
138,138,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2017,"Metric tons,  thousand",41.0,,102500000.0
139,139,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2016,"Metric tons,  thousand",41.0,,102500000.0
140,140,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2015,"Metric tons,  thousand",38.0,,95000000.0
141,141,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2014,"Metric tons,  thousand",34.0,,85000000.0
142,142,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2013,"Metric tons,  thousand",38.0,,95000000.0
143,143,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2012,"Metric tons,  thousand",35.0,,87500000.0
144,144,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2011,"Metric tons,  thousand",23.0,,57500000.0
145,145,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2010,"Metric tons,  thousand",26.0,,65000000.0
146,146,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2009,"Metric tons,  thousand",4.0,,10000000.0
147,147,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2008,"Metric tons,  thousand",0.0,,0.0
148,148,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2007,"Metric tons,  thousand",0.0,,0.0
149,149,Belarus,Peat Products - Transformation in CHP plants - main activity producers,Peat Products,Peat Products,2006,"Metric tons,  thousand",0.0,,0.0
150,150,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2019,"Metric tons,  thousand",13.0,,32500000.0
151,151,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2018,"Metric tons,  thousand",29.0,,72500000.0
152,152,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2017,"Metric tons,  thousand",39.0,,97500000.0
153,153,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2016,"Metric tons,  thousand",36.0,,90000000.0
154,154,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2015,"Metric tons,  thousand",40.0,,100000000.0
155,155,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2014,"Metric tons,  thousand",58.0,,145000000.0
156,156,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2013,"Metric tons,  thousand",68.0,,170000000.0
157,157,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2012,"Metric tons,  thousand",70.0,,175000000.0
158,158,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2011,"Metric tons,  thousand",59.0,,147500000.0
159,159,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2010,"Metric tons,  thousand",59.0,,147500000.0
160,160,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2009,"Metric tons,  thousand",56.0,,140000000.0
161,161,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2008,"Metric tons,  thousand",57.0,,142500000.0
162,162,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2007,"Metric tons,  thousand",54.0,,135000000.0
163,163,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2006,"Metric tons,  thousand",46.0,,115000000.0
164,164,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2005,"Metric tons,  thousand",35.0,,87500000.0
165,165,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2004,"Metric tons,  thousand",59.0,,147500000.0
166,166,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2003,"Metric tons,  thousand",53.0,,132500000.0
167,167,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2002,"Metric tons,  thousand",42.0,,105000000.0
168,168,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2001,"Metric tons,  thousand",34.0,,85000000.0
169,169,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,2000,"Metric tons,  thousand",29.0,,72500000.0
170,170,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,1999,"Metric tons,  thousand",32.0,,80000000.0
171,171,Belarus,Peat Products - Transformation in heat plants - main activity producers,Peat Products,Peat Products,1998,"Metric tons,  thousand",34.0,,85000000.0
