,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Angola,Vegetal waste - Production,Vegetal waste,Production,2019,Terajoules,106421.264,,29561485871.392
1,1,Angola,Vegetal waste - Production,Vegetal waste,Production,2018,Terajoules,105044.4,,29179023343.199997
2,2,Angola,Vegetal waste - Production,Vegetal waste,Production,2017,Terajoules,103650.4,,28791800811.199997
3,3,Angola,Vegetal waste - Production,Vegetal waste,Production,2016,Terajoules,102127.0,,28368633806.0
4,4,Angola,Vegetal waste - Production,Vegetal waste,Production,2015,Terajoules,100681.0,,27966966818.0
5,5,Angola,Vegetal waste - Production,Vegetal waste,Production,2014,Terajoules,99191.0,,27553077598.0
6,6,Angola,Vegetal waste - Production,Vegetal waste,Production,2013,Terajoules,97667.0,,27129743926.0
7,7,Angola,Vegetal waste - Production,Vegetal waste,Production,2012,Terajoules,96099.0,,26694188022.0
8,8,Angola,Vegetal waste - Production,Vegetal waste,Production,2011,Terajoules,94510.0,,26252798780.0
9,9,Angola,Vegetal waste - Production,Vegetal waste,Production,2010,Terajoules,92916.0,,25810020648.0
10,10,Angola,Vegetal waste - Production,Vegetal waste,Production,2009,Terajoules,91327.0,,25368631406.0
11,11,Angola,Vegetal waste - Production,Vegetal waste,Production,2008,Terajoules,89745.0,,24929186610.0
12,12,Angola,Vegetal waste - Production,Vegetal waste,Production,2007,Terajoules,88177.0,,24493630706.0
13,13,Angola,Vegetal waste - Production,Vegetal waste,Production,2006,Terajoules,86612.0,,24058908136.0
14,14,Angola,Vegetal waste - Production,Vegetal waste,Production,2005,Terajoules,85055.0,,23626407790.0
15,15,Angola,Vegetal waste - Production,Vegetal waste,Production,2004,Terajoules,84255.0,,23404185390.0
16,16,Angola,Vegetal waste - Production,Vegetal waste,Production,2003,Terajoules,83424.0,,23173351872.0
17,17,Angola,Vegetal waste - Production,Vegetal waste,Production,2002,Terajoules,82590.0,,22941685020.0
18,18,Angola,Vegetal waste - Production,Vegetal waste,Production,2001,Terajoules,81813.0,,22725851514.0
19,19,Angola,Vegetal waste - Production,Vegetal waste,Production,2000,Terajoules,81130.0,,22536129140.0
20,20,Angola,Vegetal waste - Production,Vegetal waste,Production,1999,Terajoules,80583.0,,22384184574.0
21,21,Angola,Vegetal waste - Production,Vegetal waste,Production,1998,Terajoules,80152.0,,22264462256.0
22,22,Angola,Vegetal waste - Production,Vegetal waste,Production,1997,Terajoules,79773.0,,22159184394.0
23,23,Angola,Vegetal waste - Production,Vegetal waste,Production,1996,Terajoules,79334.0,,22037239852.0
24,24,Angola,Vegetal waste - Production,Vegetal waste,Production,1995,Terajoules,78761.0,,21878073058.0
25,25,Angola,Vegetal waste - Production,Vegetal waste,Production,1994,Terajoules,78000.0,,21666684000.0
26,26,Angola,Vegetal waste - Production,Vegetal waste,Production,1993,Terajoules,76395.0,,21220850310.0
27,27,Angola,Vegetal waste - Production,Vegetal waste,Production,1992,Terajoules,74657.0,,20738072146.0
