,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Brown coal - production,Brown coal,production,2014,"Metric tons,  thousand",0.0,,0.0
1,1,Albania,Brown coal - production,Brown coal,production,2013,"Metric tons,  thousand",3.0,,11640000.0
2,2,Albania,Brown coal - production,Brown coal,production,2012,"Metric tons,  thousand",6.63,,25724400.0
3,3,Albania,Brown coal - production,Brown coal,production,2011,"Metric tons,  thousand",6.8,,26384000.0
4,4,Albania,Brown coal - production,Brown coal,production,2010,"Metric tons,  thousand",13.6,,52768000.0
5,5,Albania,Brown coal - production,Brown coal,production,2009,"Metric tons,  thousand",13.6,,52768000.0
6,6,Albania,Brown coal - production,Brown coal,production,2008,"Metric tons,  thousand",85.0,,329800000.0
7,7,Albania,Brown coal - production,Brown coal,production,2007,"Metric tons,  thousand",64.0,,248320000.0
8,8,Albania,Brown coal - production,Brown coal,production,2006,"Metric tons,  thousand",64.0,,248320000.0
9,9,Albania,Brown coal - production,Brown coal,production,2005,"Metric tons,  thousand",64.0,,248320000.0
10,10,Albania,Brown coal - production,Brown coal,production,2004,"Metric tons,  thousand",81.0,,314280000.0
11,11,Albania,Brown coal - production,Brown coal,production,2003,"Metric tons,  thousand",81.0,,314280000.0
12,12,Albania,Brown coal - production,Brown coal,production,2002,"Metric tons,  thousand",77.0,,298760000.0
13,13,Albania,Brown coal - production,Brown coal,production,2001,"Metric tons,  thousand",21.0,,81480000.0
14,14,Albania,Brown coal - production,Brown coal,production,2000,"Metric tons,  thousand",30.0,,116400000.0
15,15,Albania,Brown coal - production,Brown coal,production,1999,"Metric tons,  thousand",49.0,,190120000.0
16,16,Albania,Brown coal - production,Brown coal,production,1998,"Metric tons,  thousand",49.0,,190120000.0
17,17,Albania,Brown coal - production,Brown coal,production,1997,"Metric tons,  thousand",39.0,,151320000.0
18,18,Albania,Brown coal - production,Brown coal,production,1996,"Metric tons,  thousand",113.0,,438440000.0
19,19,Albania,Brown coal - production,Brown coal,production,1995,"Metric tons,  thousand",163.0,,632440000.0
20,20,Albania,Brown coal - production,Brown coal,production,1994,"Metric tons,  thousand",169.0,,655720000.0
21,21,Albania,Brown coal - production,Brown coal,production,1993,"Metric tons,  thousand",600.0,,2328000000.0
22,22,Albania,Brown coal - production,Brown coal,production,1992,"Metric tons,  thousand",800.0,,3104000000.0
23,23,Albania,Brown coal - production,Brown coal,production,1991,"Metric tons,  thousand",1087.0,,4217560000.0
24,24,Albania,Brown coal - production,Brown coal,production,1990,"Metric tons,  thousand",2070.0,1.0,8031600000.0
25,25,Albania,Brown coal - imports,Brown coal,imports,2007,"Metric tons,  thousand",13.0,,50440000.0
26,26,Albania,Brown coal - imports,Brown coal,imports,2006,"Metric tons,  thousand",13.0,,50440000.0
27,27,Albania,Brown coal - imports,Brown coal,imports,2005,"Metric tons,  thousand",13.0,,50440000.0
28,28,Albania,Brown coal - imports,Brown coal,imports,2004,"Metric tons,  thousand",9.0,,34920000.0
29,29,Albania,Brown coal - imports,Brown coal,imports,2003,"Metric tons,  thousand",9.0,,34920000.0
30,30,Albania,Brown coal - imports,Brown coal,imports,2002,"Metric tons,  thousand",13.0,,50440000.0
31,31,Albania,Brown coal - imports,Brown coal,imports,2001,"Metric tons,  thousand",64.0,,248320000.0
32,32,Albania,Brown coal - imports,Brown coal,imports,2000,"Metric tons,  thousand",43.0,,166840000.0
33,33,Albania,Brown coal - imports,Brown coal,imports,1999,"Metric tons,  thousand",70.0,,271600000.0
34,34,Albania,Brown coal - exports,Brown coal,exports,1994,"Metric tons,  thousand",0.0,,0.0
35,35,Albania,Brown coal - exports,Brown coal,exports,1993,"Metric tons,  thousand",8.0,,31040000.0
36,36,Albania,Brown coal - exports,Brown coal,exports,1992,"Metric tons,  thousand",100.0,,388000000.0
37,37,Albania,Brown coal - exports,Brown coal,exports,1991,"Metric tons,  thousand",100.0,,388000000.0
38,38,Albania,Brown coal - exports,Brown coal,exports,1990,"Metric tons,  thousand",300.0,1.0,1164000000.0
39,39,Albania,Brown coal - transformation,Brown coal,transformation,2002,"Metric tons,  thousand",14.0,,54320000.0
40,40,Albania,Brown coal - transformation,Brown coal,transformation,2001,"Metric tons,  thousand",17.0,,65960000.0
41,41,Albania,Brown coal - transformation,Brown coal,transformation,2000,"Metric tons,  thousand",13.0,,50440000.0
42,42,Albania,Brown coal - transformation,Brown coal,transformation,1999,"Metric tons,  thousand",19.0,,73720000.0
43,43,Albania,Brown coal - transformation,Brown coal,transformation,1998,"Metric tons,  thousand",0.0,,0.0
44,44,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2002,"Metric tons,  thousand",14.0,,54320000.0
45,45,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2001,"Metric tons,  thousand",17.0,,65960000.0
46,46,Albania,Brown coal - Other transformation,Brown coal,Other transformation,2000,"Metric tons,  thousand",13.0,,50440000.0
47,47,Albania,Brown coal - Other transformation,Brown coal,Other transformation,1999,"Metric tons,  thousand",19.0,,73720000.0
48,48,Albania,Brown coal - Other transformation,Brown coal,Other transformation,1998,"Metric tons,  thousand",0.0,,0.0
49,49,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2004,"Metric tons,  thousand",0.0,,0.0
50,50,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2003,"Metric tons,  thousand",13.0,,50440000.0
51,51,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2002,"Metric tons,  thousand",13.0,,50440000.0
52,52,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2001,"Metric tons,  thousand",13.0,,50440000.0
53,53,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,2000,"Metric tons,  thousand",9.0,,34920000.0
54,54,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,1999,"Metric tons,  thousand",11.0,,42680000.0
55,55,Albania,Brown coal - energy industries own use,Brown coal,energy industries own use,1998,"Metric tons,  thousand",0.0,,0.0
