,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Biodiesel - Imports,Biodiesel,Imports,2020,"Metric tons,  thousand",100.0,1.0,1000000000.0
1,1,Albania,Biodiesel - Imports,Biodiesel,Imports,2019,"Metric tons,  thousand",130.0,,1300000000.0
2,2,Albania,Biodiesel - Imports,Biodiesel,Imports,2018,"Metric tons,  thousand",125.0,,1250000000.0
3,3,Albania,Biodiesel - Imports,Biodiesel,Imports,2017,"Metric tons,  thousand",87.87,,878700000.0
4,4,Albania,Biodiesel - Imports,Biodiesel,Imports,2016,"Metric tons,  thousand",92.0,,920000000.0
5,5,Albania,Biodiesel - Imports,Biodiesel,Imports,2015,"Metric tons,  thousand",34.0,,340000000.0
6,6,Albania,Biodiesel - Imports,Biodiesel,Imports,2014,"Metric tons,  thousand",29.0,,290000000.0
7,7,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2020,"Metric tons,  thousand",100.0,1.0,1000000000.0
8,8,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2019,"Metric tons,  thousand",130.0,,1300000000.0
9,9,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2018,"Metric tons,  thousand",125.0,,1250000000.0
10,10,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2017,"Metric tons,  thousand",87.87,,878700000.0
11,11,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2016,"Metric tons,  thousand",92.0,,920000000.0
12,12,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2015,"Metric tons,  thousand",34.0,,340000000.0
13,13,Albania,Biodiesel - Final energy consumption,Biodiesel,Final energy consumption,2014,"Metric tons,  thousand",29.0,,290000000.0
14,14,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2020,"Metric tons,  thousand",100.0,1.0,1000000000.0
15,15,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2019,"Metric tons,  thousand",130.0,,1300000000.0
16,16,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2018,"Metric tons,  thousand",125.0,,1250000000.0
17,17,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2017,"Metric tons,  thousand",87.87,,878700000.0
18,18,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2016,"Metric tons,  thousand",92.0,,920000000.0
19,19,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2015,"Metric tons,  thousand",34.0,,340000000.0
20,20,Albania,Biodiesel - Consumption in transport,Biodiesel,Consumption in transport,2014,"Metric tons,  thousand",29.0,,290000000.0
21,21,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2020,"Metric tons,  thousand",100.0,1.0,1000000000.0
22,22,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2019,"Metric tons,  thousand",130.0,,1300000000.0
23,23,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2018,"Metric tons,  thousand",125.0,,1250000000.0
24,24,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2017,"Metric tons,  thousand",87.87,,878700000.0
25,25,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2016,"Metric tons,  thousand",92.0,,920000000.0
26,26,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2015,"Metric tons,  thousand",34.0,,340000000.0
27,27,Albania,Biodiesel - Consumption by road,Biodiesel,Consumption by road,2014,"Metric tons,  thousand",29.0,,290000000.0
28,28,Albania,Biodiesel - Total energy supply,Biodiesel,Total energy supply,2020,"Metric tons,  thousand",100.0,1.0,1000000000.0
