,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Argentina,Feedstocks - Receipts from other sources,Feedstocks,Receipts from other sources,2012,"Metric tons,  thousand",449.0,,5361060000.0
1,1,Argentina,Feedstocks - transfers and recycled products,Feedstocks,transfers and recycled products,2012,"Metric tons,  thousand",-3356.0,,-40070640000.0
2,2,Argentina,Feedstocks - transfers and recycled products,Feedstocks,transfers and recycled products,2011,"Metric tons,  thousand",-2893.0,,-34542420000.0
3,3,Argentina,Feedstocks - transfers and recycled products,Feedstocks,transfers and recycled products,2010,"Metric tons,  thousand",-2410.0,,-28775400000.0
4,4,Argentina,Feedstocks - transformation,Feedstocks,transformation,2012,"Metric tons,  thousand",3957.0,,47246580000.0
5,5,Argentina,Feedstocks - transformation,Feedstocks,transformation,2011,"Metric tons,  thousand",3095.0,,36954300000.0
6,6,Argentina,Feedstocks - transformation,Feedstocks,transformation,2010,"Metric tons,  thousand",2643.0,,31557420000.0
7,7,Argentina,Feedstocks - transformation in oil refineries,Feedstocks,transformation in oil refineries,2012,"Metric tons,  thousand",3957.0,,47246580000.0
8,8,Argentina,Feedstocks - transformation in oil refineries,Feedstocks,transformation in oil refineries,2011,"Metric tons,  thousand",3095.0,,36954300000.0
9,9,Argentina,Feedstocks - transformation in oil refineries,Feedstocks,transformation in oil refineries,2010,"Metric tons,  thousand",2643.0,,31557420000.0
10,10,Argentina,Feedstocks - total energy supply,Feedstocks,total energy supply,2012,"Metric tons,  thousand",449.0,,5361060000.0
11,11,Australia,Feedstocks - imports,Feedstocks,imports,2020,"Metric tons,  thousand",281.0,,3355140000.0
12,12,Australia,Feedstocks - imports,Feedstocks,imports,2019,"Metric tons,  thousand",268.948,,3211239119.9999995
13,13,Australia,Feedstocks - imports,Feedstocks,imports,2018,"Metric tons,  thousand",308.751,,3686486939.9999995
14,14,Australia,Feedstocks - imports,Feedstocks,imports,2017,"Metric tons,  thousand",383.917,,4583968980.0
15,15,Australia,Feedstocks - imports,Feedstocks,imports,2016,"Metric tons,  thousand",660.0,,7880400000.0
16,16,Australia,Feedstocks - imports,Feedstocks,imports,2015,"Metric tons,  thousand",398.0,,4752120000.0
