,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Petroleum coke - Production,Petroleum coke,Production,2020,"Metric tons,  thousand",9.65,,85692000.0
1,1,Albania,Petroleum coke - Production,Petroleum coke,Production,2019,"Metric tons,  thousand",54.42,,483249600.0
2,2,Albania,Petroleum coke - Production,Petroleum coke,Production,2018,"Metric tons,  thousand",58.33,,517970400.0
3,3,Albania,Petroleum coke - Production,Petroleum coke,Production,2017,"Metric tons,  thousand",105.47,,936573600.0
4,4,Albania,Petroleum coke - Production,Petroleum coke,Production,2016,"Metric tons,  thousand",14.0,,124320000.0
5,5,Albania,Petroleum coke - Production,Petroleum coke,Production,2015,"Metric tons,  thousand",19.0,,168720000.0
6,6,Albania,Petroleum coke - Production,Petroleum coke,Production,2014,"Metric tons,  thousand",75.92,,674169600.0
7,7,Albania,Petroleum coke - Production,Petroleum coke,Production,2013,"Metric tons,  thousand",0.0,,0.0
8,8,Albania,Petroleum coke - Production,Petroleum coke,Production,2012,"Metric tons,  thousand",14.91,,132400800.0
9,9,Albania,Petroleum coke - Production,Petroleum coke,Production,2011,"Metric tons,  thousand",61.67,,547629600.0
10,10,Albania,Petroleum coke - Production,Petroleum coke,Production,2010,"Metric tons,  thousand",16.34,,145099200.0
11,11,Albania,Petroleum coke - Production,Petroleum coke,Production,2009,"Metric tons,  thousand",71.86,,638116800.0
12,12,Albania,Petroleum coke - Production,Petroleum coke,Production,2008,"Metric tons,  thousand",46.8,,415584000.0
13,13,Albania,Petroleum coke - Production,Petroleum coke,Production,2007,"Metric tons,  thousand",70.0,,621600000.0
14,14,Albania,Petroleum coke - Production,Petroleum coke,Production,2006,"Metric tons,  thousand",62.0,,550560000.0
15,15,Albania,Petroleum coke - Production,Petroleum coke,Production,2005,"Metric tons,  thousand",46.0,,408480000.0
16,16,Albania,Petroleum coke - Production,Petroleum coke,Production,2004,"Metric tons,  thousand",58.0,,515040000.0
17,17,Albania,Petroleum coke - Production,Petroleum coke,Production,2003,"Metric tons,  thousand",65.0,,577200000.0
18,18,Albania,Petroleum coke - Production,Petroleum coke,Production,2002,"Metric tons,  thousand",64.0,,568320000.0
19,19,Albania,Petroleum coke - Production,Petroleum coke,Production,2001,"Metric tons,  thousand",59.0,,523920000.0
20,20,Albania,Petroleum coke - Production,Petroleum coke,Production,2000,"Metric tons,  thousand",59.0,,523920000.0
21,21,Albania,Petroleum coke - Production,Petroleum coke,Production,1999,"Metric tons,  thousand",66.0,,586080000.0
22,22,Albania,Petroleum coke - Production,Petroleum coke,Production,1998,"Metric tons,  thousand",58.0,,515040000.0
23,23,Albania,Petroleum coke - Production,Petroleum coke,Production,1997,"Metric tons,  thousand",34.0,,301920000.0
24,24,Albania,Petroleum coke - Production,Petroleum coke,Production,1996,"Metric tons,  thousand",61.0,,541680000.0
25,25,Albania,Petroleum coke - Production,Petroleum coke,Production,1995,"Metric tons,  thousand",69.0,,612720000.0
26,26,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2020,"Metric tons,  thousand",9.65,,85692000.0
27,27,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2019,"Metric tons,  thousand",54.42,,483249600.0
28,28,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2018,"Metric tons,  thousand",58.33,,517970400.0
29,29,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2017,"Metric tons,  thousand",105.47,,936573600.0
30,30,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2016,"Metric tons,  thousand",14.0,,124320000.0
31,31,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2015,"Metric tons,  thousand",19.0,,168720000.0
32,32,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2014,"Metric tons,  thousand",75.92,,674169600.0
33,33,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2013,"Metric tons,  thousand",0.0,,0.0
34,34,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2012,"Metric tons,  thousand",14.91,,132400800.0
35,35,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2011,"Metric tons,  thousand",61.67,,547629600.0
36,36,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2010,"Metric tons,  thousand",16.34,,145099200.0
37,37,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2009,"Metric tons,  thousand",71.86,,638116800.0
38,38,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2008,"Metric tons,  thousand",46.8,,415584000.0
39,39,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2007,"Metric tons,  thousand",70.0,,621600000.0
40,40,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2006,"Metric tons,  thousand",62.0,,550560000.0
41,41,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2005,"Metric tons,  thousand",46.0,,408480000.0
42,42,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2004,"Metric tons,  thousand",58.0,,515040000.0
43,43,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2003,"Metric tons,  thousand",65.0,,577200000.0
44,44,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2002,"Metric tons,  thousand",64.0,,568320000.0
45,45,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2001,"Metric tons,  thousand",59.0,,523920000.0
46,46,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,2000,"Metric tons,  thousand",59.0,,523920000.0
47,47,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1999,"Metric tons,  thousand",66.0,,586080000.0
48,48,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1998,"Metric tons,  thousand",58.0,,515040000.0
49,49,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1997,"Metric tons,  thousand",34.0,,301920000.0
50,50,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1996,"Metric tons,  thousand",61.0,,541680000.0
51,51,Albania,Petroleum coke - production from refineries,Petroleum coke,production from refineries,1995,"Metric tons,  thousand",69.0,,612720000.0
52,52,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2020,"Metric tons,  thousand",64.54,,573115200.0
53,53,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2019,"Metric tons,  thousand",70.18,,623198400.0000001
54,54,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2018,"Metric tons,  thousand",28.44,,252547200.0
55,55,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2017,"Metric tons,  thousand",75.0,,666000000.0
56,56,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2016,"Metric tons,  thousand",80.0,,710400000.0
57,57,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2015,"Metric tons,  thousand",53.0,,470640000.0
58,58,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2014,"Metric tons,  thousand",92.49,,821311200.0
59,59,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2013,"Metric tons,  thousand",77.04,,684115200.0
60,60,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2012,"Metric tons,  thousand",74.17,,658629600.0
61,61,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2011,"Metric tons,  thousand",85.33,,757730400.0
62,62,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2010,"Metric tons,  thousand",106.02,,941457600.0
63,63,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2009,"Metric tons,  thousand",0.0,,0.0
64,64,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2008,"Metric tons,  thousand",0.0,,0.0
65,65,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2007,"Metric tons,  thousand",0.0,,0.0
66,66,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2006,"Metric tons,  thousand",39.0,,346320000.0
67,67,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2005,"Metric tons,  thousand",0.0,,0.0
68,68,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2004,"Metric tons,  thousand",107.0,,950160000.0
69,69,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2003,"Metric tons,  thousand",82.0,,728160000.0
70,70,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2002,"Metric tons,  thousand",84.0,,745920000.0
71,71,Albania,Petroleum coke - Imports,Petroleum coke,Imports,2001,"Metric tons,  thousand",111.0,,985680000.0
