,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,Natural gas liquids - Production,Natural gas liquids,Production,1992,"Metric tons,  thousand",0.0,,0.0
1,1,Afghanistan,Natural gas liquids - Production,Natural gas liquids,Production,1991,"Metric tons,  thousand",3.0,,36600000.0
2,2,Afghanistan,Natural gas liquids - Production,Natural gas liquids,Production,1990,"Metric tons,  thousand",4.0,,48800000.0
3,3,Afghanistan,Natural gas liquids - Transformation,Natural gas liquids,Transformation,1992,"Metric tons,  thousand",0.0,,0.0
4,4,Afghanistan,Natural gas liquids - Transformation,Natural gas liquids,Transformation,1991,"Metric tons,  thousand",0.0,,0.0
5,5,Afghanistan,Natural gas liquids - Transformation,Natural gas liquids,Transformation,1990,"Metric tons,  thousand",0.0,,0.0
6,6,Afghanistan,Natural gas liquids - Other transformation,Natural gas liquids,Other transformation,1992,"Metric tons,  thousand",0.0,,0.0
7,7,Afghanistan,Natural gas liquids - Other transformation,Natural gas liquids,Other transformation,1991,"Metric tons,  thousand",0.0,1.0,0.0
8,8,Afghanistan,Natural gas liquids - Other transformation,Natural gas liquids,Other transformation,1990,"Metric tons,  thousand",0.0,1.0,0.0
9,9,Afghanistan,Natural gas liquids - Total energy supply,Natural gas liquids,Total energy supply,1992,"Metric tons,  thousand",0.0,,0.0
10,10,Afghanistan,Natural gas liquids - Total energy supply,Natural gas liquids,Total energy supply,1991,"Metric tons,  thousand",3.0,,36600000.0
11,11,Afghanistan,Natural gas liquids - Total energy supply,Natural gas liquids,Total energy supply,1990,"Metric tons,  thousand",4.0,,48800000.0
12,12,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2019,"Metric tons,  thousand",16517.0,,201507400000.0
13,13,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2018,"Metric tons,  thousand",17220.0,,210084000000.0
14,14,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2017,"Metric tons,  thousand",17744.0,,216476800000.0
15,15,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2016,"Metric tons,  thousand",17924.0,,218672800000.0
16,16,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2015,"Metric tons,  thousand",18346.0,,223821200000.0
17,17,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2014,"Metric tons,  thousand",18318.0,,223479600000.0
18,18,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2013,"Metric tons,  thousand",15656.0,,191003200000.0
19,19,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2012,"Metric tons,  thousand",16474.0,,200982800000.0
20,20,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2011,"Metric tons,  thousand",17746.0,,216501200000.0
21,21,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2010,"Metric tons,  thousand",18734.0,,228554800000.0
22,22,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2009,"Metric tons,  thousand",20623.0,,251600600000.0
23,23,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2008,"Metric tons,  thousand",21960.0,,267912000000.0
24,24,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2007,"Metric tons,  thousand",21811.0,,266094200000.0
25,25,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2006,"Metric tons,  thousand",21911.0,,267314200000.0
26,26,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2005,"Metric tons,  thousand",37459.0,,456999800000.0
27,27,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2004,"Metric tons,  thousand",37520.0,,457744000000.0
28,28,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2003,"Metric tons,  thousand",38345.0,,467809000000.0
29,29,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2002,"Metric tons,  thousand",40454.0,,493538800000.0
30,30,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2001,"Metric tons,  thousand",40740.0,,497028000000.0
31,31,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,2000,"Metric tons,  thousand",25687.0,,313381400000.0
32,32,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1999,"Metric tons,  thousand",44209.0,,539349800000.0
33,33,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1998,"Metric tons,  thousand",27589.0,,336585800000.0
34,34,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1997,"Metric tons,  thousand",26186.0,,319469200000.0
35,35,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1996,"Metric tons,  thousand",24139.0,,294495800000.0
36,36,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1995,"Metric tons,  thousand",23489.0,,286565800000.0
37,37,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1994,"Metric tons,  thousand",22369.0,,272901800000.0
38,38,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1993,"Metric tons,  thousand",22581.0,,275488200000.0
39,39,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1992,"Metric tons,  thousand",20830.0,,254126000000.0
40,40,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1991,"Metric tons,  thousand",22380.0,,273036000000.0
41,41,Algeria,Natural gas liquids - Production,Natural gas liquids,Production,1990,"Metric tons,  thousand",22633.0,,276122600000.0
42,42,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2019,"Metric tons,  thousand",4374.0,,53362800000.0
43,43,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2018,"Metric tons,  thousand",4290.0,,52338000000.0
44,44,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2017,"Metric tons,  thousand",4200.0,,51240000000.0
45,45,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2016,"Metric tons,  thousand",5209.0,,63549800000.0
46,46,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2015,"Metric tons,  thousand",5016.0,,61195200000.0
47,47,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2014,"Metric tons,  thousand",4805.0,,58621000000.0
48,48,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2013,"Metric tons,  thousand",5416.0,,66075200000.0
49,49,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2012,"Metric tons,  thousand",5105.0,,62281000000.0
50,50,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2011,"Metric tons,  thousand",5946.0,,72541200000.0
51,51,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2010,"Metric tons,  thousand",6080.0,,74176000000.0
52,52,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2009,"Metric tons,  thousand",10531.0,,128478200000.0
53,53,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2008,"Metric tons,  thousand",12984.0,,158404800000.0
54,54,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2007,"Metric tons,  thousand",12902.0,,157404400000.0
55,55,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2006,"Metric tons,  thousand",13364.0,,163040800000.0
56,56,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2005,"Metric tons,  thousand",27622.0,,336988400000.0
57,57,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2004,"Metric tons,  thousand",27166.0,,331425200000.0
58,58,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2003,"Metric tons,  thousand",27704.0,,337988800000.0
59,59,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2002,"Metric tons,  thousand",29543.0,,360424600000.0
60,60,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2001,"Metric tons,  thousand",31206.0,,380713200000.0
61,61,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,2000,"Metric tons,  thousand",15920.0,,194224000000.0
62,62,Algeria,Natural gas liquids - Exports,Natural gas liquids,Exports,1999,"Metric tons,  thousand",32210.0,1.0,392962000000.0
