,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Refinery gas - Production,Refinery gas,Production,2020,"Metric tons,  thousand",2.9,,39440000.0
1,1,Albania,Refinery gas - Production,Refinery gas,Production,2019,"Metric tons,  thousand",7.2,,97920000.0
2,2,Albania,Refinery gas - Production,Refinery gas,Production,2018,"Metric tons,  thousand",8.5,,115600000.0
3,3,Albania,Refinery gas - Production,Refinery gas,Production,2017,"Metric tons,  thousand",19.3,,262480000.0
4,4,Albania,Refinery gas - Production,Refinery gas,Production,2016,"Metric tons,  thousand",6.0,1.0,81600000.0
5,5,Albania,Refinery gas - Production,Refinery gas,Production,2015,"Metric tons,  thousand",12.0,1.0,163200000.0
6,6,Albania,Refinery gas - Production,Refinery gas,Production,2014,"Metric tons,  thousand",11.58,,157488000.0
7,7,Albania,Refinery gas - Production,Refinery gas,Production,2013,"Metric tons,  thousand",0.0,,0.0
8,8,Albania,Refinery gas - Production,Refinery gas,Production,2012,"Metric tons,  thousand",4.5,,61200000.0
9,9,Albania,Refinery gas - Production,Refinery gas,Production,2011,"Metric tons,  thousand",10.0,,136000000.0
10,10,Albania,Refinery gas - Production,Refinery gas,Production,2010,"Metric tons,  thousand",3.54,,48144000.0
11,11,Albania,Refinery gas - Production,Refinery gas,Production,2009,"Metric tons,  thousand",13.1,,178160000.0
12,12,Albania,Refinery gas - Production,Refinery gas,Production,2008,"Metric tons,  thousand",9.03,,122807999.99999999
13,13,Albania,Refinery gas - Production,Refinery gas,Production,2007,"Metric tons,  thousand",14.0,,190400000.0
14,14,Albania,Refinery gas - Production,Refinery gas,Production,2006,"Metric tons,  thousand",14.0,,190400000.0
15,15,Albania,Refinery gas - Production,Refinery gas,Production,2005,"Metric tons,  thousand",11.0,,149600000.0
16,16,Albania,Refinery gas - Production,Refinery gas,Production,2004,"Metric tons,  thousand",8.0,,108800000.0
17,17,Albania,Refinery gas - Production,Refinery gas,Production,2003,"Metric tons,  thousand",8.0,,108800000.0
18,18,Albania,Refinery gas - Production,Refinery gas,Production,2002,"Metric tons,  thousand",9.0,,122400000.0
19,19,Albania,Refinery gas - Production,Refinery gas,Production,2001,"Metric tons,  thousand",8.0,,108800000.0
20,20,Albania,Refinery gas - Production,Refinery gas,Production,2000,"Metric tons,  thousand",9.0,,122400000.0
21,21,Albania,Refinery gas - Production,Refinery gas,Production,1999,"Metric tons,  thousand",9.0,,122400000.0
22,22,Albania,Refinery gas - Production,Refinery gas,Production,1998,"Metric tons,  thousand",30.0,,408000000.0
23,23,Albania,Refinery gas - Production,Refinery gas,Production,1997,"Metric tons,  thousand",30.0,,408000000.0
24,24,Albania,Refinery gas - Production,Refinery gas,Production,1996,"Metric tons,  thousand",40.0,,544000000.0
25,25,Albania,Refinery gas - Production,Refinery gas,Production,1995,"Metric tons,  thousand",49.98,,679728000.0
26,26,Albania,Refinery gas - Production,Refinery gas,Production,1994,"Metric tons,  thousand",49.98,,679728000.0
