,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2020,Terajoules,380.0,1.0,105555640.0
1,1,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2019,Terajoules,377.424,1.0,104840083.872
2,2,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2018,Terajoules,366.21,1.0,101725081.38
3,3,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2017,Terajoules,306.0,1.0,85000068.0
4,4,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2016,Terajoules,255.0,1.0,70833390.0
5,5,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2015,Terajoules,248.0,1.0,68888944.0
6,6,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2014,Terajoules,240.84,1.0,66900053.52
7,7,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2013,Terajoules,232.2,1.0,64500051.599999994
8,8,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2012,Terajoules,210.6,1.0,58500046.8
9,9,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2011,Terajoules,210.6,1.0,58500046.8
10,10,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2010,Terajoules,217.5,1.0,60416715.0
11,11,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2009,Terajoules,223.5,1.0,62083383.0
12,12,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2008,Terajoules,226.1,1.0,62805605.8
13,13,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2007,Terajoules,273.6,1.0,76000060.80000001
14,14,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2006,Terajoules,57.6,1.0,16000012.8
15,15,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2005,Terajoules,14.4,1.0,4000003.2
16,16,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2004,Terajoules,14.4,1.0,4000003.2
17,17,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2003,Terajoules,0.0,1.0,0.0
18,18,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2002,Terajoules,0.0,1.0,0.0
19,19,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2020,Terajoules,380.0,1.0,105555640.0
20,20,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2019,Terajoules,377.424,1.0,104840083.872
21,21,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2018,Terajoules,366.21,1.0,101725081.38
22,22,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2017,Terajoules,306.0,1.0,85000068.0
23,23,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2016,Terajoules,255.0,1.0,70833390.0
24,24,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2015,Terajoules,248.0,1.0,68888944.0
25,25,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2014,Terajoules,240.84,1.0,66900053.52
26,26,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2013,Terajoules,232.2,1.0,64500051.599999994
27,27,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2012,Terajoules,210.6,1.0,58500046.8
28,28,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2011,Terajoules,210.6,1.0,58500046.8
29,29,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2010,Terajoules,217.5,1.0,60416715.0
