,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Albania,Oil shale - Production,Oil shale,Production,1998,"Metric tons,  thousand",10.0,1.0,22000000.0
1,1,Albania,Oil shale - Production,Oil shale,Production,1997,"Metric tons,  thousand",10.0,1.0,22000000.0
2,2,Albania,Oil shale - Production,Oil shale,Production,1996,"Metric tons,  thousand",10.0,1.0,22000000.0
3,3,Albania,Oil shale - Production,Oil shale,Production,1995,"Metric tons,  thousand",10.0,1.0,22000000.0
4,4,Albania,Oil shale - Production,Oil shale,Production,1994,"Metric tons,  thousand",10.0,,22000000.0
5,5,Albania,Oil shale - Production,Oil shale,Production,1993,"Metric tons,  thousand",14.0,,30800000.0
6,6,Albania,Oil shale - Production,Oil shale,Production,1992,"Metric tons,  thousand",7.0,,15400000.0
7,7,Albania,Oil shale - Production,Oil shale,Production,1991,"Metric tons,  thousand",39.0,,85800000.0
8,8,Albania,Oil shale - Production,Oil shale,Production,1990,"Metric tons,  thousand",95.0,1.0,209000000.0
9,9,Albania,Oil shale - Transformation,Oil shale,Transformation,1998,"Metric tons,  thousand",10.0,1.0,22000000.0
10,10,Albania,Oil shale - Transformation,Oil shale,Transformation,1997,"Metric tons,  thousand",10.0,1.0,22000000.0
11,11,Albania,Oil shale - Transformation,Oil shale,Transformation,1996,"Metric tons,  thousand",10.0,1.0,22000000.0
12,12,Albania,Oil shale - Transformation,Oil shale,Transformation,1995,"Metric tons,  thousand",10.0,1.0,22000000.0
13,13,Albania,Oil shale - Transformation,Oil shale,Transformation,1994,"Metric tons,  thousand",10.0,1.0,22000000.0
14,14,Albania,Oil shale - Transformation,Oil shale,Transformation,1993,"Metric tons,  thousand",14.0,1.0,30800000.0
15,15,Albania,Oil shale - Transformation,Oil shale,Transformation,1992,"Metric tons,  thousand",7.0,1.0,15400000.0
16,16,Albania,Oil shale - Transformation,Oil shale,Transformation,1991,"Metric tons,  thousand",39.0,1.0,85800000.0
17,17,Albania,Oil shale - Transformation,Oil shale,Transformation,1990,"Metric tons,  thousand",95.0,1.0,209000000.0
18,18,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1998,"Metric tons,  thousand",10.0,1.0,22000000.0
19,19,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1997,"Metric tons,  thousand",10.0,1.0,22000000.0
20,20,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1996,"Metric tons,  thousand",10.0,1.0,22000000.0
21,21,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1995,"Metric tons,  thousand",10.0,1.0,22000000.0
22,22,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1994,"Metric tons,  thousand",10.0,1.0,22000000.0
23,23,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1993,"Metric tons,  thousand",14.0,1.0,30800000.0
24,24,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1992,"Metric tons,  thousand",7.0,1.0,15400000.0
25,25,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1991,"Metric tons,  thousand",39.0,1.0,85800000.0
26,26,Albania,"Oil shale - Transformation in electricity, CHP and heat plants",Oil shale,"Transformation in electricity, CHP and heat plants",1990,"Metric tons,  thousand",95.0,1.0,209000000.0
27,27,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1998,"Metric tons,  thousand",10.0,1.0,22000000.0
28,28,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1997,"Metric tons,  thousand",10.0,1.0,22000000.0
29,29,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1996,"Metric tons,  thousand",10.0,1.0,22000000.0
30,30,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1995,"Metric tons,  thousand",10.0,1.0,22000000.0
31,31,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1994,"Metric tons,  thousand",10.0,1.0,22000000.0
32,32,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1993,"Metric tons,  thousand",14.0,1.0,30800000.0
33,33,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1992,"Metric tons,  thousand",7.0,1.0,15400000.0
34,34,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1991,"Metric tons,  thousand",39.0,1.0,85800000.0
35,35,Albania,Oil Shale - Transformation in electricity plants - main activity producers,Oil Shale,Oil Shale,1990,"Metric tons,  thousand",95.0,1.0,209000000.0
