,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2019,"Metric tons,  thousand",0.0,,0.0
1,1,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2018,"Metric tons,  thousand",0.0,,0.0
2,2,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2017,"Metric tons,  thousand",0.0,,0.0
3,3,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2016,"Metric tons,  thousand",132.0,,1320000000.0
4,4,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2015,"Metric tons,  thousand",81.0,,810000000.0
5,5,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2014,"Metric tons,  thousand",94.0,,940000000.0
6,6,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2013,"Metric tons,  thousand",93.0,,930000000.0
7,7,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2012,"Metric tons,  thousand",15.0,,150000000.0
8,8,Australia,Other hydrocarbons - receipts from other sources,Other hydrocarbons,receipts from other sources,2011,"Metric tons,  thousand",4.0,,40000000.0
9,9,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2019,"Metric tons,  thousand",0.0,,0.0
10,10,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2018,"Metric tons,  thousand",0.0,,0.0
11,11,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2017,"Metric tons,  thousand",0.0,,0.0
12,12,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2016,"Metric tons,  thousand",132.0,,1320000000.0
13,13,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2015,"Metric tons,  thousand",81.0,,810000000.0
14,14,Australia,Other hydrocarbons - transformation,Other hydrocarbons,transformation,2014,"Metric tons,  thousand",94.0,,940000000.0
